schema_version,program_id,institution_id,institution_name,country,region,regional_admissions_model,program_name,degree_type,relevant_degree_route,discovery_paths,research_topic_clusters,exact_research_fit_signal,preliminary_international_eligibility,preliminary_funding_signal,official_program_url,official_institution_url,evidence_confidence,affiliation_normalization_status,seed_adjacency,funnel_status,proposed_next_action,exclusion_reason,unresolved_fields,source_record_paths,source_ids,reentry_id
2.0,us:ipeds:133669:program:phd:doctor-of-philosophy-with-major-in-computer-science,us:ipeds:133669,Florida Atlantic University,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctor of Philosophy with Major in Computer Science,PhD,"Computer science research doctorate with advanced coursework, qualifying milestones, and dissertation research",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,systems_security|distributed_systems|software_quality|ai_for_se,"The EECS doctorate and research pages expose computer science doctoral study plus security, networking, distributed computing, data science, and software-oriented laboratories.","The university lists the Computer Science PhD and international graduate application routes; exact degree equivalency, prerequisites, English evidence, and Fall 2027 rules remain for Stage 3.","The college states that traditional doctoral students are supported through teaching or research assistantships with a stipend, tuition waiver, and health insurance, contingent on available positions and advisor support.",https://www.fau.edu/engineering/eecs/graduate/phd/,https://www.fau.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite equivalency|English evidence|advisor capacity|assistantship selection and renewal|summer support|fees and net funding,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:fau-cs:program|reentry16:fau-cs:funding,stage_02_reentry_16
2.0,us:ipeds:187967:program:phd:doctor-of-philosophy-in-computer-science,us:ipeds:187967,New Mexico Institute of Mining and Technology,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctor of Philosophy in Computer Science,PhD,"Post-baccalaureate computer science doctorate requiring research, dissertation, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|formal_verification|systems_security|distributed_systems,"The graduate program explicitly names software engineering, programming languages, systems, security and privacy, cloud, and distributed computing among its research areas.","The program publishes a 60-credit post-baccalaureate PhD route; exact transcript equivalency, prerequisites, English requirements, and Fall 2027 cycle remain unresolved.","Graduate assistantships and fellowships are available through departments and the graduate office, including opportunities for international students, but awards and coverage are competitive and not guaranteed.",https://www.nmt.edu/academics/compsci/graduate.php,https://www.nmt.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and course equivalency|English evidence|advisor capacity|assistantship value and tuition coverage|renewal and summer support|fees and insurance,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:nmt-cs:program|reentry16:nmt-cs:funding,stage_02_reentry_16
2.0,us:ipeds:149222:program:phd:computer-science-doctor-of-philosophy,us:ipeds:149222,Southern Illinois University-Carbondale,United States,us,US program or committee admission; faculty role requires program-specific verification,"Computer Science, Doctor of Philosophy",PhD,"Computer science doctorate built around advanced research, candidacy, and an original dissertation",official_program_or_department_signal|current_faculty_topic_signal|recognized_institution_record|underrepresented_route_search,systems_security|software_quality|ai_for_se|distributed_systems,"The doctoral route supports computing research while current school evidence includes privacy-preserving AI, cybersecurity, data systems, and software-oriented work.","The official doctoral page provides a Computer Science PhD application route; exact prior-degree preparation, English evidence, and Fall 2027 requirements remain for Stage 3.","The program reports that many qualified doctoral students receive assistantships with a stipend and tuition waiver, subject to appointment and satisfactory progress.",https://academics.siu.edu/computing-and-technology/computer-science/doctoral/,https://siu.edu,medium,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite mapping|English evidence|advisor capacity|assistantship award and renewal|summer coverage|fees and insurance,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:siu-cs:program|reentry16:siu-cs:research,stage_02_reentry_16
2.0,us:ipeds:156125:program:phd:phd-in-electrical-engineering-and-computer-science,us:ipeds:156125,Wichita State University,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Electrical Engineering and Computer Science,PhD,"EECS doctorate with a computer science track, faculty-supervised research, and dissertation",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,The current graduate catalog defines a computer science doctoral track and dissertation route with research spanning advanced computing systems and software-related topics.,"The catalog allows exceptional bachelor's-entry applicants when a faculty member is willing to supervise from the outset; exact preparation, English, and Fall 2027 rules require Stage 3 review.","The Graduate School offers competitive assistantships that can include stipends and up to a full tuition waiver, while fees and individual award availability remain unresolved.",https://catalog.wichita.edu/graduate/engineering/electrical-computer-engineering/phd-in-eecs/,https://www.wichita.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|exceptional bachelor's-entry threshold|degree and prerequisite equivalency|English evidence|faculty willingness and capacity|assistantship selection and renewal|fees and summer support,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:wichita-eecs:catalog|reentry16:wichita-eecs:funding,stage_02_reentry_16
2.0,us:ipeds:171128:program:phd:computer-science-phd,us:ipeds:171128,Michigan Technological University,United States,us,US program or committee admission; faculty role requires program-specific verification,"Computer Science, PhD",PhD,"On-campus computer science doctorate with BS-to-PhD entry, research examinations, dissertation, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,"Michigan Tech explicitly lists software engineering, cybersecurity, cloud computing, distributed systems, AI, and related laboratory research within the doctoral program.","A four-year bachelor's in computer science or a similar field can support PhD application, with a GRE requirement for international PhD applicants unless waived by a U.S. degree; exact mapping remains unresolved.","The Graduate School publishes minimum assistantship stipend rates for PhD students without an MS, but appointment, tuition coverage, duration, and net sufficiency require individual verification.",https://www.mtu.edu/gradschool/programs/degrees/computer-science/,https://www.mtu.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite equivalency|GRE and English evidence|advisor capacity|assistantship appointment and tuition coverage|renewal and summer support|fees and insurance,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:mtu-cs:program|reentry16:mtu-cs:stipends,stage_02_reentry_16
2.0,us:ipeds:207971:program:phd:computer-science-ph-d,us:ipeds:207971,University of Tulsa,United States,us,US program or committee admission; faculty role requires program-specific verification,"Computer Science, Ph.D.",PhD,Computer science research doctorate in a small research institution with faculty-guided original work,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,systems_security|software_quality|ai_for_se|distributed_systems,"The Tandy School lists the Computer Science PhD and current multidisciplinary research in computer science, security, trustworthy AI, data analytics, and complex computing systems.","The university publishes a Computer Science PhD and international graduate-admission process; exact degree preparation, English evidence, and Fall 2027 requirements remain for Stage 3.","Doctoral assistantships are open to admitted full-time students and carry a published minimum nine-month stipend, full tuition remission, and health insurance, but selection is not guaranteed.",https://utulsa.edu/programs/computer-science/,https://utulsa.edu,medium,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite mapping|English evidence|doctoral curriculum details|advisor capacity|assistantship selection and renewal|summer and fee coverage,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:tulsa-cs:program|reentry16:tulsa-cs:funding,stage_02_reentry_16
2.0,ca:dli:O19375892122:program:thesis-or-research-master-s:master-of-engineering-science-mesc-in-electrical-and-computer-engineering,ca:dli:O19375892122,Western University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Master of Engineering Science (MESc) in Electrical and Computer Engineering,Thesis or research master's,Two-year thesis-based electrical and computer engineering master's with supervised research,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,systems_security|distributed_systems|software_quality|ai_for_se,"The research MESc provides an electrical and computer engineering route that can host computing systems, networking, security, and software-related research under faculty supervision.","The program accepts a four-year engineering bachelor's or a similar program with a published minimum average; exact degree similarity, prerequisites, English evidence, and supervisor match remain for Stage 3.","Eligible research-based MESc students receive a published minimum package plus tuition through research grants, scholarships, contracts, and teaching assistantships, subject to fundable status.",https://www.eng.uwo.ca/graduate/future-students/Graduate-Degree-Programs/electrical-computer.html,https://uwo.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree similarity and prerequisite mapping|English evidence|supervisor capacity|funding amount for 2027|renewal and summer coverage|ancillary fees and insurance,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:western-ece:program|reentry16:western-ece:mesc,stage_02_reentry_16
2.0,ca:dli:O19361109242:program:thesis-or-research-master-s:masc-in-electrical-and-computer-engineering,ca:dli:O19361109242,York University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,MASc in Electrical and Computer Engineering,Thesis or research master's,"Five-term electrical and computer engineering research master's with courses, supervised research, and thesis",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,"York's MASc supports software engineering and computer engineering research in a department with groups spanning security, systems, software, AI, and information systems.","An honours undergraduate degree in electrical, computer, or software engineering or equivalent with a B+ average is listed; exact equivalency, project preparation, English evidence, and Fall 2027 cycle remain unresolved.",Full-time thesis or project master's students are automatically considered for a five-term package composed of teaching and research assistantships and other university funding; offer-specific sufficiency is unresolved.,https://futurestudents.yorku.ca/graduate/programs/electrical-engineering-and-computer-science,https://www.yorku.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and senior-project equivalency|English evidence|supervisor assignment and capacity|offer-specific funding|tuition and ancillary fees|insurance and net support,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:york-ece:program|reentry16:york-ece:funding,stage_02_reentry_16
2.0,ca:dli:O19425660421:program:thesis-or-research-master-s:electrical-engineering-master-of-science-m-sc-thesis,ca:dli:O19425660421,University of Saskatchewan,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,"Electrical Engineering, Master of Science (M.Sc.) — Thesis",Thesis or research master's,Two-year research-intensive electrical engineering master's requiring supervisor approval and a thesis,official_program_or_department_signal|recognized_institution_record|underrepresented_route_search,systems_security|distributed_systems|ai_for_se|software_quality,"The research-intensive program and ECE environment provide a thesis route for networked, intelligent, secure, and computing-adjacent systems work.",The official catalog accepts a relevant four-year honours degree or equivalent with a published minimum average and possible English proof; exact field mapping and supervisor fit remain for Stage 3.,"Most thesis-based engineering graduate students receive some funding, with typical MSc stipend ranges published, but support is competitive and not guaranteed.",https://grad.usask.ca/programs/electrical-computer-engineering.php,https://www.usask.ca/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and field equivalency|English evidence|supervisor approval and capacity|funding award and duration|international tuition offset|fees and insurance,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:usask-ee:program|reentry16:usask-ee:catalog,stage_02_reentry_16
2.0,ror:01nffqt88:program:thesis-or-research-master-s:master-s-degree-in-computer-science-and-engineering,ror:01nffqt88,Politecnico di Milano,Italy,europe,"European program, supervisor, studentship, or employed-position model; verify by country",Master's Degree in Computer Science and Engineering,Thesis or research master's,"English-taught two-year, 120-credit computer science and engineering master's with a 20-credit thesis",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|software_repair|systems_security|distributed_systems,"The English program includes software and systems pathways and a thesis, while existing discovery signals identify infrastructure-as-code, software engineering, AI, and dependable-systems research at the institution.","Foreign applicants with a bachelor's in computer science and engineering have a stated admission route, while other backgrounds require fundamental computing, science, and engineering preparation; exact equivalency remains for Stage 3.","Competitive international merit scholarships can waive full tuition and may add an allowance, but the published 2026-27 early application window has passed and Fall 2027 terms are not yet verified.",https://www.polimi.it/en/education/laurea-programmes/programme-detail/computer-science-and-engineering,https://polimi.it,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 offering and scholarship cycle|degree and subject equivalency|English evidence|thesis placement and supervision|scholarship selection|living costs|fees and insurance,data/processed/pass2/stage_02_reentry_16_candidates.csv|data/processed/pass2/stage_02_reentry_16_sources.csv,reentry16:polimi-cse:program|reentry16:polimi-cse:scholarships,stage_02_reentry_16
