schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry06:ndsu:program,us:ipeds:200332,Ph.D. in Software and Security Engineering,official_program_or_department_signal,exact doctorate and software-security scope,Software & Security Engineering,North Dakota State University-Main Campus,https://www.ndsu.edu/programs/graduate/software-and-security-engineering,2026-09-10,"Official program page confirms master's and doctoral routes centered on software design, software quality, cybersecurity, and research.","The overview does not establish applicant admission, a specific supervisor, or guaranteed funding."
2.0,reentry06:ndsu:catalog,us:ipeds:200332,Ph.D. in Software and Security Engineering,official_program_or_department_signal,doctoral research structure and admission route,Software and Security Engineering Doctorate,North Dakota State University-Main Campus,https://catalog.ndsu.edu/curriculum/graduate/software-and-security-engineering-doctorate/,2026-09-10,"Current official catalog identifies the PhD curriculum, supervised research requirement, and program admission requirements.",Stage 3 must map the applicant's transcript and the live Fall 2027 requirements.
2.0,reentry06:ndsu:funding,us:ipeds:200332,Ph.D. in Software and Security Engineering,underrepresented_route_search,preliminary assistantship mechanism,NDSU Graduate Programs,North Dakota State University-Main Campus,https://www.ndsu.edu/graduate-school/programs,2026-09-10,The official graduate-program directory lists the Software and Security Engineering PhD and an assistantship-priority deadline; program materials describe selected assistantships with stipend and tuition-waiver support.,Availability is competitive and no applicant-specific package or complete net-cost coverage is established.
2.0,reentry06:boise:program,us:ipeds:142115,Computing PhD — Computer Science or Cybersecurity Emphasis,official_program_or_department_signal,exact doctorate and emphasis structure,Computing Ph.D. Program,Boise State University,https://www.boisestate.edu/computing/academics/doctoral-program/,2026-09-10,Official School of Computing page confirms the research doctorate and Computer Science and Cybersecurity emphases.,Broad program scope does not establish a current supervisor or admission.
2.0,reentry06:boise:admission,us:ipeds:142115,Computing PhD — Computer Science or Cybersecurity Emphasis,official_program_or_department_signal,bachelor's-entry and emphasis prerequisites,Doctoral Application,Boise State University,https://www.boisestate.edu/computing/academics/doctoral-program/application-requirements-ph-d/,2026-09-10,"Official application page permits bachelor's entry and publishes programming, GPA, emphasis-prerequisite, international-transcript, and English requirements.",Applicant-specific equivalency and the Fall 2027 cycle require Stage 3 verification.
2.0,reentry06:boise:funding,us:ipeds:142115,Computing PhD — Computer Science or Cybersecurity Emphasis,underrepresented_route_search,limited doctoral assistantship package,Graduate Assistantships,Boise State University,https://www.boisestate.edu/computing/academics/doctoral-program/graduate-assistantships/,2026-09-10,"Official page publishes a limited first-year Computing GA with $28,000 stipend, fall/spring tuition, and health insurance, followed by advisor-dependent support.","The award is competitive, first-year only, and does not guarantee continuation."
2.0,reentry06:alabama:program,us:ipeds:100751,Ph.D. in Computer Science,official_program_or_department_signal,exact doctorate and focus areas,"Computer Science, Ph.D.",The University of Alabama,https://eng.ua.edu/majors/computer-science-ph-d/,2026-09-10,"Official College of Engineering page confirms the Computer Science PhD, dissertation structure, and software-engineering and cybersecurity focus coursework.",Stage 3 must verify the applicant's precise entry route and target cycle.
2.0,reentry06:alabama:research,us:ipeds:100751,Ph.D. in Computer Science,official_program_or_department_signal,department research-fit breadth,Computer Science Research,The University of Alabama,https://cs.ua.edu/research/,2026-09-10,"Official department page lists empirical software engineering, software modeling, software security, cybersecurity, collaborative software, cloud, edge, and distributed systems.",Research-area breadth does not prove supervision capacity or recruiting.
2.0,reentry06:alabama:funding,us:ipeds:100751,Ph.D. in Computer Science,underrepresented_route_search,preliminary assistantship mechanism,Graduate Admissions — Computer Science,The University of Alabama,https://cs.ua.edu/admissions/,2026-09-10,Official page states that applicants are automatically considered for departmental assistantships and distinguishes competitive GTA and faculty-funded GRA mechanisms.,"No universal award, amount, duration, or applicant-specific coverage is promised."
2.0,reentry06:fiu:program,us:ipeds:133951,Doctor of Philosophy in Computer Science,official_program_or_department_signal,"exact doctorate, bachelor's entry, and assistantship terms",Doctor of Philosophy in Computer Science,Florida International University,https://www.cis.fiu.edu/degree/doctor-of-philosophy-in-computer-science/,2026-09-10,"Official program page confirms the PhD, bachelor's-entry academic floor, dissertation orientation, international route, and competitive TA/RA/fellowship mechanisms.",Published mechanisms do not establish applicant admission or multi-year support.
