schema_version,program_id,institution_id,institution_name,country,region,regional_admissions_model,program_name,degree_type,relevant_degree_route,discovery_paths,research_topic_clusters,exact_research_fit_signal,preliminary_international_eligibility,preliminary_funding_signal,official_program_url,official_institution_url,evidence_confidence,affiliation_normalization_status,seed_adjacency,funnel_status,proposed_next_action,exclusion_reason,unresolved_fields,source_record_paths,source_ids,reentry_id
2.0,us:ipeds:181394:program:phd:computing-information-science-ph-d,us:ipeds:181394,University of Nebraska at Omaha,United States,us,US program or committee admission; faculty role requires program-specific verification,"Computing & Information Science, Ph.D.",PhD,"Research-intensive multidisciplinary computing doctorate with faculty mentorship, original research, annual progress review, and dissertation work",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|ai_for_se,The doctorate explicitly includes software engineering and cybersecurity among its research areas and supports faculty-mentored funded research and research assistantships.,"Applicants with an undergraduate or graduate degree in computing or a closely related field may apply; exact transcript, GRE, English, and Fall 2027 requirements remain for Stage 3.",All admitted doctoral students are automatically considered for competitive research or teaching assistantships with nine credits of tuition support and a monthly stipend; awards and renewal are not guaranteed.,https://www.unomaha.edu/college-of-information-science-and-technology/academics/computing_and_information_science_phd.php,https://www.unomaha.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and course equivalency|GRE and English evidence|assistantship selection and renewal|summer support|fees and insurance|current advisor capacity,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:uno-cis:program|reentry14:uno-cis:funding,stage_02_reentry_14
2.0,us:ipeds:126580:program:phd:cybersecurity-phd,us:ipeds:126580,University of Colorado Colorado Springs,United States,us,US program or committee admission; faculty role requires program-specific verification,"Cybersecurity, PhD",PhD,"On-campus cybersecurity research doctorate with multidisciplinary security coursework, dissertation research, proposal examination, and defense",official_program_or_department_signal|lab_or_center_signal|recognized_institution_record|underrepresented_route_search,systems_security|formal_verification|cyber_physical_systems,"The program targets computer, network, physical, and cyber-physical security, with department research spanning systems security, networking, embedded systems, and secure CPS.","A bachelor's or master's in a STEM, homeland-security, or closely related field is permitted, subject to computing prerequisites, GRE exceptions, and English evidence that require Stage 3 mapping.","An official faculty research-group notice reports tuition-and-stipend research assistantship support for qualified PhD students regardless of citizenship, but this is faculty-controlled and not a program guarantee.",https://www.uccs.edu/academics/programs/security-phd,https://www.uccs.edu,high,canonical institution registry match,Evidex-adjacent|TerraProbe-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite mapping|GRE exception|English evidence|operational-security requirement|assistantship availability and duration|fees and insurance|current supervisor capacity,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:uccs-cyber:program|reentry14:uccs-cyber:lab-funding,stage_02_reentry_14
2.0,us:ipeds:166513:program:phd:doctor-of-philosophy-ph-d-in-computer-science,us:ipeds:166513,University of Massachusetts-Lowell,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctor of Philosophy (Ph.D.) in Computer Science,PhD,"Computer science research doctorate with doctoral coursework, proposal, original dissertation research, and defense",official_program_or_department_signal|lab_or_center_signal|recognized_institution_record|underrepresented_route_search,formal_verification|systems_security|software_quality,"The school lists active work in cybersecurity and privacy, program analysis, programming languages, systems and networks, including externally funded research groups and labs.","The doctorate accepts appropriately prepared applicants under graduate admission rules; exact degree, course, GRE, English, and advisor mapping remain for Stage 3.","Department guidance says PhD students may receive advisor-controlled research assistantships or school-controlled teaching assistantships, while explicitly stating that support is not guaranteed.",https://www.uml.edu/sciences/computer-science/programs/doctorate.aspx,https://www.uml.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and course equivalency|GRE and English evidence|advisor match|assistantship offer and duration|summer support|fees and insurance,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:uml-cs:program|reentry14:uml-cs:research,stage_02_reentry_14
2.0,us:ipeds:157289:program:phd:doctor-of-philosophy-in-computer-science-and-engineering,us:ipeds:157289,University of Louisville,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctor of Philosophy in Computer Science and Engineering,PhD,Computer science and engineering research doctorate admitting from bachelor's or master's preparation and requiring independent scholarly research and dissertation credits,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|distributed_systems|systems_security,"The doctoral curriculum includes software engineering, communications and networks, distributed-system design, information assurance, and related computing research areas.","Applicants may enter with an appropriate bachelor's or master's degree, including related backgrounds with remediation; transcript, GRE, English, and prerequisite mapping remain unresolved.","Qualified engineering doctoral applicants are automatically considered for renewable fellowships listing a stipend, full tuition remission, and health insurance, but selection is not guaranteed.",https://catalog.louisville.edu/graduate/programs-study/doctor-philosophy-computer-science-engineering/,https://louisville.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite mapping|GRE and English evidence|research-area and advisor fit|fellowship selection and renewal|summer coverage|fees and net support,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:louisville-cse:program|reentry14:louisville-cse:funding,stage_02_reentry_14
2.0,us:ipeds:172644:program:phd:computer-science-ph-d,us:ipeds:172644,Wayne State University,United States,us,US program or committee admission; faculty role requires program-specific verification,Computer Science (Ph.D.),PhD,"Flexible computer science research doctorate with early advisor selection, qualifying and prospectus examinations, original dissertation research, and public defense",official_program_or_department_signal|recent_paper_signal|recognized_institution_record|underrepresented_route_search,software_quality|distributed_systems|systems_security,"The doctorate encourages early participation in faculty projects, while current dissertations include software-practice, scientific-workflow, edge-computing, and software-defined-vehicle topics.","Applicants with a bachelor's or master's in computer science or a related field may apply, subject to GPA, computing preparation, GRE, transcript, and English requirements that need Stage 3 review.","The bounded official review found a graduate funding application route but no current CS-level funding guarantee; assistantship type, tuition coverage, value, and duration remain unresolved.",https://bulletins.wayne.edu/graduate/college-engineering/computer-science/computer-science-phd/index.html,https://wayne.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite mapping|GRE and English evidence|advisor selection|assistantship availability and coverage|fees and insurance|current faculty capacity,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:wayne-cs:program|reentry14:wayne-cs:dissertations,stage_02_reentry_14
2.0,us:ipeds:190044:program:phd:phd-in-computer-science,us:ipeds:190044,Clarkson University,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,"Research doctorate with systems, software, security, and AI coursework, portfolio candidacy, dissertation proposal, original dissertation, and defense",official_program_or_department_signal|lab_or_center_signal|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems,"The department explicitly spans software, security, systems, and networks, and the doctorate includes languages and software-development plus computer-systems and networks foundations.","Applicants need a computer-science or closely related bachelor's equivalent, committee approval, transcripts, recommendations, GRE unless waived, and English evidence; exact equivalency remains unresolved.","The program states that PhD applicants are eligible for fully funded research or teaching assistantships, but eligibility is not an individual award or duration guarantee.",https://www.clarkson.edu/academics/majors-minors/computer-science-phd,https://www.clarkson.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite equivalency|GRE waiver|English evidence|advisor alignment|assistantship selection and duration|summer coverage|fees and insurance,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:clarkson-cs:program|reentry14:clarkson-cs:research,stage_02_reentry_14
2.0,ca:dli:O19359011146:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-m-moire,ca:dli:O19359011146,Université du Québec en Outaouais,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Maîtrise en informatique (profil mémoire),Thesis or research master's,"French-language 45-credit research master's in computer science centered on research methods, an original thesis project, and preparation for doctoral study",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,systems_security|software_quality|distributed_systems,"The thesis route emphasizes current computing research, while the department identifies network and data security, telecommunications, information systems, and research supervision capacity.","A relevant bachelor's or equivalent academic preparation is considered, with program selection and French-language evidence; international degree, course, and language mapping remain for Stage 3.","Thesis-profile students can access an internal encouragement scholarship and external funding opportunities, but no universal tuition-and-living-cost package is established.",https://uqo.ca/programmes/3097,https://uqo.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 offering|international degree and course equivalency|French evidence|supervisor agreement|scholarship eligibility and amount|international tuition|living costs and net package,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:uqo-info:program|reentry14:uqo-info:department,stage_02_reentry_14
2.0,ca:dli:O19359011122:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-m-moire,ca:dli:O19359011122,Université du Québec à Chicoutimi,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Maîtrise en informatique - profil recherche (mémoire),Thesis or research master's,"French-language computer science research master's with research training, an original thesis, and preparation for doctoral study",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|ai_for_se|systems_security,The official program separates a research-thesis profile and develops research competence in a selected computing area before doctoral study or R&D work.,"The program accepts applications under its published academic bases and UQAC provides an international graduate admission pathway; degree, prerequisite, French, and selection mapping remain unresolved.","Eligible international students in research master's programs may compete for limited enhanced-tuition exemption awards, but quota, award, residual tuition, and living-cost coverage are unresolved.",https://programmes.uqac.ca/3017,https://www.uqac.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite equivalency|French evidence|topic and supervisor fit|tuition-exemption selection|remaining tuition and fees|living costs,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:uqac-info:program|reentry14:uqac-info:funding,stage_02_reentry_14
2.0,ca:dli:O19359011172:program:thesis-or-research-master-s:ma-trise-en-math-matiques-et-informatique-appliqu-es-avec-m-moire,ca:dli:O19359011172,Université du Québec à Trois-Rivières,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Maîtrise en mathématiques et informatique appliquées (avec mémoire),Thesis or research master's,"French-language 45-credit applied mathematics and computing research master's with research methods, software-oriented investigation, and thesis",official_program_or_department_signal|recent_paper_signal|recognized_institution_record|underrepresented_route_search,software_quality|ai_for_se|repair_analysis,"The program lists software engineering and AI among departmental strengths, and a 2025 thesis applied large language models to unit-test generation and software-quality evaluation.","The route accepts relevant bachelor's degrees or equivalents and explicitly supports full-time international applications; degree, GPA, course, and French-language equivalency remain for Stage 3.","The department notes possible teaching and research assistant work plus university and external awards, but support is grant-dependent and not guaranteed.",https://oraprdnt.uqtr.uquebec.ca/portail/triw082.afficher?owa_cd_pgm=3799&owa_version=1,https://www.uqtr.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and GPA equivalency|computing and mathematics preparation|French evidence|supervisor and topic fit|assistantship or scholarship award|international tuition and living costs,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:uqtr-mia:program|reentry14:uqtr-mia:thesis,stage_02_reentry_14
2.0,ror:006e5kg04:program:thesis-or-research-master-s:master-of-science-in-applied-sciences-and-engineering-computer-science-software-systems,ror:006e5kg04,Vrije Universiteit Brussel,Belgium,europe,"European program, supervisor, studentship, or employed-position model; verify by country",Master of Science in Applied Sciences and Engineering: Computer Science - Software Systems,Thesis or research master's,"English two-year 120-ECTS computer science master's with research training, a Software Systems specialization, and a 24-ECTS research thesis",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|formal_verification,"The specialization combines scientific research training and thesis work with software architectures, security in computing, theory of computation, and software-systems electives.","International applicants are evaluated for academic degree and subject equivalency through VUB's admission process; exact course mapping, English evidence, and Fall 2027 terms remain unresolved.","VUB publishes nationality- and program-dependent tuition plus several scholarship and financial-support mechanisms, but no route-specific full tuition and living-cost guarantee is established.",https://www.vub.be/en/studying-vub/all-study-programmes-vub/bachelors-and-masters-programmes-vub/master-applied-sciences-and-engineering-computer-science/program/master/master-software-systems,https://www.vub.be/en,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 offering and criteria|degree and subject-credit equivalency|English evidence|scholarship eligibility and selection|non-EEA tuition|living costs|research-training and thesis-group fit,data/processed/pass2/stage_02_reentry_14_candidates.csv|data/processed/pass2/stage_02_reentry_14_sources.csv,reentry14:vub-software:program|reentry14:vub-software:cost,stage_02_reentry_14
