schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry04:rochester:program,us:ipeds:195030,PhD Program in Computer Science,official_program_or_department_signal,exact doctorate and research structure,PhD Program in Computer Science,University of Rochester,https://www.cs.rochester.edu/graduate/phd-program.html,2026-09-10,"Official department page confirms the research doctorate, systems and AI focus areas, original-research culmination, and bachelor's or master's entry route.",Program presence and broad research areas do not establish individual admission or advisor capacity.
2.0,reentry04:rochester:admission-funding,us:ipeds:195030,PhD Program in Computer Science,official_program_or_department_signal,"competitive admission, international route, and preliminary funding",Applying to Graduate Programs,University of Rochester,https://www.cs.rochester.edu/u/www/graduate/how-to-apply.html,2026-09-10,"Official page describes selective competitive review, research-focused application materials, English testing and waivers, and tuition, stipend, and health insurance for PhD students in good standing.",The displayed deadline is for 2026 and funding details remain subject to an individual offer.
2.0,reentry04:umbc:program-fit,us:ipeds:163268,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, entry prerequisites, and research fit","Computer Science (M.S., M.P.S. and Ph.D.)",University of Maryland-Baltimore County,https://www.csee.umbc.edu/graduate/computer-science-m-s-ph-d/,2026-09-10,"Official department page confirms the PhD and publishes systems, security, code analysis, AI, and prerequisite evidence relevant to both portfolio seeds.",Published prerequisites must be mapped course by course and the page does not guarantee support.
2.0,reentry04:umbc:funding,us:ipeds:163268,PhD in Computer Science,underrepresented_route_search,preliminary doctoral funding,Graduate Programs,University of Maryland-Baltimore County,https://www.csee.umbc.edu/graduate/,2026-09-10,"Official department page states that some graduate students receive TA, RA, or grader support and that strong newly admitted students may be considered for research assistantships.","Support for some students is not a guarantee; coverage, duration, and renewal remain offer-specific."
2.0,reentry04:ucr:program,us:ipeds:110671,PhD in Computer Science,official_program_or_department_signal,exact research doctorate,PhD in Computer Science,University of California-Riverside,https://www1.cs.ucr.edu/graduate/programs/computer-science-phd,2026-09-10,"Official program page confirms the research-oriented Computer Science PhD, independent dissertation research, and doctoral milestones.",Degree structure does not establish applicant admission or a funding package.
2.0,reentry04:ucr:admission-fit,us:ipeds:110671,PhD in Computer Science,official_program_or_department_signal,"international entry, selectivity, and research fit",International Graduate Applicants,University of California-Riverside,https://www1.cs.ucr.edu/graduate/admissions/international-applicants,2026-09-10,"Official department page documents international admission, holistic criteria, desirable last-two-year GPA, research and faculty alignment, and relevant computing preparation.",A desirable threshold is not a guaranteed admit boundary and target-cycle terms may change.
2.0,reentry04:ucr:funding,us:ipeds:110671,PhD in Computer Science,underrepresented_route_search,preliminary doctoral funding,Financial Support,University of California-Riverside,https://www1.cs.ucr.edu/graduate/financial-support,2026-09-10,"Official department page describes multi-year PhD packages that may include stipend, tuition or fee coverage, and GSR or TA employment.",Packages are merit-based and limited; an individual award and renewal terms are not established.
2.0,reentry04:houston:program-admission,us:ipeds:225511,PhD in Computer Science,official_program_or_department_signal,exact doctorate and applicant evaluation,Doctoral Degree Program and Graduate Admissions,University of Houston,https://www.uh.edu/nsm/computer-science/graduate/phd/index.php,2026-09-10,"Official page confirms an original-research doctorate, early advisor selection, and doctoral research competency expectations.",Program requirements do not establish admission or advisor capacity.
2.0,reentry04:houston:funding-fit,us:ipeds:225511,PhD in Computer Science,official_program_or_department_signal,preliminary funding and research-directed admission,Finances and Funding,University of Houston,https://www.uh.edu/nsm/computer-science/graduate/admissions/funding/,2026-09-10,"Official department page says PhD students are typically admitted with assistantship, tuition fellowship, and nonresident waiver support.",Typical support is not universal and precise coverage is offer-specific.
2.0,reentry04:uta:program-admission,us:ipeds:228769,Doctoral Degree in Computer Science/Computer Engineering,official_program_or_department_signal,"exact doctorate, admission factors, and research fit",Doctoral Degree in Computer Science/Computer Engineering,The University of Texas at Arlington,https://www.uta.edu/academics/schools-colleges/engineering/academics/departments/cse/phd,2026-09-10,"Official department page confirms the research doctorate, bachelor's entry, GPA expectations, English rules, research criteria, and early financial-aid review.",Meeting published criteria does not establish admission or funding.
2.0,reentry04:uta:fit-funding,us:ipeds:228769,Doctoral Degree in Computer Science/Computer Engineering,underrepresented_route_search,research areas and preliminary tuition support,Ph.D. in Computer Science,The University of Texas at Arlington,https://www.uta.edu/academics/programs/computer-science-phd?level=phd&program=compsciphd,2026-09-10,"Official program page identifies software engineering, security, AI, research activity, and available assistantship or fellowship mechanisms.",Availability language is not an individual award or duration commitment.
2.0,reentry04:utsa:program-funding,us:ipeds:229027,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, Fall 2027 entry, and comprehensive support",PhD in Computer Science,The University of Texas at San Antonio,https://future.utsa.edu/programs/doctoral/computer-science/,2026-09-10,"Official program page confirms bachelor's entry, the Fall 2027 deadline, and full-time admitted PhD support through GTA or GRA appointment, tuition waiver, stipend, and health insurance.","The page does not resolve admission likelihood, net living costs, or renewal conditions."
