schema_version,program_id,institution_id,institution_name,country,region,regional_admissions_model,program_name,degree_type,relevant_degree_route,discovery_paths,research_topic_clusters,exact_research_fit_signal,preliminary_international_eligibility,preliminary_funding_signal,official_program_url,official_institution_url,evidence_confidence,affiliation_normalization_status,seed_adjacency,funnel_status,proposed_next_action,exclusion_reason,unresolved_fields,source_record_paths,source_ids,reentry_id
2.0,us:ipeds:100858:program:phd:phd-in-computer-science-and-software-engineering,us:ipeds:100858,Auburn University,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science and Software Engineering,PhD,Research doctorate entered after a relevant bachelor's or master's degree and completed through advanced study and dissertation research,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|ai_for_se,"The department lists software engineering, programming languages and environments, cyber security and privacy, distributed systems, and artificial intelligence among its active research areas.","The program accepts applicants with a bachelor's or master's degree; applicant-specific prerequisite, GPA, English, and target-cycle requirements remain for Stage 3.","Qualifying graduate assistantships can carry stipends and tuition support, and competitive presidential fellowships include a stipend and tuition, but no program-wide award is promised.",https://www.eng.auburn.edu/program/phd-computer-science-software-engineering.html,https://www.auburn.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|prerequisite and GPA review|English requirement|assistantship probability and renewal|current faculty supervision,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:auburn:program|reentry05:auburn:research|reentry05:auburn:funding,stage_02_reentry_05
2.0,us:ipeds:176080:program:phd:phd-in-computer-science,us:ipeds:176080,Mississippi State University,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,"Direct-bachelor's research doctorate requiring a major professor, original research, dissertation, and defense",official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|trustworthy_ai,"The department identifies software engineering, systems and security, and artificial intelligence as graduate research areas and requires sustained dissertation research.","A master's is not required and a relevant bachelor's can support entry; equivalency, English, prerequisite, and target-cycle requirements remain unverified.","Teaching assistantships publish stipend and tuition-waiver support and research assistantships are selected by faculty, but awards are competitive rather than universal.",https://www.cse.msstate.edu/grad/phd-cs/,https://www.msstate.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite equivalency|English requirement|assistantship award and duration|major-professor availability,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:msstate:program|reentry05:msstate:graduate|reentry05:msstate:assistantships,stage_02_reentry_05
2.0,us:ipeds:106397:program:phd:ph-d-in-computer-science,us:ipeds:106397,University of Arkansas,United States,us,US program or committee admission; faculty role requires program-specific verification,Ph.D. in Computer Science,PhD,Research doctorate open after a qualifying computer-science bachelor's and culminating in original dissertation research,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|ai_for_se,"The joint electrical-engineering and computer-science department offers research in computing systems, software, cybersecurity, and AI-adjacent areas with a dissertation route.","The catalog accepts a qualifying computer-science bachelor's and publishes a 3.0 GPA floor; GRE, English, prerequisite, and foreign-equivalency application remain unresolved.","The college publishes doctoral fellowships and graduate assistantships, including a Computer Science PhD monthly rate, but awards and tuition coverage are competitive and offer-specific.",https://catalog.uark.edu/graduatecatalog/programsofstudy/computerscienceandcomputerengineeringcsce/,https://www.uark.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|GRE policy|prerequisite and degree equivalency|English requirement|assistantship or fellowship award|current faculty supervision,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:uark:catalog|reentry05:uark:graduate|reentry05:uark:funding,stage_02_reentry_05
2.0,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,United States,us,US program or committee admission; faculty role requires program-specific verification,Ph.D. in Computer Science,PhD,"Direct-bachelor's research doctorate requiring advanced coursework, original research, dissertation, and defense",official_program_or_department_signal|current_faculty_topic_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|trustworthy_ai,"The program covers software engineering, programming languages and formal verification, security, cloud and distributed computing, and AI, with current doctoral opportunities in type systems and verification.","A relevant bachelor's supports direct entry and the department describes a typical 3.5 major GPA; the applicant's major GPA, prerequisites, English treatment, and target-cycle requirements remain unverified.","The department says a majority of admitted doctoral students receive RA or TA offers and describes full financial aid for RAs, but support is not universal and must be confirmed in an offer.",https://www.uab.edu/cas/computerscience/graduate-programs/doctoral-program,https://www.uab.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|major GPA calculation|prerequisite mapping|English requirement|offer-specific funding and renewal|current faculty supervision,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:uab:program|reentry05:uab:opportunities|reentry05:uab:funding,stage_02_reentry_05
2.0,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Software Engineering (MASc),Thesis or research master's,Research-intensive 45-credit MASc with a 29-credit thesis in software engineering,official_program_or_department_signal|recognized_institution_record|research_masters_or_scholarship_search,repair_analysis|systems_security|ai_for_se,"The thesis MASc supports software systems research in areas including software quality, security, cloud and distributed systems, and intelligent software engineering.","Applicants may hold a high-standing bachelor's in software engineering, computer science, or a related area; transcript-level equivalency and English requirements remain unverified.","The program says funding is generally available and most students receive awards, teaching assistantships, or research assistantships, but no individual package is guaranteed.",https://www.concordia.ca/academics/graduate/software-engineering-masc.html,https://www.concordia.ca/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and GPA equivalency|English requirement|supervisor requirement and capacity|offer-specific funding and net cost,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:concordia:program|reentry05:concordia:research,stage_02_reentry_05
2.0,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Software Engineering (MASc),Thesis or research master's,Two-year research MASc with a supervised thesis in software engineering,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record,repair_analysis|systems_security|trustworthy_ai,"The program names software quality, software security, software theory, and dependable systems as research directions and culminates in a thesis.","An honours bachelor's in engineering, science, or an equivalent field with at least B+ standing can support application; equivalency, prerequisites, and English treatment remain for Stage 3.","The department's application FAQ says full-time MASc and MSc students receive funding for 20 months, subject to research fit, available support, admission, and offer terms.",https://www.eng.mcmaster.ca/cas/degree-options/software-engineering-masc/,https://www.mcmaster.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|B+ and degree equivalency|English requirement|supervisor match|20-month package amount, fees, and net cost",data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:mcmaster:program|reentry05:mcmaster:funding,stage_02_reentry_05
2.0,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-thesis-based-in-computer-science-software-engineering-specialization,ca:dli:O18886830282,University of Calgary,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,MSc Thesis-based in Computer Science — Software Engineering Specialization,Thesis or research master's,Thesis-based Computer Science MSc with an explicit Software Engineering specialization,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,repair_analysis|systems_security|ai_for_se,"The specialization creates a distinct software-engineering research route within the thesis MSc and supports research on software construction, quality, analysis, and systems.","The calendar lists a four-year computer-science bachelor's, 3.0 GPA over the last two years, and three years of software-industry experience; each condition requires applicant-specific verification.","The department publishes a CAD 24,000 annual minimum for MSc thesis students for two years and an international differential-fee award, but the complete package and net cost remain unverified.",https://calendar.ucalgary.ca/programs/CPSCSEMSCT/admissions-cMwRI,https://www.ucalgary.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|software-industry experience interpretation|last-two-years GPA|degree and English equivalency|supervisor match|funding components and net cost,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:calgary:calendar|reentry05:calgary:admission-funding,stage_02_reentry_05
2.0,ca:dli:O19425660270:program:thesis-or-research-master-s:master-of-applied-science-in-software-systems-engineering,ca:dli:O19425660270,University of Regina,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Master of Applied Science in Software Systems Engineering,Thesis or research master's,Research-based software-systems MASc requiring supervised thesis research,official_program_or_department_signal|recognized_institution_record|research_masters_or_scholarship_search,systems_security|repair_analysis|trustworthy_ai,"The program identifies software systems, cloud and mobile computing, security, AI, and related engineering topics and requires a substantial supervised thesis.","The program accepts relevant engineering or computing preparation, but degree equivalency, GPA, prerequisites, English, and supervisor conditions require Stage 3 verification.","The university lists teaching assistantships, research grants, and scholarships as possible support mechanisms, without a universal program-level guarantee.",https://www.uregina.ca/academics/programs/engineering/masters-phd-software-systems-engineering.html,https://www.uregina.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|degree and prerequisite equivalency|English requirement|supervisor availability|funding award, duration, and net cost",data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:regina:program|reentry05:regina:calendar,stage_02_reentry_05
2.0,ror:01c1w6d29:program:thesis-or-research-master-s:m-sc-international-software-systems-science,ror:01c1w6d29,University of Bamberg,Germany,europe,"European program, supervisor, studentship, or employed-position model; verify by country",M.Sc. International Software Systems Science,Thesis or research master's,English-taught 120-ECTS research-oriented software-systems master's with a final thesis,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,repair_analysis|systems_security|trustworthy_ai,"The curriculum emphasizes software engineering, programming languages, formal analysis, privacy and security, distributed systems, and research preparation through projects and thesis work.","A relevant three-year bachelor's can qualify, but German-grade conversion, 115 subject ECTS, detailed mathematics/programming/systems coverage, B2 English, and possible GRE or GATE conditions need mapping.","The university states the program has no tuition, but semester charges, living costs, and a viable scholarship or employment path remain unresolved.",https://www.uni-bamberg.de/en/ma-isosysc/,https://www.uni-bamberg.de/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|German grade conversion|115-ECTS curriculum mapping|GRE or GATE applicability|English evidence|living-cost funding|thesis supervision,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:bamberg:program|reentry05:bamberg:admission|reentry05:bamberg:reasons,stage_02_reentry_05
2.0,ror:05n911h24:program:thesis-or-research-master-s:m-sc-computer-science,ror:05n911h24,Technische Universität Darmstadt,Germany,europe,"European program, supervisor, studentship, or employed-position model; verify by country",M.Sc. Computer Science,Thesis or research master's,English-taught 120-credit research-oriented Computer Science master's with an independent thesis,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,systems_security|repair_analysis|trustworthy_ai,"The program offers specialization across distributed computing, software and systems, security, AI, and formal foundations and culminates in independent master's research.","A relevant 180-ECTS bachelor's and approximately 60 credits of equivalent computer-science competencies are expected; curriculum equivalency, English C1 evidence, and any entrance examination remain unresolved.","No program-level living-cost funding commitment was established; semester charges, living costs, scholarships, and employment feasibility require Stage 3 verification.",https://www.informatik.tu-darmstadt.de/studium_fb20/im_studium/studiengaenge_liste/computer_science_msc.en.jsp,https://www.tu-darmstadt.de,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|60-credit competency mapping|English C1 evidence|possible entrance examination|living-cost funding|thesis supervision,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv,reentry05:darmstadt:program|reentry05:darmstadt:international,stage_02_reentry_05
