schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:36e49599646c61b64199,ca:dli:O19147986012:program:thesis-or-research-master-s:msc-in-applied-computer-science-and-society-thesis-based,ca:dli:O19147986012,University of Winnipeg,program|research|eligibility|admissions|language|deadline,"Current thesis MSc, four-year degree and 4.5-scale GPA requirements, supervisor requirement, English route, and deadlines.",Applied Computer Science and Society MSc,University of Winnipeg,https://www.uwinnipeg.ca/programs/msc-acs.html,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Page updated 2025-08-25 and checked 2026-09-11,high,official page checked,stage3re10:uwinnipeg:program,
2.0,stage3src:3b520e3c2b271d166624,ca:dli:O19147986012:program:thesis-or-research-master-s:msc-in-applied-computer-science-and-society-thesis-based,ca:dli:O19147986012,University of Winnipeg,fees|admissions,CAD 120 international graduate application fee and limited internal waiver boundary.,Graduate Program Application Fee,University of Winnipeg,https://www.uwinnipeg.ca/graduate-studies/fees/application-fee.html,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current fee checked 2026-09-11,high,official page checked,stage3re10:uwinnipeg:fee,
2.0,stage3src:ee9ef85291a3445c6688,ca:dli:O19147986012:program:thesis-or-research-master-s:msc-in-applied-computer-science-and-society-thesis-based,ca:dli:O19147986012,University of Winnipeg,funding|scholarship,Competitive scholarship route for incoming full-time domestic and international graduate students.,President's Distinguished Graduate Student Scholarship,University of Winnipeg,https://www.uwinnipeg.ca/graduate-studies/funding/presidents-distinguished-gss.html,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current award page checked 2026-09-11,high,official page browser-reviewed; automated retrieval exception,stage3re10:uwinnipeg:scholarship,
2.0,stage3src:80682bec949050903e37,ca:dli:O19220071452:program:thesis-or-research-master-s:master-of-science-in-mathematical-and-computational-sciences,ca:dli:O19220071452,University of Prince Edward Island,funding|fees|health insurance,"Graduate financing mechanisms, additional costs, and explicit statement that funding sources are not guaranteed.",Financing UPEI Graduate Studies,University of Prince Edward Island,https://www.upei.ca/graduate-studies/future-students/financing-graduate-studies,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re10:upei:funding,
2.0,stage3src:9f2330a601593f56ebbb,ca:dli:O19220071452:program:thesis-or-research-master-s:master-of-science-in-mathematical-and-computational-sciences,ca:dli:O19220071452,University of Prince Edward Island,tuition|fees,"Approved 2026-27 MSc installments, international fee installments, and thesis-program deposit.",Tuition and Fees — UPEI Calendar 2026-2027,University of Prince Edward Island,https://calendar.upei.ca/current/chapter/tuition-and-fees-2/,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,2026-27 fees checked 2026-09-11,high,official page checked,stage3re10:upei:tuition,
2.0,stage3src:ba5bd11a14f08da8f0aa,ca:dli:O19220071452:program:thesis-or-research-master-s:master-of-science-in-mathematical-and-computational-sciences,ca:dli:O19220071452,University of Prince Edward Island,program|research|eligibility|admissions|deadline|tuition|fees,"Current thesis MSc, four-year degree and B-grade route, required supervisor, deadlines, tuition, international fee, and deposit.","Master of Science, Mathematical and Computational Sciences",University of Prince Edward Island,https://www.upei.ca/programs/master-science-mathematical-and-computational-sciences,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current recurring cycle checked 2026-09-11,high,official page checked,stage3re10:upei:program,
2.0,stage3src:1dbd493336d60710757b,ca:dli:O19376023352:program:phd:phd-in-computing,ca:dli:O19376023352,Queen’s University,funding|tuition|fees|health insurance,"Guaranteed research-program funding, international PhD minimum, renewal years, and satisfactory-progress condition.",Graduate Finances,Queen's University,https://www.cs.queensu.ca/graduate/finances/,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Funding structure as of February 2026 checked 2026-09-11,high,official page checked,stage3re10:queens:funding,
2.0,stage3src:b27dd70ec0b4f485f51a,ca:dli:O19376023352:program:phd:phd-in-computing,ca:dli:O19376023352,Queen’s University,program|research|eligibility,"Current research PhD, normal master's prerequisite, four-year structure, and supervisor milestones.",Doctor of Philosophy in Computing,Queen's University,https://www.cs.queensu.ca/graduate/phd/,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re10:queens:program,
2.0,stage3src:d1d8a89b0d049d1a8102,ca:dli:O19376023352:program:phd:phd-in-computing,ca:dli:O19376023352,Queen’s University,tuition|fees|health insurance,"2026-27 doctoral tuition, ancillary fees, and UHIP cost baseline.",Graduate Tuition and Fees,Queen's University,https://www.queensu.ca/registrar/tuition-fees/graduate,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,2026-27 fees checked 2026-09-11,high,official page checked,stage3re10:queens:tuition,
2.0,stage3src:e20a03b4eb9a9929030f,ca:dli:O19376023352:program:phd:phd-in-computing,ca:dli:O19376023352,Queen’s University,admissions|eligibility|deadline|language,"Explicit 2027-28 master's and A-standing requirements, January 15 deadline, limited international space, and supervisor-contact process.",Graduate Applicants,Queen's University,https://www.cs.queensu.ca/apply/graduate.php,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Explicit 2027-28 cycle checked 2026-09-11,high,official page checked,stage3re10:queens:admissions,
2.0,stage3src:6c35cbc208baedda034f,ror:012a77v79:program:thesis-or-research-master-s:master-s-programme-in-machine-learning-systems-and-control,ror:012a77v79,Lund University,funding|scholarship|tuition|summer,"Highly selective partial or full tuition scholarship, first-choice rule, and explicit exclusion of living costs.",Lund University Global Scholarship,Lund University,https://www.lunduniversity.lu.se/study/admission-degree-studies/scholarships-and-awards/lund-university-global-scholarship,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current annual scholarship policy checked 2026-09-11,high,official page checked,stage3re10:lund:funding,
2.0,stage3src:71be109590827e416a46,ror:012a77v79:program:thesis-or-research-master-s:master-s-programme-in-machine-learning-systems-and-control,ror:012a77v79,Lund University,program|research|eligibility|language|admissions|deadline|tuition|fees,"Explicit Autumn 2027 program, exact prerequisites, selection, tuition, and application-window boundary.","Machine Learning, Systems and Control — Master's Programme",Lund University,https://www.lunduniversity.lu.se/study/machine-learning-systems-and-control-masters-programme-TAMSR,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Explicit Autumn 2027 cycle checked 2026-09-11,high,official page checked,stage3re10:lund:program,
2.0,stage3src:1a5e25e6b4ccff1421f2,ror:036x5ad56:program:thesis-or-research-master-s:master-in-information-and-computer-sciences,ror:036x5ad56,University of Luxembourg,program|research,"Current 120-ECTS English research-oriented master's, research involvement, and thesis route.",Master in Information and Computer Sciences,University of Luxembourg,https://www.uni.lu/fstm-en/study-programs/master-in-information-and-computer-sciences/,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page browser-reviewed; automated retrieval exception,stage3re10:luxembourg:program,
2.0,stage3src:860bf82a58d53e0ed3de,ror:036x5ad56:program:thesis-or-research-master-s:master-in-information-and-computer-sciences,ror:036x5ad56,University of Luxembourg,admissions|eligibility|language|deadline|fees|tuition,"Degree, B2 English, prerequisite, selection, current deadlines, semester fee, and scholarship link.",Apply to the Master in Information and Computer Sciences,University of Luxembourg,https://www.uni.lu/fstm-en/study-programs/master-in-information-and-computer-sciences/admissions/,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Latest labeled 2026-27 cycle checked 2026-09-11,high,official page checked,stage3re10:luxembourg:admissions,
2.0,stage3src:8645e54e2db352ec0912,ror:036x5ad56:program:thesis-or-research-master-s:master-in-information-and-computer-sciences,ror:036x5ad56,University of Luxembourg,funding|scholarship|tuition|summer,"Limited Guillaume Dupaix award value, one-year duration, accommodation component, and no tuition waiver.",Guillaume Dupaix International Scholarship,University of Luxembourg,https://www.uni.lu/life-en/financial-support/scholarships/guillaume-dupaix-international-scholarship/,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Current award page checked 2026-09-11,high,official page browser-reviewed; automated retrieval exception,stage3re10:luxembourg:funding,
2.0,stage3src:1073f85f933446bd51d6,ror:048a87296:program:thesis-or-research-master-s:master-s-programme-in-computer-science,ror:048a87296,Uppsala University,program|research|eligibility|language|tuition|deadline,"Current 120-credit English MSc, exact subject prerequisites, selection, tuition, and latest program deadline.",Master's Programme in Computer Science,Uppsala University,https://www.uu.se/en/study/programme/masters-programme-computer-science,data/raw/pass2/stage_03_reentry_10.json,official web page,official,2026-09-11,Autumn 2026 program page checked 2026-09-11,high,official page checked,stage3re10:uppsala:program,
