schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry16:fau-cs:program,us:ipeds:133669,Doctor of Philosophy with Major in Computer Science,official_program_or_department_signal,exact doctorate and departmental research structure,Ph.D. Programs,Florida Atlantic University,https://www.fau.edu/engineering/eecs/graduate/phd/,2026-09-11,Official EECS page confirms doctoral programs including Computer Science and identifies dissertation-oriented graduate study within the department.,"The page does not establish admission, applicant equivalency, a willing advisor, or an individual funding award."
2.0,reentry16:fau-cs:funding,us:ipeds:133669,Doctor of Philosophy with Major in Computer Science,research_masters_or_scholarship_search,doctoral assistantship coverage and contingency,Ph.D. Funding,Florida Atlantic University,https://www.fau.edu/engineering/graduate/phd-funding/,2026-09-11,"Official college page states that traditional PhD students are supported through TA or RA positions carrying a stipend, tuition waiver, and health insurance.","Support depends on available positions and advisor arrangements; amount, duration, fees, summer coverage, and Fall 2027 availability require verification."
2.0,reentry16:nmt-cs:program,us:ipeds:187967,Doctor of Philosophy in Computer Science,official_program_or_department_signal,"exact doctorate, post-baccalaureate route, dissertation, and research breadth",Computer Science Graduate Program,New Mexico Institute of Mining and Technology,https://www.nmt.edu/academics/compsci/graduate.php,2026-09-11,"Official department page confirms the Computer Science PhD, a 60-credit post-baccalaureate structure, dissertation research, and areas spanning software engineering, programming languages, security, privacy, cloud, and distributed systems.","Published structure does not establish applicant equivalency, admission, supervision, or funding."
2.0,reentry16:nmt-cs:funding,us:ipeds:187967,Doctor of Philosophy in Computer Science,research_masters_or_scholarship_search,graduate assistantship and fellowship mechanisms,Graduate Funding,New Mexico Institute of Mining and Technology,https://www.nmt.edu/gradstudies/funding.php,2026-09-11,"Official graduate-studies page describes assistantships, fellowships, scholarships, and international-student funding opportunities.","The page does not guarantee an award or establish stipend, tuition, fee, insurance, duration, or net-support sufficiency for this route."
2.0,reentry16:siu-cs:program,us:ipeds:149222,"Computer Science, Doctor of Philosophy",official_program_or_department_signal,"exact doctorate, dissertation route, and assistantship signal",Computer Science Doctoral Program,Southern Illinois University-Carbondale,https://academics.siu.edu/computing-and-technology/computer-science/doctoral/,2026-09-11,Official program page confirms the Computer Science doctorate and states that many qualified students receive assistantships carrying stipends and tuition waivers.,"The page does not guarantee admission, an advisor, or an assistantship, and it does not fully specify net coverage or duration."
2.0,reentry16:siu-cs:research,us:ipeds:149222,"Computer Science, Doctor of Philosophy",current_faculty_topic_signal,"current privacy, AI, security, and computing research signal",School of Computing News,Southern Illinois University-Carbondale,https://soc.siu.edu/news/,2026-09-11,Official school news records current work and recognition involving privacy-preserving AI and computing research relevant to trustworthy and secure systems.,"News and research activity do not establish faculty recruiting, supervision capacity, admission, or funding."
2.0,reentry16:wichita-eecs:catalog,us:ipeds:156125,PhD in Electrical Engineering and Computer Science,official_program_or_department_signal,"exact doctorate, computer science track, bachelor's-entry condition, and dissertation",PhD in Electrical Engineering and Computer Science,Wichita State University,https://catalog.wichita.edu/graduate/engineering/electrical-computer-engineering/phd-in-eecs/,2026-09-11,"The official 2026-27 catalog confirms the EECS PhD, its computer science track and dissertation, and a conditional bachelor's-entry route requiring faculty willingness.","The exceptional-entry standard, applicant equivalency, advisor capacity, and admission remain unresolved."
2.0,reentry16:wichita-eecs:funding,us:ipeds:156125,PhD in Electrical Engineering and Computer Science,research_masters_or_scholarship_search,graduate assistantship stipend and tuition-waiver mechanism,Graduate Assistantships,Wichita State University,https://www.wichita.edu/academics/graduate_school/assistantships.php,2026-09-11,Official Graduate School page describes assistantship appointments and tuition waivers of up to 100 percent.,"Appointments are competitive and semester-based; fees, insurance, stipend sufficiency, renewal, summer coverage, and program allocation remain unresolved."
2.0,reentry16:mtu-cs:program,us:ipeds:171128,"Computer Science, PhD",official_program_or_department_signal,"exact doctorate, BS-to-PhD structure, dissertation, and research breadth","Computer Science MS, PhD Programs",Michigan Technological University,https://www.mtu.edu/gradschool/programs/degrees/computer-science/,2026-09-11,"Official Graduate School page confirms the on-campus Computer Science PhD, a 60-credit BS-to-PhD path, examinations and dissertation, and research spanning software engineering, cybersecurity, cloud, and distributed systems.","Program structure does not establish applicant equivalency, admission, advisor capacity, or funding."
2.0,reentry16:mtu-cs:stipends,us:ipeds:171128,"Computer Science, PhD",research_masters_or_scholarship_search,current doctoral assistantship minimum stipend schedule,Minimum Stipend Rates,Michigan Technological University,https://www.mtu.edu/gradschool/financial/assistantships/stipends/,2026-09-11,"Official Graduate School page publishes 2026-27 minimum stipend rates, including a category for PhD students lacking an MS degree.","A rate schedule does not establish an appointment, tuition coverage, fees, insurance, duration, summer support, or net affordability."
