schema_version,program_id,institution_id,institution_name,country,region,regional_admissions_model,program_name,degree_type,relevant_degree_route,discovery_paths,research_topic_clusters,exact_research_fit_signal,preliminary_international_eligibility,preliminary_funding_signal,official_program_url,official_institution_url,evidence_confidence,affiliation_normalization_status,seed_adjacency,funnel_status,proposed_next_action,exclusion_reason,unresolved_fields,source_record_paths,source_ids,reentry_id
2.0,us:ipeds:104151:program:phd:computer-science-phd,us:ipeds:104151,Arizona State University Campus Immersion,United States,us,US program or committee admission; faculty role requires program-specific verification,"Computer Science, PhD",PhD,"Research-intensive computer science doctorate with advanced coursework, original research, comprehensive milestones, and dissertation",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,distributed_systems|systems_security|ai_for_se|software_quality,"The current ASU doctorate names distributed computing, consensus protocols, networking, operating systems, cybersecurity, artificial intelligence, and machine learning as research areas.","The current route permits exceptional direct admission from a bachelor's degree and publishes a 3.50 last-60-hour GPA threshold; the applicant's official last-60-hour calculation, prerequisites, English evidence, and Fall 2027 review remain for Stage 3.","ASU documents doctoral teaching and research assistantships, but only a limited number of students receive written funding offers before entry and an unfunded admit remains possible.",https://degrees.asu.edu/masters-phd/major/ASU00/ESCOMSCPHD/computer-science-phd/,https://www.asu.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"official last-60-hour GPA calculation|course prerequisites|English evidence|Fall 2027 cycle|advisor capacity|written assistantship offer|tuition, fees, insurance, summer support, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:asu-cs:program|reentry18:asu-cs:funding,stage_02_reentry_18
2.0,us:ipeds:209807:program:phd:doctoral-degree-in-computer-science-ph-d,us:ipeds:209807,Portland State University,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctoral Degree in Computer Science (Ph.D.),PhD,"Bachelor's-entry computer science doctorate with breadth coursework, research proficiency examination, dissertation proposal, original research, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|formal_verification,"The current curriculum includes languages and programming, systems and security, data and AI, programming-language semantics, and dissertation research under research-active faculty.","The 2026-27 handbook permits bachelor's entry with a four-year degree, adequate CS background, 3.0 minimum GPA, and English evidence; transcript mapping and Fall 2027 details remain for Stage 3.","The current handbook identifies a December 15 priority deadline for one year of guaranteed funding consideration, while department assistantships provide tuition and fee remission plus a stipend when awarded.",https://web.cs.pdx.edu/phd-doctoral-degree-in-cs/,https://www.pdx.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 deadline|transcript and prerequisite mapping|English evidence|advisor capacity|guaranteed-funding offer|funding after year one|summer support, insurance, and net cost",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:portland-cs:program|reentry18:portland-cs:handbook,stage_02_reentry_18
2.0,us:ipeds:194824:program:phd:ph-d-in-computer-science,us:ipeds:194824,Rensselaer Polytechnic Institute,United States,us,US program or committee admission; faculty role requires program-specific verification,Ph.D. in Computer Science,PhD,"Bachelor's- or master's-entry computer science doctorate with independent research, qualifying and candidacy examinations, dissertation, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,"RPI's doctorate emphasizes original independent computer-science research and current work spanning secure and trustworthy systems, data, AI, and software-intensive computing.","The official program permits admission with or without an MS and evaluates strong CS preparation and research potential; exact transcript, English, and Fall 2027 requirements remain for Stage 3.",The department states that most CS graduate students receive tuition-and-stipend assistantships guaranteeing funding for the duration of PhD studies; the institute publishes 2026-27 academic-year and summer minimum stipends.,https://compsci.rpi.edu/programs/phd-computer-science,https://www.rpi.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|credential and prerequisite mapping|English evidence|advisor capacity|whether an admission offer includes guaranteed support|fees, insurance, conditions, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:rpi-cs:program|reentry18:rpi-cs:funding,stage_02_reentry_18
2.0,us:ipeds:228246:program:phd:ph-d-in-computer-science,us:ipeds:228246,Southern Methodist University,United States,us,US program or committee admission; faculty role requires program-specific verification,Ph.D. in Computer Science,PhD,"Bachelor's-entry computer science doctorate with coursework, qualifying examination, thesis proposal, dissertation research, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,"SMU's current doctorate is a dissertation route in computer science, with department research spanning software engineering, systems, security, and artificial intelligence.","The catalog permits direct entry from a bachelor's degree in computer science or a related field; exact prerequisites, GPA review, English evidence, and Fall 2027 deadlines remain for Stage 3.","SMU publishes competitive university and Moody fellowships with tuition waiver, health insurance, and up to five years of stipend support, but department-specific award prevalence is unresolved.",https://www.smu.edu/lyle/departments/cs/doctoral-programs,https://www.smu.edu,medium,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|credential and prerequisite review|English evidence|advisor capacity|department funding prevalence|individual fellowship or assistantship award|summer, fees, insurance, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:smu-cs:program|reentry18:smu-cs:funding,stage_02_reentry_18
2.0,us:ipeds:228723:program:phd:doctor-of-philosophy-in-computer-science,us:ipeds:228723,Texas A&M University-College Station,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctor of Philosophy in Computer Science,PhD,"Bachelor's- or master's-entry computer science doctorate with breadth requirements, supervised research, advisory committee, dissertation, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,"The doctorate includes a software breadth area, systems coursework, at least 18 research credits, and more than twenty departmental research areas.","The 96-credit route supports entry without a prior master's degree; exact credential, prerequisite, English, and Fall 2027 admissions rules remain for Stage 3.","CSE states that PhD students are considered for scholarships and assistantships; assistantships within CSE pay resident tuition, required fees, and part of health coverage, but an award is not guaranteed.",https://engineering.tamu.edu/cse/academics/degrees/graduate/phd-cs.html,https://www.tamu.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|credential and prerequisite equivalency|English evidence|advisor capacity|assistantship selection|nonresident tuition treatment|stipend, summer, insurance, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:tamu-cs:program|reentry18:tamu-cs:funding,stage_02_reentry_18
2.0,us:ipeds:131520:program:phd:computer-science-ph-d,us:ipeds:131520,Howard University,United States,us,US program or committee admission; faculty role requires program-specific verification,Computer Science (Ph.D.),PhD,"Computer science research doctorate with specialization, qualifying requirements, original dissertation research, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,"Howard names software engineering, cybersecurity, algorithms and machine learning, data communications, and computer systems among the current doctoral specializations.","The official Fall 2027 page welcomes computing and related backgrounds and publishes international application requirements; exact transcript, English, and prerequisite review remain for Stage 3.","Eligible PhD applicants can compete for Graduate School assistantships by the November 15, 2026 early deadline, and department research or teaching assistantships may also be available.",https://gs.howard.edu/index.php/computer-science-phd,https://www.howard.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"credential and prerequisite mapping|English evidence|assistantship application requirements|department funding availability|advisor capacity|tuition, stipend, duration, summer, fees, insurance, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:howard-cs:program|reentry18:howard-cs:funding,stage_02_reentry_18
2.0,ca:dli:O18781994282:program:thesis-or-research-master-s:master-of-applied-science-in-engineering-science,ca:dli:O18781994282,Simon Fraser University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Master of Applied Science in Engineering Science,Thesis or research master's,"Two-year engineering science research master's centered on supervised exploratory research, coursework, thesis, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,distributed_systems|systems_security|software_quality|ai_for_se,"The MASc is explicitly research-based and supports computer engineering, networks, systems, and computing research through a supervisor-led thesis.","Applicants need a related bachelor's degree, adequate academic standing, English evidence, and a supervisor commitment before admission; exact equivalency and Fall 2027 dates remain for Stage 3.","The school states that thesis MASc students receive support through supervisors, teaching assistantships, awards, and fellowships and that research funding lasts two years, but the exact admission package is offer-specific.",https://www.sfu.ca/fas/study/future-graduates/programs/master-applied-science.html,https://www.sfu.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|degree and subject equivalency|English evidence|supervisor commitment and capacity|minimum package value|international tuition, fees, insurance, living costs, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:sfu-ensc-masc:program|reentry18:sfu-ensc-masc:funding,stage_02_reentry_18
2.0,ca:dli:O19359011007:program:thesis-or-research-master-s:electrical-and-computer-engineering-masc,ca:dli:O19359011007,Concordia University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Electrical and Computer Engineering (MASc),Thesis or research master's,"Two-year electrical and computer engineering research master's with research methods, advanced coursework, supervised thesis, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|systems_security|distributed_systems|ai_for_se,"The thesis MASc covers computer and software systems research and sits in a faculty with active secure-software, systems, networking, and AI research.","The program publishes a related-degree route and international deadlines; exact degree and course equivalency, GPA mapping, English evidence, and supervisor status remain for Stage 3.","Concordia states that funding packages are generally available for thesis programs and that awards and assistantships are offered at admission to most students, with automatic entrance-award consideration.",https://www.concordia.ca/academics/graduate/electrical-engineering-masc.html,https://www.concordia.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|degree and course equivalency|English evidence|supervisor capacity|package amount and duration|international tuition and fees|insurance, living costs, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:concordia-ece-masc:program|reentry18:concordia-ece-masc:funding,stage_02_reentry_18
2.0,ca:dli:O19315945002:program:thesis-or-research-master-s:electrical-and-computer-engineering-masc,ca:dli:O19315945002,Ontario Tech University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Electrical and Computer Engineering (MASc),Thesis or research master's,"Two-year electrical and computer engineering research master's with coursework, seminar, supervised original research, thesis, and defense",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|distributed_systems|systems_security|ai_for_se,"The current MASc includes a Software Systems field plus software engineering and systems modelling, mobile and service computing, distributed control, embedded systems, security, and privacy research.","The route requires an equivalent four-year relevant engineering degree, B standing with B+ preferred, English evidence, and a supervisor; the applicant's CS-to-engineering equivalency requires Stage 3 determination.","Full-time research applicants are automatically considered for entrance awards, minimum funding packages, and teaching or research assistantships, but the current international minimum and offer terms are unresolved.",https://gradstudies.ontariotechu.ca/future_students/programs/masters_programs/electrical_and_computer_engineering/index.php,https://ontariotechu.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"CS degree equivalency to relevant engineering|Fall 2027 cycle|English evidence|supervisor commitment|international minimum package|tuition, fees, insurance, living costs, and net funding",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:ontario-tech-ece-masc:program|reentry18:ontario-tech-ece-masc:funding,stage_02_reentry_18
2.0,ror:0208vgz68:program:thesis-or-research-master-s:erasmus-mundus-joint-master-s-programme-software-engineers-for-green-deal-se4gd,ror:0208vgz68,Lappeenranta-Lahti University of Technology,Finland,europe,"European program, supervisor, studentship, or employed-position model; verify by country",Erasmus Mundus Joint Master's Programme Software Engineers for Green Deal (SE4GD+),Thesis or research master's,"Two-year 120-ECTS joint software-engineering master's with compulsory mobility, advanced specialization, research work, and master's thesis",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|ai_for_se|distributed_systems|formal_verification,"The current SE4GD+ curriculum centers resilient, high-quality, maintainable software, requirements, architecture, measurement, evaluation, and sustainable software-engineering research.","The joint route accepts international bachelor's graduates through a competitive consortium process; exact computing-credit, English, document, and 2027 intake rules remain for Stage 3.","The Erasmus Mundus framework permits full scholarships for top-ranked students, but the current SE4GD+ cohort's scholarship call, award count, and applicant coverage are not yet verified.",https://www.lut.fi/en/studies/tekniikka/erasmus-mundus-masters-programme-software-engineers-green-deal,https://www.lut.fi,medium,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"2027 intake and application window|exact bachelor's-credit eligibility|English evidence|scholarship availability and selection|participation fee|travel, visa, insurance, living costs, and net funding|thesis allocation and supervision",data/processed/pass2/stage_02_reentry_18_candidates.csv|data/processed/pass2/stage_02_reentry_18_sources.csv,reentry18:se4gd-plus:program|reentry18:se4gd-plus:curriculum,stage_02_reentry_18
