schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:23851aed6ed8882bb1b5,ca:dli:O19091528512:program:phd:phd-in-computer-science,ca:dli:O19091528512,University of Manitoba,program|admissions|eligibility|language|deadline,"Current Computer Science PhD, normal master's entry, GPA, international deadline, supervisor requirement, thesis, and duration.",Computer Science PhD,University of Manitoba Faculty of Graduate Studies,https://umanitoba.ca/graduate-studies/admissions/programs-of-study/computer-science-phd,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re04:manitoba:program,
2.0,stage3src:541308c570fd7ef75690,ca:dli:O19091528512:program:phd:phd-in-computer-science,ca:dli:O19091528512,University of Manitoba,admissions|eligibility,General doctoral regulations permit exceptional direct admission from an honours bachelor's on departmental recommendation.,Doctor of Philosophy General Regulations,University of Manitoba Graduate Academic Calendar,https://catalog.umanitoba.ca/graduate-studies/academic-guide/doctor-philosophy-general-regulations/,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current regulations checked 2026-09-10,high,official page checked,stage3re04:manitoba:direct-entry,
2.0,stage3src:bc67bb93b70213f97e30,ca:dli:O19091528512:program:phd:phd-in-computer-science,ca:dli:O19091528512,University of Manitoba,admissions|eligibility,A confirmed supervisor endorsement is required and unsupported applications are not considered.,Computer Science Graduate Programs Application Information,University of Manitoba Faculty of Science,https://umanitoba.ca/science/computer-science/graduate-programs-application-info,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re04:manitoba:supervisor,
2.0,stage3src:ef78adb70ad3926719c1,ca:dli:O19091528512:program:phd:phd-in-computer-science,ca:dli:O19091528512,University of Manitoba,funding|fees,"Minimum CAD 23,000 annual PhD funding for four years subject to satisfactory progress and international fellowship consideration.",Computer Science Financial Aid and Awards,University of Manitoba Faculty of Science,https://umanitoba.ca/science/student-experience/financial-aid-awards/computer-science,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re04:manitoba:funding,
2.0,stage3src:018715163910b73f9a19,ca:dli:O19283889692:program:thesis-or-research-master-s:msc-in-computer-science-thesis-option,ca:dli:O19283889692,University of Northern British Columbia,funding,Research-intensive entrants receive automatic merit consideration for entrance scholarships without a universal award guarantee.,Entrance Scholarship Programs,University of Northern British Columbia,https://www.unbc.ca/graduate-administration/gradready/entrance-scholarship-programs,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re04:unbc:funding,
2.0,stage3src:364dc2dee603266fbb2d,ca:dli:O19283889692:program:thesis-or-research-master-s:msc-in-computer-science-thesis-option,ca:dli:O19283889692,University of Northern British Columbia,admissions|eligibility|language,"Competitive graduate review, application requirements, and thesis supervision constraints.",Graduate Application Requirements,University of Northern British Columbia,https://www.unbc.ca/programs-and-admissions/graduate/graduate-application-requirements,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re04:unbc:admissions,
2.0,stage3src:73a037f00f7976e36d35,ca:dli:O19283889692:program:thesis-or-research-master-s:msc-in-computer-science-thesis-option,ca:dli:O19283889692,University of Northern British Columbia,program|eligibility,"Current MSc Computer Science thesis option, original research, thesis, supervision, and program structure.",Computer Science MSc Program,University of Northern British Columbia Graduate Calendar,https://www.unbc.ca/calendar/graduate/computer-science-msc-program,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current calendar checked 2026-09-10,high,official page checked,stage3re04:unbc:program,
2.0,stage3src:f3286e8fb43dafc23f5a,ca:dli:O19283889692:program:thesis-or-research-master-s:msc-in-computer-science-thesis-option,ca:dli:O19283889692,University of Northern British Columbia,admissions|deadline,MSc Computer Science recurring Fall first and international second deadlines.,Graduate Application Intakes and Deadlines,University of Northern British Columbia,https://www.unbc.ca/programs-and-admissions/graduate/graduate-application-intakes-and-deadlines,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current recurring intakes checked 2026-09-10,high,official page checked,stage3re04:unbc:deadlines,
2.0,stage3src:1aec00407c8702e32ded,ror:02crff812:program:thesis-or-research-master-s:msc-in-informatics-software-systems,ror:02crff812,University of Zurich,program,Current Software Systems MSc in Informatics route.,Software Systems Master's Program,University of Zurich,https://www.uzh.ch/en/studies/programs/master/software_systems.html,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re04:uzh:program,
2.0,stage3src:2cd0604a087a07147732,ror:02crff812:program:thesis-or-research-master-s:msc-in-informatics-software-systems,ror:02crff812,University of Zurich,program|eligibility,Informatics master's structure includes a 90-ECTS major and 30-ECTS thesis.,Master's Program in Informatics,University of Zurich Department of Informatics,https://www.ifi.uzh.ch/en/studies/msc.html,data/raw/pass2/stage_03_reentry_04.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re04:uzh:structure,
