schema_version,program_id,institution_id,institution_name,country,region,regional_admissions_model,program_name,degree_type,relevant_degree_route,discovery_paths,research_topic_clusters,exact_research_fit_signal,preliminary_international_eligibility,preliminary_funding_signal,official_program_url,official_institution_url,evidence_confidence,affiliation_normalization_status,seed_adjacency,funnel_status,proposed_next_action,exclusion_reason,unresolved_fields,source_record_paths,source_ids,reentry_id
2.0,us:ipeds:196079:program:phd:phd-in-computer-science,us:ipeds:196079,Binghamton University,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,"Computer science research doctorate with advanced study, faculty-directed research, and dissertation",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,software_quality|distributed_systems|systems_security,"The doctoral route covers software engineering, systems, security, and related computer-science research with faculty-directed dissertation work.","Computer-science preparation is expected and the department commonly describes master's preparation or faculty support; direct entry, transcript mapping, and English evidence require Stage 3 review.","The department reports substantial teaching- and research-assistantship activity and university scholarship mechanisms, but no applicant-specific or universal award.",https://www.binghamton.edu/apps/academics/program/gd/computer-science,https://www.binghamton.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|direct-entry and degree-preparation rule|transcript and prerequisite mapping|English evidence|assistantship award and duration|fees and insurance|current supervisor capacity,data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:binghamton-cs:program|reentry11:binghamton-cs:graduate,stage_02_reentry_11
2.0,us:ipeds:160658:program:phd:phd-in-applied-computing-and-information-sciences,us:ipeds:160658,University of Louisiana at Lafayette,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Applied Computing and Information Sciences,PhD,"Interdisciplinary computing research doctorate with direct bachelor's entry, research specialization, and dissertation",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,ai_for_se|systems_security|software_quality,"The program includes artificial intelligence, cybersecurity, human-centered systems, and applied computing research, with nearby software and trusted-computing laboratory signals.","The official route allows 66 graduate credits beyond a bachelor's degree; transcript preparation, English evidence, and the Fall 2027 cycle require Stage 3 verification.","Competitive doctoral fellowships and assistantships can include stipends and tuition or fee benefits, but no award or complete net-cost package is established.",https://louisiana.edu/graduateschool/majors-minors/applied-computing-and-information-sciences-phd,https://louisiana.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|bachelor's preparation and transcript mapping|English evidence|fellowship or assistantship selection|support duration and summer coverage|remaining fees and insurance|current supervisor capacity,data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:ull-acis:program|reentry11:ull-acis:fellowships,stage_02_reentry_11
2.0,us:ipeds:180461:program:phd:computer-science-phd,us:ipeds:180461,Montana State University,United States,us,US program or committee admission; faculty role requires program-specific verification,Computer Science PhD,PhD,"Computer science research doctorate with advanced coursework, qualifying milestones, and dissertation",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record,software_quality|ai_for_se|distributed_systems,"The department's doctoral and graduate materials connect the route to software, artificial intelligence, systems, and laboratory research.",Applicants may hold a bachelor's or master's degree in computer science or a related area and normally need a 3.30 recent-coursework GPA; transcript and English mapping remain unresolved.,"Incoming PhD students are typically supported first through teaching and later research appointments, but appointment, renewal, and full net coverage are not guaranteed.",https://www.cs.montana.edu/phd-degree.html,https://www.montana.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|3.30 recent-coursework GPA calculation|related-degree and prerequisite mapping|English evidence|assistantship offer and renewal|fees, insurance, and summer coverage|current supervisor capacity",data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:montana-cs:program|reentry11:montana-cs:graduate,stage_02_reentry_11
2.0,us:ipeds:221847:program:phd:computer-science-phd,us:ipeds:221847,Tennessee Technological University,United States,us,US program or committee admission; faculty role requires program-specific verification,Computer Science PhD,PhD,Computer science research doctorate with a direct BS-to-PhD pathway and dissertation,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,ai_for_se|systems_security|distributed_systems,"The doctorate supports research in artificial intelligence, cybersecurity, high-performance computing, and related computer-science systems areas.","The department publishes a BS-to-PhD pathway; degree preparation, transcript requirements, English evidence, and the Fall 2027 cycle require Stage 3 review.","Competitive teaching and research assistantships provide stipends and tuition or some-fee benefits, with a material summer-support limitation for teaching appointments.",https://www.tntech.edu/engineering/programs/csc/ph.d-program.php,https://www.tntech.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|BS-to-PhD course and GPA mapping|English evidence|assistantship selection and renewal|summer funding|remaining fees and insurance|current supervisor capacity,data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:tntech-cs:program|reentry11:tntech-cs:assistantships,stage_02_reentry_11
2.0,us:ipeds:220862:program:phd:phd-in-computer-science,us:ipeds:220862,University of Memphis,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,"Computer science research doctorate with advanced study, original research, and dissertation",official_program_or_department_signal|current_faculty_topic_signal|recognized_institution_record|lab_or_center_signal,software_quality|ai_for_se|systems_security,"Department research includes the Systems Testing Excellence Program alongside cybersecurity, artificial intelligence, data, and systems work.",The department describes four-year computer-science degree preparation or prerequisite remediation and published GPA expectations; transcript and English review remain applicant-specific.,"The department says most doctoral students receive support, but the mechanism is not a universal award and package terms are not fully specified.",https://www.memphis.edu/cs/programs/phd_computer_science.php,https://www.memphis.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|four-year degree and prerequisite mapping|GPA interpretation|English evidence|assistantship offer and duration|tuition, fees, insurance, and summer support|current supervisor capacity",data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:memphis-cs:program|reentry11:memphis-cs:graduate,stage_02_reentry_11
2.0,us:ipeds:240727:program:phd:phd-in-computer-science,us:ipeds:240727,University of Wyoming,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,"Computer science research doctorate with advanced study, qualifying milestones, and dissertation",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,formal_verification|systems_security|distributed_systems,"The program identifies formal verification and theorem proving, distributed computing, cybersecurity, and artificial intelligence as research strengths.",The degree page describes bachelor's-level entry while departmental admissions language appears more restrictive for direct admission; Stage 3 must resolve the conflict and map the transcript.,"The university reports stipend and tuition or fee-waiver support for many qualified students, but appointment level, duration, summer coverage, and remaining costs are unresolved.",https://www.uwyo.edu/uw/degree-programs/computer-science-ms-phd.html,https://www.uwyo.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"Fall 2027 cycle|conflicting direct-entry language|degree and course mapping|English evidence|assistantship appointment and duration|fees, insurance, and summer support|current supervisor capacity",data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:wyoming-cs:program|reentry11:wyoming-cs:admissions,stage_02_reentry_11
2.0,ca:dli:O19395164223:program:thesis-or-research-master-s:msc-in-applied-modelling-and-quantitative-methods-thesis-stream,ca:dli:O19395164223,Trent University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,MSc in Applied Modelling and Quantitative Methods — Thesis Stream,Thesis or research master's,Two-year interdisciplinary research master's with supervisor-guided modelling work and thesis,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record,ai_for_se|data_systems|cyber_physical_systems,"The thesis stream combines computer science, mathematics, statistics, computational methods, and independent research applicable to data-intensive software systems.","An honours degree, B+ standing, quantitative and programming preparation, and an identified supervisor are expected; degree equivalency and course mapping require Stage 3.","Eligible full-time research master's students receive a published annual funding package, while international tuition offsets, eligibility, and final net cost remain unresolved.",https://www.trentu.ca/graduatestudies/program/applied-modelling-quantitative-methods-ma-or-msc/thesis-stream,https://www.trentu.ca,high,canonical institution registry match,TerraProbe-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|honours-degree equivalency|B+ and course mapping|English evidence|willing supervisor|funding eligibility and duration|international tuition and net cost,data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:trent-amqm:program|reentry11:trent-amqm:funding,stage_02_reentry_11
2.0,ca:dli:O19305471522:program:thesis-or-research-master-s:masc-in-systems-design-engineering,ca:dli:O19305471522,University of Waterloo,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,MASc in Systems Design Engineering,Thesis or research master's,Two-year engineering research master's with supervisor-guided study and thesis,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record,cyber_physical_systems|ai_for_se|distributed_systems,The MASc emphasizes systems modelling and design across computational and physical systems and requires an original thesis under a research supervisor.,"A relevant engineering degree, mathematics preparation, minimum standing, English evidence, and a confirmed supervisor are required; exact equivalency remains for Stage 3.","The department publishes guaranteed minimum support for incoming full-time MASc students, but international tuition, deductions, award composition, and living-cost sufficiency need verification.",https://uwaterloo.ca/future-graduate-students/programs/by-faculty/engineering/systems-design-engineering-master-applied-science-masc,https://uwaterloo.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|engineering-degree equivalency|mathematics and GPA mapping|English evidence|confirmed supervisor|funding composition and deductions|international tuition and net cost,data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:waterloo-syde:program|reentry11:waterloo-syde:funding,stage_02_reentry_11
2.0,ca:dli:O19359011007:program:thesis-or-research-master-s:cybersecurity-engineering-masc,ca:dli:O19359011007,Concordia University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Cybersecurity Engineering (MASc),Thesis or research master's,Two-year cybersecurity engineering research master's with applied research and thesis,official_program_or_department_signal|lab_or_center_signal|recognized_institution_record,systems_security|software_quality|formal_verification,"The MASc targets secure real-world information systems through security engineering, cryptography, operating-system and network security, applied research, and thesis work.","Relevant computer science, software, computer, or electrical engineering degrees are listed; transcript, GPA, prerequisite, and English mapping remain Stage 3 work.","The program states that advisor support and funding packages are generally available to thesis students, but no amount, duration, guarantee, or international net package is established.",https://www.concordia.ca/academics/graduate/cybersecurity-engineering-masc.html,https://www.concordia.ca,high,canonical institution registry match,Evidex-adjacent|TerraProbe-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite mapping|GPA interpretation|English evidence|willing research advisor|funding amount and duration|international tuition and net cost,data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:concordia-cyber:program|reentry11:concordia-cyber:labs,stage_02_reentry_11
2.0,ror:03ad39j10:program:thesis-or-research-master-s:master-s-degree-in-computer-science,ror:03ad39j10,University of Pisa,Italy,europe,"European program, supervisor, studentship, or employed-position model; verify by country",Master's Degree in Computer Science,Thesis or research master's,Two-year English-taught computer science master's with a Foundations of Software curriculum and dissertation,official_program_or_department_signal|research_masters_or_scholarship_search|european_registry_followup,formal_verification|software_quality|distributed_systems,"The Foundations of Software curriculum includes program analysis, software-verification laboratory and principles, advanced software topics, and a substantial final dissertation.","A foreign bachelor's degree is evaluated against published computer-science, computer-engineering, mathematics, and English requirements; course-by-course mapping remains for Stage 3.","The current DSU route is open across nationalities and can include tuition exemption, accommodation or rent support, meals, and cash support, but it is means- and merit-tested and annual.",https://www.unipi.it/en/education/courses/master-degree/computer-science-wif-lm-en/,https://www.unipi.it/en/,high,canonical institution registry match,Evidex-adjacent|TerraProbe-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|foreign-degree and 72-credit mapping|B2 English evidence|pre-enrolment and visa documents|DSU income-document eligibility|scholarship selection and renewal|residual living costs,data/processed/pass2/stage_02_reentry_11_candidates.csv|data/processed/pass2/stage_02_reentry_11_sources.csv,reentry11:pisa-cs:program|reentry11:pisa-cs:dsu,stage_02_reentry_11
