schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:37f895152248e6a0d513,ca:dli:O19330231062:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19330231062,University of British Columbia,funding|conditions|international,Majority of MASc and PhD students without major scholarships receive supervisor RAs; RA eligibility covers all research students.,"Scholarships, Awards + Funding",UBC Engineering,https://engineering.ubc.ca/admissions/graduate/scholarships-awards-funding,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,Current funding page checked 2026-09-11,high,official page checked,stage3re17:ubc:funding,
2.0,stage3src:8fa097d96c8cb1f2da81,ca:dli:O19330231062:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19330231062,University of British Columbia,program|admissions|eligibility|deadline|faculty,"ECE MASc program, closely related degree and first-class preference, September 2027 opening, award timing, and faculty exploration.",Master of Applied Science,University of British Columbia ECE,https://ece.ubc.ca/graduate/programs/master-applied-science/,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,September 2027 intake,high,official page checked,stage3re17:ubc:department,
2.0,stage3src:95a250c8ca568e0ac8b6,ca:dli:O19330231062:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19330231062,University of British Columbia,fees|admissions,"September 2027 international fee, per-program and intake fee rule, and narrow waiver criteria.",Online Application and Fee,University of British Columbia Graduate School,https://www.grad.ubc.ca/prospective-students/application-admission/online-application-fee,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,September 2027 to August 2028,high,official page checked,stage3re17:ubc:fee,
2.0,stage3src:d8ec8a702b6675a32cd5,ca:dli:O19330231062:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19330231062,University of British Columbia,program|research|admissions|eligibility|gpa|language|deadline|fees|tuition|funding|faculty,"Current MASc thesis route, prior-degree rule, academic and English thresholds, September 2027 deadlines, international fee and tuition, funding medians, and supervisor-contact instructions.",Master of Applied Science in Electrical and Computer Engineering,University of British Columbia Graduate School,https://www.grad.ubc.ca/prospective-students/graduate-degree-programs/master-of-applied-science-electrical-computer-engineering,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,September 2027 intake,high,official page checked,stage3re17:ubc:profile,
2.0,stage3src:37f28f8015b820ce57be,ca:dli:O19332746152:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19332746152,University of Toronto,admissions|fees,"CAD 135 application fee for September 2027 starts, non-refundable and non-transferable.",Frequently Asked Questions,University of Toronto School of Graduate Studies,https://www.sgs.utoronto.ca/future-students/faq/,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,September 2027 fee schedule,high,official page checked,stage3re17:toronto:fee,
2.0,stage3src:46b5a59eeede534c4c5a,ca:dli:O19332746152:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19332746152,University of Toronto,program|research|funding|admissions|eligibility|deadline|faculty,"Two-year funded MASc, thesis structure, Computer Science as a welcomed related degree, January 7, 2027 deadline, and supervisor-contact rules.",Graduate Studies,University of Toronto ECE,https://www.ece.utoronto.ca/graduates/,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,2027-28 admission cycle,high,official page checked,stage3re17:toronto:program,
2.0,stage3src:65947954bd47548ac12f,ca:dli:O19332746152:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19332746152,University of Toronto,program|research,Research-intensive MASc combining advanced coursework and a supervised thesis.,Master of Applied Science,University of Toronto ECE,https://www.ece.utoronto.ca/graduates/degree-programs/masc/,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,Current program page checked 2026-09-11,high,official page checked,stage3re17:toronto:masc,
2.0,stage3src:b99c3cdf8cd4f194f1db,ca:dli:O19332746152:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19332746152,University of Toronto,funding|tuition|conditions|international,"Guaranteed MASc funding period and package components, including international tuition adjustment.",Graduate Student Funding Package,University of Toronto ECE,https://www.ece.utoronto.ca/graduates/financial-support/package/,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,Current funding policy checked 2026-09-11,high,official page checked,stage3re17:toronto:funding,
2.0,stage3src:19c3dc2db620dc949039,ca:dli:O19359011033:program:thesis-or-research-master-s:electrical-engineering-thesis-m-sc,ca:dli:O19359011033,McGill University,funding|conditions|international|scholarship,"Graduate assistantships, automatic consideration when support is requested, competitive award limits, and no universal package amount.",Funding Opportunities,McGill University ECE,https://www.mcgill.ca/ece/graduate/fellowshipsandawards,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,Current funding page checked 2026-09-11,high,official page checked,stage3re17:mcgill:funding,
2.0,stage3src:4128332fa8b345801549,ca:dli:O19359011033:program:thesis-or-research-master-s:electrical-engineering-thesis-m-sc,ca:dli:O19359011033,McGill University,funding|conditions,"Thesis master's students typically receive supervisor funding and receive a funding letter with admission, while amounts vary by program.",Funding Expectations for Master's Students,McGill University,https://www.mcgill.ca/gps/funding/gradfunding101/expectations/masters,data/raw/pass2/stage_03_reentry_17.json,official web page,official,2026-09-11,Current funding guidance checked 2026-09-11,high,official page checked,stage3re17:mcgill:funding_expectations,
