schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:001987b0eac05cf393bd,ca:dli:O19391556899:program:thesis-or-research-master-s:master-of-science-in-computer-science,ca:dli:O19391556899,St. Francis Xavier University,funding|tuition|deadline,"Program-named scholarship, teaching, external-award, and scholarship-deadline routes.",Master of Science in Computer Science,St. Francis Xavier University,https://www.stfx.ca/programs-courses/programs/master-science-computer-science,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Current funding guidance checked 2026-09-11,high,official page checked,stage3re09:stfx:awards,
2.0,stage3src:8af63e9f419786310572,ca:dli:O19391556899:program:thesis-or-research-master-s:master-of-science-in-computer-science,ca:dli:O19391556899,St. Francis Xavier University,program|research|admissions|eligibility|language|deadline|funding|tuition,"Thesis MSc, 70 percent and English thresholds, mandatory supervisor, recurring deadline, and most-accepted-student funding statement.",Master of Science in Computer Science,St. Francis Xavier University,https://www.stfx.ca/programs-courses/programs/master-science-computer-science,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Current recurring guidance checked 2026-09-11,high,official page checked,stage3re09:stfx:program,
2.0,stage3src:9b1da154606e76a7f31e,ca:dli:O19391556899:program:thesis-or-research-master-s:master-of-science-in-computer-science,ca:dli:O19391556899,St. Francis Xavier University,program|research,"Two-year 36-credit thesis route, research credits, thesis, and defense structure.",MSc Thesis-Based Degree Requirements,St. Francis Xavier University Computer Science,https://www.stfx.ca/department/computer-science/degree-requirements/graduate-studies/thesis-based-master-science/msc,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Current requirements checked 2026-09-11,high,official page checked,stage3re09:stfx:structure,
2.0,stage3src:2f522a27eaa26cd54842,ror:026vcq606:program:thesis-or-research-master-s:msc-computer-science,ror:026vcq606,KTH Royal Institute of Technology,program|research|admissions|deadline,"Current 120-ECTS MSc, specializations, degree project, and explicit autumn 2027 cycle.",MSc Computer Science,KTH Royal Institute of Technology,https://www.kth.se/en/studies/master/computer-science,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Explicit autumn 2027 cycle checked 2026-09-11,high,official page checked,stage3re09:kth:program,
2.0,stage3src:952d3d9f13b7dd7d4ff0,ror:026vcq606:program:thesis-or-research-master-s:msc-computer-science,ror:026vcq606,KTH Royal Institute of Technology,funding|tuition|deadline|health|summer,"Competitive two-year full-tuition KTH Scholarship, no living-cost coverage, progress condition, and 2027 dates.",KTH Scholarship,KTH Royal Institute of Technology,https://www.kth.se/en/studies/2.25746/kth-scholarship-1.72827,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,2027 scholarship cycle checked 2026-09-11,high,official page checked,stage3re09:kth:scholarship,
2.0,stage3src:9e43dfb76afa2c4e8869,ror:026vcq606:program:thesis-or-research-master-s:msc-computer-science,ror:026vcq606,KTH Royal Institute of Technology,admissions|fees|tuition,"SEK 900 application fee and SEK 385,000 total program tuition for fee-paying students.",Fees for Computer Science,KTH Royal Institute of Technology,https://www.kth.se/en/studies/master/computer-science/fees-communication-systems-1.909945,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Current fee page checked 2026-09-11,high,official page checked,stage3re09:kth:fees,
2.0,stage3src:f078ee41ae9a3ec2c5b6,ror:026vcq606:program:thesis-or-research-master-s:msc-computer-science,ror:026vcq606,KTH Royal Institute of Technology,admissions|eligibility|language,"Degree, 28.5-ECTS mathematics, 22.5-ECTS computing, English, selection, and four-program ranking requirements.",Entry Requirements for Computer Science,KTH Royal Institute of Technology,https://www.kth.se/en/studies/2.23106/master/computer-science/entry-requirements-computer-science-1.419975,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Autumn 2027 requirements checked 2026-09-11,high,official page checked,stage3re09:kth:entry,
2.0,stage3src:34ec8dfadcbc6ec66e2d,ror:035b05819:program:thesis-or-research-master-s:msc-in-computer-science,ror:035b05819,University of Copenhagen,admissions|fees|tuition,"DKK 1,120 one-per-round application deposit, up-to-three-program boundary, exemptions, and semester tuition model.",Application Deposit Fee and Tuition Fees,University of Copenhagen,https://www.ku.dk/studies/masters/application-and-admission/tuition-fees,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Current fee policy checked 2026-09-11,high,official page checked,stage3re09:copenhagen:fees,
2.0,stage3src:685e92d77ae944e0e1f0,ror:035b05819:program:thesis-or-research-master-s:msc-in-computer-science,ror:035b05819,University of Copenhagen,admissions|eligibility|language,English B evidence and accepted documentation requirements.,Language Requirements,University of Copenhagen,https://www.ku.dk/studies/masters/application-and-admission/language-requirements,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Current policy checked 2026-09-11,high,official page checked,stage3re09:copenhagen:language,
2.0,stage3src:a1151219401ae8485fa5,ror:035b05819:program:thesis-or-research-master-s:msc-in-computer-science,ror:035b05819,University of Copenhagen,program|research|admissions|eligibility|deadline,"Current two-year English MSc, detailed ECTS prerequisites, documents, and recurring January 15 non-EU deadline.",MSc in Computer Science,University of Copenhagen,https://www.ku.dk/studies/masters/computer-science,data/raw/pass2/stage_03_reentry_09.json,official web page,official,2026-09-11,Current recurring cycle checked 2026-09-11,high,official page checked,stage3re09:copenhagen:program,
