schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry02:rutgers:program,us:ipeds:186380,Computer Science PhD,official_program_or_department_signal,program and entry route,Computer Science Program,Rutgers University-New Brunswick,https://www.cs.rutgers.edu/academics/graduate/ph-d-program/computer-science-program,2026-09-10,Official department page identifies the Computer Science doctoral program.,Fall 2027 application details require Stage 3 verification.
2.0,reentry02:rutgers:fit,us:ipeds:186380,Computer Science PhD,current_faculty_topic_signal,current research fit,Santosh Nagarakatte,Rutgers University-New Brunswick,https://people.cs.rutgers.edu/~sn349/,2026-09-10,"Current Rutgers professor page describes robust and secure systems research across programming languages, compilers, runtimes, architecture, and operating systems, with 2026 activity.",Current appointment does not establish Fall 2027 supervision capacity or recruiting.
2.0,reentry02:rutgers:funding,us:ipeds:186380,Computer Science PhD,underrepresented_route_search,preliminary funding,Ph.D. Program Financial Aid,Rutgers University-New Brunswick,https://www.cs.rutgers.edu/academics/graduate/ph-d-program/financial-aid,2026-09-10,"Department describes typical assistantship or fellowship support covering stipend, health insurance, and tuition remission.",Typical support is not an individual funding offer or unconditional five-year guarantee.
2.0,reentry02:osu:program,us:ipeds:204796,Computer Science and Engineering PhD,official_program_or_department_signal,program and admissions route,Doctor of Philosophy Program,Ohio State University-Main Campus,https://cse.osu.edu/graduate/graduate/doctor-philosophy-program,2026-09-10,"Official department page documents the research doctorate and its software engineering, programming languages, systems, and security course categories.",Program structure is discovery evidence; full entry and cycle claims require Stage 3.
2.0,reentry02:osu:fit,us:ipeds:204796,Computer Science and Engineering PhD,lab_or_center_signal,research fit,Computer Security Laboratory,Ohio State University-Main Campus,https://cse.osu.edu/computer-security-laboratory,2026-09-10,"Official lab page identifies current software-security work in binary analysis, rewriting, hardening, vulnerability discovery, fuzzing, systems, AI, and cloud security.",Lab activity does not establish supervision authority or recruiting for the target cycle.
2.0,reentry02:osu:funding,us:ipeds:204796,Computer Science and Engineering PhD,underrepresented_route_search,preliminary funding,Funding,Ohio State University-Main Campus,https://cse.osu.edu/prospective-students/graduate/graduate/funding,2026-09-10,"Department lists graduate associateships and fellowships, most with tuition and fee authorization, stipend, and subsidized health insurance, with PhD-only preference.",The page does not establish that every admitted PhD student receives support or its duration.
2.0,reentry02:stonybrook:program,us:ipeds:196097,Computer Science PhD,official_program_or_department_signal,program route,Stony Brook Computer Science Graduate Admissions Information,Stony Brook University,https://www.fsl.cs.stonybrook.edu/SBU-CS-Grad-Admissions/,2026-09-10,Official department graduate-admissions resource page provides current Computer Science PhD program and orientation materials.,The resource page is not itself a Fall 2027 application specification.
2.0,reentry02:stonybrook:fit,us:ipeds:196097,Computer Science PhD,current_faculty_topic_signal,current research fit,Dongyoon Lee - Research,Stony Brook University,https://www3.cs.stonybrook.edu/~dongyoon/research.html,2026-09-10,"University-hosted current faculty page describes compilers, operating systems, security, and dynamic/static program analysis, with recent projects and publications.",The page's recruiting statement must be rechecked in Stage 4 and cannot establish department-wide capacity.
2.0,reentry02:stonybrook:funding,us:ipeds:196097,Computer Science PhD,underrepresented_route_search,preliminary funding,PhD Program Orientation FA25,Stony Brook University,https://www.fsl.cs.stonybrook.edu/SBU-CS-Grad-Admissions/SRC/2025-08-21-SBU-CS-PhD-Program-Orientation-FA25.pdf,2026-09-10,"Official department orientation states PhD TA/RA appointments include tuition and fee scholarship, with standing and summer-support conditions.",Fall 2025 orientation evidence is not a Fall 2027 offer or guarantee.
2.0,reentry02:ucsb:program-funding,us:ipeds:110705,Computer Science PhD,official_program_or_department_signal,"program, eligibility, and preliminary funding",Graduate Education,University of California-Santa Barbara,https://www.cs.ucsb.edu/index.php/education/graduate/overview,2026-09-10,"Official overview identifies the CS PhD, bachelor's preparation, research areas, international language rules, and typical fee-remitting support.",Typical support is not an unconditional offer; Fall 2027 details remain unverified.
2.0,reentry02:ucsb:degree,us:ipeds:110705,Computer Science PhD,official_program_or_department_signal,exact doctorate route,Doctor of Philosophy Degree,University of California-Santa Barbara,https://cs.ucsb.edu/index.php/education/graduate/phd-degree,2026-09-10,Official degree page documents a research-intensive Computer Science PhD.,Admissions-cycle and offer details require Stage 3 verification.
2.0,reentry02:ucsb:fit,us:ipeds:110705,Computer Science PhD,lab_or_center_signal,research fit,Research Overview,University of California-Santa Barbara,https://www.cs.ucsb.edu/research,2026-09-10,"Department research page explicitly lists automated verification, program analysis, formal methods, language-based security, software engineering, and distributed systems.",Department-level breadth does not establish individual faculty availability.
2.0,reentry02:udel:program-funding,us:ipeds:130943,Computer Science PhD,official_program_or_department_signal,program and preliminary funding,Computer Science,University of Delaware,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/computer-science/,2026-09-10,"Official graduate-program finder lists the Computer Science PhD, research strengths, current deadlines, and near-universal doctoral stipend and tuition support.",The current cycle and aggregate funding statement do not establish an individual Fall 2027 offer.
2.0,reentry02:udel:admissions,us:ipeds:130943,Computer Science PhD,official_program_or_department_signal,entry and funding conditions,Graduate Admissions,University of Delaware,https://www.cis.udel.edu/academics/graduate-programs/graduate-admissions/,2026-09-10,"Department confirms direct bachelor's-to-PhD application, academic prerequisites, international testing rules, and competitive assistantship routes.",Meeting minimums does not establish admission plausibility or aid.
2.0,reentry02:udel:fit,us:ipeds:130943,Computer Science PhD,lab_or_center_signal,research fit,Research Overview,University of Delaware,https://www.cis.udel.edu/research/research-overview/,2026-09-10,"Department describes a research-centered graduate program spanning AI/ML and computer systems, networks, and security.",Specific faculty-level software-repair and verification matches remain Stage 4 work.
2.0,reentry02:bu:program,us:ipeds:164988,Computer Science PhD,official_program_or_department_signal,program route,PhD Program,Boston University,https://www.bu.edu/cs/phd-program/,2026-09-10,Official department page identifies a research-intensive Computer Science PhD and its disciplinary breadth.,The page does not by itself resolve international credential requirements.
2.0,reentry02:bu:fit,us:ipeds:164988,Computer Science PhD,lab_or_center_signal,research fit,Research,Boston University,https://www.bu.edu/cs/research-groups/,2026-09-10,"Official research page identifies Programming and Verification, Security, Systems, and Machine Learning groups.",Group presence does not establish three current strong faculty matches or recruiting.
2.0,reentry02:bu:funding,us:ipeds:164988,Computer Science PhD,underrepresented_route_search,preliminary funding,PhD Funding,Boston University,https://www.bu.edu/cds-faculty/programs-admissions/phd-degree/funding/,2026-09-10,"Official BU page describes the Charles River Campus five-year full-funding model with tuition, fees, health insurance, and stipend.",Stage 3 must confirm the model's exact application to the CAS Computer Science PhD and offer conditions.
2.0,reentry02:uncc:program,us:ipeds:199139,Computing and Information Systems PhD - Software and Information Systems Track,official_program_or_department_signal,exact program route,"Ph.D. in Computing and Information Systems, SIS Track",University of North Carolina at Charlotte,https://cci.charlotte.edu/academics/software-and-information-systems/phd-sis-track,2026-09-10,Official college page identifies the interdisciplinary CIS PhD Software and Information Systems track and external research funding.,The page does not establish applicant-specific eligibility or assistantship coverage.
2.0,reentry02:uncc:fit,us:ipeds:199139,Computing and Information Systems PhD - Software and Information Systems Track,lab_or_center_signal,research fit,SIS Research,University of North Carolina at Charlotte,https://cci.charlotte.edu/research/sis-research/,2026-09-10,"Official research page identifies formal methods, security analytics and automation, configuration analysis, software security, cloud security, and reliability topics.",Faculty currency and individual supervision fit remain Stage 4 work.
2.0,reentry02:uncc:funding,us:ipeds:199139,Computing and Information Systems PhD - Software and Information Systems Track,underrepresented_route_search,preliminary funding,About Software and Information Systems,University of North Carolina at Charlotte,https://cci.charlotte.edu/departments/department-of-software-information-systems/about-software-information-systems/,2026-09-10,"Department says research and teaching assistant positions are available for graduate students, particularly PhD students.","Availability is not a guarantee and coverage, duration, and international eligibility are unstated."
2.0,reentry02:iu:program-fit,us:ipeds:151351,Computer Science PhD,official_program_or_department_signal,program and research fit,Doctor of Philosophy in Computer Science,Indiana University-Bloomington,https://luddy.iu.edu/academics/doctoral/computer-science.html,2026-09-10,"Official program page identifies the CS PhD and research in AI, machine learning, theory, cybersecurity, systems, and programming languages.",The program page does not establish funding or faculty availability.
2.0,reentry02:iu:admissions,us:ipeds:151351,Computer Science PhD,official_program_or_department_signal,international and GPA eligibility,Graduate Admissions,Indiana University-Bloomington,https://luddy.iu.edu/admissions/graduate/index.html,2026-09-10,Luddy admissions page states three- or four-year bachelor's credentials are considered and lists 3.5 or higher for PhD applicants.,The applicant is presently below the published figure; Stage 3 must determine whether it is a hard requirement and how final GPA is evaluated.
2.0,reentry02:iu:funding,us:ipeds:151351,Computer Science PhD,underrepresented_route_search,preliminary funding,Graduate Recruitment Fellowships,Indiana University-Bloomington,https://graduate.indiana.edu/funding-professional-dev/funding/recruitment-awards.html,2026-09-10,Official graduate-school page describes competitive five-year structures for bachelor's-entry PhD fellowship nominees using university and departmental support.,Competitive nomination funding does not establish routine department funding or applicant receipt.
2.0,reentry02:york:program,ca:dli:O19361109242,Computer Science MSc (Thesis Option),official_program_or_department_signal,exact thesis route,Computer Science (MSc),York University,https://lassonde.yorku.ca/eecs/academics/graduate/computer-science-msc/,2026-09-10,"Official EECS page documents the MSc Thesis Option, five courses, supervised research, thesis, and defense.",International credential equivalency and final cycle requirements require Stage 3.
2.0,reentry02:york:fit,ca:dli:O19361109242,Computer Science MSc (Thesis Option),lab_or_center_signal,research fit,Graduate Program in Computer Science,York University,https://lassonde.yorku.ca/academics/graduate-program-in-computer-science,2026-09-10,"Official program page lists Software Engineering, Computer Security, Systems, AI, and Theory of Computation specializations.",Research-area presence does not establish current strong faculty depth.
2.0,reentry02:york:funding,ca:dli:O19361109242,Computer Science MSc (Thesis Option),research_masters_or_scholarship_search,preliminary funding,Financial Information and Awards,York University,https://lassonde.yorku.ca/eecs/academics/financial-information-awards/,2026-09-10,EECS describes competitive full-time master's funding components and international-student bursary support for the nominal funding period.,"Offer amounts, net international cost, eligibility, and guarantee wording require reconciliation in Stage 3."
2.0,reentry02:regina:program-fit,ca:dli:O19425660270,Computer Science MSc (Thesis-Based),official_program_or_department_signal,exact thesis route and research fit,"Computer Science (MSc, PhD)",University of Regina,https://www.uregina.ca/academics/programs/science/master-phd-computer-science.html,2026-09-10,"Official program page documents the thesis MSc and research in software engineering, systems, cybersecurity, AI, and theory.",The page does not establish supervisor availability or funding.
2.0,reentry02:regina:admissions,ca:dli:O19425660270,Computer Science MSc (Thesis-Based),official_program_or_department_signal,eligibility and supervision model,Application Process,University of Regina,https://www.uregina.ca/science/computer-science/graduate-programs/application-process.html,2026-09-10,"Department publishes bachelor's preparation, grade thresholds, international pathway, and the requirement to find a thesis supervisor accepting students.",Applicant course equivalency and live supervisor availability remain unresolved.
2.0,reentry02:regina:funding,ca:dli:O19425660270,Computer Science MSc (Thesis-Based),research_masters_or_scholarship_search,preliminary funding,Financial Support and Tuition,University of Regina,https://www.uregina.ca/science/computer-science/graduate-programs/financial-support-and-tuition.html,2026-09-10,Official page lists scholarships and supervisor-funded research awards while explicitly warning that supervisor support is not guaranteed or necessarily continuing.,No credible guaranteed package is established at discovery stage.
