schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:80442aabfda9895d9863,ca:dli:O19359011122:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-m-moire,ca:dli:O19359011122,Université du Québec à Chicoutimi,program|research|eligibility|admissions,"Current 45-credit research-profile master's, thesis structure, GPA and international degree references, and possible additional coursework.","Maîtrise en informatique — profil recherche, 3017",Université du Québec à Chicoutimi,https://programmes.uqac.ca/3017,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:uqac:program,
2.0,stage3src:93d76100f7b4e40b8b2a,ca:dli:O19359011122:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-m-moire,ca:dli:O19359011122,Université du Québec à Chicoutimi,admissions|fees,CAD 30 nonrefundable application fee.,Coûts d'une demande d'admission,Université du Québec à Chicoutimi,https://www.uqac.ca/registraire/couts-dune-demande-dadmission/,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:uqac:fee,
2.0,stage3src:b5a166cb481d1590ab0d,ca:dli:O19359011122:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-m-moire,ca:dli:O19359011122,Université du Québec à Chicoutimi,funding|tuition|fees,"Limited international second-cycle enhanced-fee exemption, remaining charges, renewal limits, and conditions.",Bourses d'exemption des frais majorés — 2e cycle,Université du Québec à Chicoutimi,https://sae.uqac.ca/bourses-detudes/bourses-dexemption-des-frais-majores-befm-2e-cycle-2/,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current call checked 2026-09-11,high,official page checked,stage3re14:uqac:funding,
2.0,stage3src:211a47cecc17b54ef93c,ca:dli:O19359011146:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-m-moire,ca:dli:O19359011146,Université du Québec en Outaouais,program|research|eligibility|admissions|language,"Current 45-credit thesis master's, relevant-degree entry, 4.3-scale GPA thresholds, possible preparatory work, and French framework.","Maîtrise en informatique (profil mémoire), 3097",Université du Québec en Outaouais,https://uqo.ca/programmes/3097,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:uqo:program,
2.0,stage3src:554d97579b6f5af0e974,ca:dli:O19359011146:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-m-moire,ca:dli:O19359011146,Université du Québec en Outaouais,funding|tuition|fees,"Quota-limited international differential-fee exemptions, research-master's conditions, and remaining student costs.",Bourse d'exemption pour personnes étudiantes internationales,Université du Québec en Outaouais,https://uqo.ca/international/bourse-dexemption-pour-personnes-etudiantes-internationales,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,2026-27 rules checked 2026-09-11,high,official page checked,stage3re14:uqo:exemption,
2.0,stage3src:c0fa487814225dc0c645,ca:dli:O19359011146:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-m-moire,ca:dli:O19359011146,Université du Québec en Outaouais,funding|fees,"Published merit-award listing, competitive selection, and award amount for the labeled cycle.",Bourses d'études,Université du Québec en Outaouais,https://uqo.ca/etudiants/bourses-detudes,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,2025-26 listing checked 2026-09-11,high,official page checked,stage3re14:uqo:scholarships,
2.0,stage3src:080c7b1097320a6b6c60,ca:dli:O19359011172:program:thesis-or-research-master-s:ma-trise-en-math-matiques-et-informatique-appliqu-es-avec-m-moire,ca:dli:O19359011172,Université du Québec à Trois-Rivières,admissions|eligibility|language,French-test and international language framework for applicants educated outside Quebec.,Exigences relatives à la connaissance du français,Université du Québec à Trois-Rivières,https://oraprdnt.uqtr.uquebec.ca/portail/gscw031?owa_no_fiche=102&owa_no_site=5050,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:uqtr:language,
2.0,stage3src:549a8618128ee6216556,ca:dli:O19359011172:program:thesis-or-research-master-s:ma-trise-en-math-matiques-et-informatique-appliqu-es-avec-m-moire,ca:dli:O19359011172,Université du Québec à Trois-Rivières,admissions|eligibility|deadline|fees,Official 2026-27 international application and credential process; Fall 2027 fee and deadline remain unverified.,Répertoire international 2026-2027,Université du Québec à Trois-Rivières,https://oraprdnt.uqtr.uquebec.ca/portail/docs/GSC5003/O0006697955_2026_2027___R_pertoire_International.pdf,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,2026-27 document checked 2026-09-11,high,official page checked,stage3re14:uqtr:international,
2.0,stage3src:f934ec1c5148973cd648,ca:dli:O19359011172:program:thesis-or-research-master-s:ma-trise-en-math-matiques-et-informatique-appliqu-es-avec-m-moire,ca:dli:O19359011172,Université du Québec à Trois-Rivières,program|research|eligibility|admissions|funding,"Current 45-credit thesis program, relevant bachelor's fields, 3.2/4.3 threshold, international availability, research areas, and possible grant-dependent work.","Maîtrise en mathématiques et informatique appliquées avec mémoire, 3799",Université du Québec à Trois-Rivières,https://oraprdnt.uqtr.uquebec.ca/portail/triw082.afficher?owa_cd_pgm=3799&owa_version=1,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:uqtr:program,
2.0,stage3src:49efe316be8f00affa9b,ror:006e5kg04:program:thesis-or-research-master-s:master-of-science-in-applied-sciences-and-engineering-computer-science-software-systems,ror:006e5kg04,Vrije Universiteit Brussel,admissions|eligibility|language|deadline,"Academic CS bachelor's equivalency review, faculty screening, non-EEA GRE rule, language requirement, and latest deadline framework.",Computer Science Admission and Enrolment,Vrije Universiteit Brussel,https://www.vub.be/en/studying-vub/all-study-programmes-vub/bachelors-and-masters-programmes-vub/master-applied-sciences-and-engineering-computer-science/master-applied-sciences-and-engineering-computer-science-admission-enrolment,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,2026-27/current page checked 2026-09-11,high,official page checked,stage3re14:vub:admissions,
2.0,stage3src:7771bdeee63b82196b9b,ror:006e5kg04:program:thesis-or-research-master-s:master-of-science-in-applied-sciences-and-engineering-computer-science-software-systems,ror:006e5kg04,Vrije Universiteit Brussel,admissions|fees|tuition|funding,"EUR 90 fee per foreign-diploma application, limited waiver rules, multiple-application charging, 2026-27 non-EEA tuition context, and absence of guaranteed support.",Enrolling with a foreign diploma,Vrije Universiteit Brussel,https://www.vub.be/en/studying-vub/apply-and-enrol-vub/application-and-enrolment/enrolling-with-foreign-diploma,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,2026-27/current page checked 2026-09-11,high,official page checked,stage3re14:vub:fees,
2.0,stage3src:ba6017cb5b149bf1e69b,ror:006e5kg04:program:thesis-or-research-master-s:master-of-science-in-applied-sciences-and-engineering-computer-science-software-systems,ror:006e5kg04,Vrije Universiteit Brussel,program|research,"Current 120-ECTS Computer Science master's, Software Systems route, research training, and 24-ECTS thesis.",Master Computer Science — Software Systems,Vrije Universiteit Brussel,https://www.vub.be/en/studying-vub/all-study-programmes-vub/bachelors-and-masters-programmes-vub/master-applied-sciences-and-engineering-computer-science/program/master/master-software-systems,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:vub:program,
2.0,stage3src:115a884580a0396cf7c8,ror:03yrrjy16:program:thesis-or-research-master-s:software-engineering-msc-in-engineering,ror:03yrrjy16,University of Southern Denmark,admissions|eligibility|language|deadline,"Relevant bachelor's route, exact ECTS prerequisites, supplementation limits, English proof, fee-paying interview ranking, and February 1 non-EU deadline.",Entry requirements and admission — Software Engineering MSc,University of Southern Denmark,https://www.sdu.dk/en/uddannelse/kandidat/softwareengineering/adgangskrav,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current recurring September-intake rules checked 2026-09-11,high,official page checked,stage3re14:sdu:admissions,
2.0,stage3src:97f07e558f9b5c66dc1e,ror:03yrrjy16:program:thesis-or-research-master-s:software-engineering-msc-in-engineering,ror:03yrrjy16,University of Southern Denmark,funding|tuition|fees,"EUR 17,300 annual non-EU tuition and limited scholarships tied to named programs that do not include Odense Software Engineering.",Tuition fees and scholarships,University of Southern Denmark,https://www.sdu.dk/en/uddannelse/fees_and_funding/scholarships,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,2026/current page checked 2026-09-11,high,official page checked,stage3re14:sdu:funding,
2.0,stage3src:c0bce9a5091e488a1bb4,ror:03yrrjy16:program:thesis-or-research-master-s:software-engineering-msc-in-engineering,ror:03yrrjy16,University of Southern Denmark,program|research,"Current English-taught two-year Software Engineering MSc in Engineering, research-integrated curriculum, and master's thesis.",Software Engineering — MSc in Engineering,University of Southern Denmark,https://www.sdu.dk/en/uddannelse/kandidat/softwareengineering,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:sdu:program,
2.0,stage3src:5460302f64eedca10a3f,ror:05q9m0937:program:thesis-or-research-master-s:master-s-degree-programme-informatics,ror:05q9m0937,University of Klagenfurt,funding|tuition|fees,"EUR 300 monthly Klagenfurt Scholarship, two-year design, EEA or long-term-resident third-country eligibility, and spring 2027 deadline announcement; it is not a full-cost guarantee.",Applying for a Klagenfurt Scholarship,University of Klagenfurt,https://www.aau.at/en/partners-sponsors/supporting-the-university/the-klagenfurt-scholarship/applying-for-a-klagenfurt-scholarship/,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,2027-28 notice checked 2026-09-11,high,official page checked,stage3re14:klagenfurt:funding,
2.0,stage3src:bd72b8cac993741e84bf,ror:05q9m0937:program:thesis-or-research-master-s:master-s-degree-programme-informatics,ror:05q9m0937,University of Klagenfurt,program|research|eligibility|language,"Current 120-ECTS English Informatics master's, equivalent-degree route, possible supplementary exams, B2 English, specializations, and thesis.",Master's Degree Programme Informatics,University of Klagenfurt,https://www.aau.at/en/studien/master-informatics/,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:klagenfurt:program,
2.0,stage3src:c1414970566e67e5c662,ror:05q9m0937:program:thesis-or-research-master-s:master-s-degree-programme-informatics,ror:05q9m0937,University of Klagenfurt,admissions|eligibility|deadline,General master's procedure and latest non-EU winter-semester submission period.,Admission to Master's Degree Programmes,University of Klagenfurt,https://www.aau.at/en/study/studying-at-aau/applying/admission-master-programme/,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Winter semester 2026-27 checked 2026-09-11,high,official page checked,stage3re14:klagenfurt:admissions,
2.0,stage3src:1e2a00c731b7b35ee2fa,us:ipeds:126580:program:phd:cybersecurity-phd,us:ipeds:126580,University of Colorado Colorado Springs,funding|tuition,"Faculty laboratory statement of tuition-and-stipend RA opportunities for qualified PhD researchers regardless of citizenship, without a universal award.",Prospective Students — UCCS Systems Security Lab,University of Colorado Colorado Springs,https://academics.uccs.edu/~schang2/docs/Prospective_Students_UCCS_Systems_Security_Lab.pdf,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current document checked 2026-09-11,high,official page checked,stage3re14:uccs:funding,
2.0,stage3src:736c8bf366e037795aa8,us:ipeds:126580:program:phd:cybersecurity-phd,us:ipeds:126580,University of Colorado Colorado Springs,admissions|fees|eligibility,"Graduate application workflow, USD 60 fee, and international credential-evaluation requirement.",Graduate Application Details,University of Colorado Colorado Springs,https://www.uccs.edu/admissions-aid/application-details/graduate,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:uccs:admissions,
2.0,stage3src:8f1ddd0ad9a5b71ded5d,us:ipeds:126580:program:phd:cybersecurity-phd,us:ipeds:126580,University of Colorado Colorado Springs,program|research|eligibility|admissions|language,"Current 60-credit Cybersecurity PhD, STEM entry, prerequisites, research structure, GRE framework, and English minima.","Cybersecurity, PhD",University of Colorado Colorado Springs,https://www.uccs.edu/academics/programs/security-phd,data/raw/pass2/stage_03_reentry_14.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re14:uccs:program,
