schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry15:unh-cs:program,us:ipeds:183044,"Computer Science, Ph.D.",official_program_or_department_signal,"exact doctorate, research structure, research areas, and funding-consideration deadlines","Computer Science, Ph.D.",University of New Hampshire-Main Campus,https://www.unh.edu/program/doctor-philosophy/computer-science,2026-09-11,"Official program page confirms the Computer Science PhD, faculty-mentored original research and dissertation, cybersecurity and distributed/cloud systems areas, formal specification and verification coursework, and separate full-funding consideration dates.","The page does not establish applicant equivalency, admission, a willing advisor, or an individual funding package."
2.0,reentry15:unh-cs:xu,us:ipeds:183044,"Computer Science, Ph.D.",current_faculty_topic_signal,"current program-analysis, testing, software-security, and model-checking fit signal",Dongpeng Xu,University of New Hampshire-Main Campus,https://ceps.unh.edu/person/dongpeng-xu,2026-09-11,"Official current faculty profile identifies an associate professor working in software security, program analysis, malware analysis, software testing, program similarity, and model checking.","A current appointment and topic fit do not establish supervision availability, admission, or funding."
2.0,reentry15:mizzou-cs:catalog,us:ipeds:178396,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, computing research breadth, and assistantship mechanism",Computer Science,University of Missouri-Columbia,https://catalog.missouri.edu/collegeofengineering/computerscience/,2026-09-11,"Official catalog confirms the Computer Science PhD, software engineering, cybersecurity, cloud, distributed and mobile computing research breadth, and TA/RA availability especially for doctoral study.","Assistantship availability is not an award, guarantee, or complete net-funding package."
2.0,reentry15:mizzou-cs:research,us:ipeds:178396,PhD in Computer Science,lab_or_center_signal,"current formal-methods, software, security, and open-source research signal",Computer Science Research at Mizzou Engineering,University of Missouri-Columbia,https://engineering.missouri.edu/departments/eecs/eecs-research/,2026-09-11,"Official research page lists software engineering and programming languages, cybersecurity, active laboratories, and recent funded work on open-source software health and cyber infrastructure.","Department breadth and grants do not establish recruiting, supervision capacity, admission, or funding for this applicant."
2.0,reentry15:uwm-cs:program,us:ipeds:240453,Computer Science PhD,official_program_or_department_signal,"exact doctorate, entry routes, dissertation milestones, and assistantship signal",Computer Science PhD,University of Wisconsin-Milwaukee,https://uwm.edu/engineering/academics/computer-science-phd/,2026-09-11,"Official program page confirms the Computer Science PhD, bachelor's- and master's-entry avenues, proposal and dissertation milestones, and merit-based TA, RA, and fellowship opportunities after admission.","The page does not guarantee admission, a major professor, or an assistantship package."
2.0,reentry15:uwm-cs:research,us:ipeds:240453,Computer Science PhD,lab_or_center_signal,"current software-correctness, static-analysis, security, and distributed-systems breadth",Computer Science Research,University of Wisconsin-Milwaukee,https://uwm.edu/engineering/departments/computer-science/research/,2026-09-11,"Official research page identifies software correctness and testing, programming languages and compilers, static analysis, secure distributed systems, and edge and cloud security as active areas.","Research-area coverage does not establish a willing supervisor, capacity, or funded admission."
2.0,reentry15:iit-cs:program,us:ipeds:145725,Computer Science (Ph.D.),official_program_or_department_signal,"exact doctorate, entry routes, research structure, and software-security breadth",Computer Science (Ph.D.),Illinois Institute of Technology,https://www.iit.edu/academics/programs/computer-science-phd,2026-09-11,"Official program page confirms the Computer Science PhD, original research thesis, bachelor's- and master's-entry structures, F-1 compatibility, and areas in programming languages, software engineering, networks, security, and systems.","Program eligibility and research breadth do not establish admission, supervision, or funding."
2.0,reentry15:iit-cs:sultana,us:ipeds:145725,Computer Science (Ph.D.),current_faculty_topic_signal,current international-eligible tuition-and-stipend research opportunity,Funded PhD Opportunities in Computer Science,Illinois Institute of Technology,https://cs.iit.edu/~nsultana1/student_projects/phd.html,2026-09-11,"Official faculty page updated in February 2026 advertises competitive PhD funding covering tuition and stipend for domestic and international applicants working on programmable networking, security, and related systems foundations.","The opportunity is faculty-controlled, competitive, and may not persist for Fall 2027; duration, fees, insurance, and net support require Stage 3 verification."
2.0,reentry15:njit-cs:program,us:ipeds:185828,Ph.D. Computer Science,official_program_or_department_signal,"exact research doctorate, research breadth, and preliminary support signal",Ph.D. Computer Science,New Jersey Institute of Technology,https://www.njit.edu/academics/degree/phd-computer-science,2026-09-11,"Official degree page confirms the research doctorate, dissertation milestones, cybersecurity/privacy and cloud/systems areas, competitive assistantship stipends, and near-universal support among enrolled doctoral students.",Aggregate support language is not an individual offer or guarantee and does not establish advisor capacity.
2.0,reentry15:njit-cs:admission-funding,us:ipeds:185828,Ph.D. Computer Science,research_masters_or_scholarship_search,"bachelor's entry, English requirement, and competitive funding deadline",Admission Requirements and Financial Support for the PhD in Computer Science Program,New Jersey Institute of Technology,https://cs.njit.edu/admission-requirements-and-financial-support-phd-computer-science-program,2026-09-11,"Official department page confirms a relevant bachelor's-entry route, English proficiency, funding-consideration deadlines, and TA/RA support for nearly all enrolled PhD students.","Transcript equivalency, admission, current award availability, coverage, renewal, and net sufficiency remain unresolved."
