schema_version,candidate_program_id,verified_program_id,institution_id,institution_name,country,region,candidate_funnel_status,verification_status,status_reason,exact_degree_program_name,degree_type,research_requirement,department,current_program_status,bachelors_entry_eligibility,international_student_eligibility,language_of_instruction,english_requirement_and_waiver,minimum_gpa,minimum_gpa_application,prerequisite_coursework,admissions_model,faculty_contact_expectation,fall_2027_deadline,deadline_cycle_label,application_fee,fee_currency,fee_waiver_rules,simultaneous_application_rules,separate_fees_required,tuition,mandatory_fees,funding_model,funding_status,funding_duration,funding_conditions,funding_international_eligibility,stipend_amount,stipend_currency,tuition_coverage,mandatory_fee_coverage,health_insurance_coverage,summer_coverage,named_scholarships,scholarship_deadlines,largest_unresolved_question,relevant_route_gate,eligibility_gate,funding_gate,degree_structure_gate,same_university_dominance_gate,faculty_review_ready,application_positioning,official_program_url,program_source_ids,admissions_source_ids,funding_source_ids,evidence_confidence,source_record_paths,verified_at
2.0,us:ipeds:100858:program:phd:phd-in-computer-science-and-software-engineering,us:ipeds:100858:program:phd:phd-in-computer-science-and-software-engineering,us:ipeds:100858,Auburn University,United States,us,advance_to_stage_3,monitor,"The direct-bachelor's route is relevant and the GPA floor is met, but Auburn requires a qualifying GRE score that the applicant has not established and assistantship support is competitive rather than guaranteed.",PhD in Computer Science and Software Engineering,PhD,Doctoral research and dissertation within the Computer Science and Software Engineering PhD,"Department of Computer Science and Software Engineering, Samuel Ginn College of Engineering",Current official doctoral program; Fall 2027 dates are not yet posted,"Yes — a bachelor's in computer science, software engineering, or a related discipline is accepted",Yes — Auburn publishes international application and English-language requirements,English,TOEFL 79 with section minimums or IELTS 6.5; a U.S. degree may be reviewed for exemption but the applicant-specific outcome is not established,3.0/4.0,"Applicant 3.35 clears the published GPA floor, subject to official recalculation","Bachelor's preparation in computer science, software engineering, or a related discipline",Departmental review with required GRE minimums and graduate-school international review,Prior faculty commitment is not published as mandatory; the graduate program office coordinates admission,Not yet published; international applicants are advised to apply at least 90 days before classes,General current guidance checked 2026-09-11; Fall 2027 must be rechecked,70,USD,"Limited to current Auburn graduate students, qualifying employees, active military, or an approved second dual-degree application; no applicant-specific waiver established",A second fee may be waived only for an approved dual graduate-degree application,"Yes, except for the published approved dual-degree exception",Graduate assistantships may include a waiver of some or all tuition; no universal CSSE PhD waiver is promised,Student fees remain the student's responsibility under the general assistantship guidance,Competitive graduate assistantship with stipend and possible partial or full tuition waiver,"Funding opportunities exist, but no universal assistantship is guaranteed",Appointment-specific; no program-wide duration guarantee was found,"Appointment, available funds, satisfactory performance, and written offer terms",No nationality exclusion is stated for graduate assistantship consideration,Not published as one CSSE-wide amount,USD,Some or all tuition may be waived with a qualifying assistantship,Not covered under the general guidance,Not verified as a universal benefit,Not verified,Graduate assistantships; no applicant-specific named scholarship established,No separate CSSE scholarship deadline verified,"Can the applicant produce Auburn's minimum GRE scores and obtain a renewable offer covering full tuition, fees, health insurance, and summers?",pass,resolvable_question,resolvable_inquiry,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.eng.auburn.edu/program/phd-computer-science-software-engineering.html,stage3src:33739c509fa9a739e841,stage3src:33739c509fa9a739e841|stage3src:4faa2e77fed5bc969300|stage3src:826583ab87fdea53841c,stage3src:826583ab87fdea53841c,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,us:ipeds:176080:program:phd:phd-in-computer-science,us:ipeds:176080:program:phd:phd-in-computer-science,us:ipeds:176080,Mississippi State University,United States,us,advance_to_stage_3,monitor,"Mississippi State expects a 3.5 GPA for bachelor's-entry PhD applicants; the applicant's 3.35 can still be considered only through the discretionary other-strengths route, and first-year assistantship funding is competitive.",Doctor of Philosophy in Computer Science,PhD,"Doctoral coursework, research, dissertation, and defense","Department of Computer Science and Engineering, Bagley College of Engineering",Current; recurring primary Fall deadline is published,Yes — bachelor's-entry PhD applicants are considered,Yes — international admission and English requirements are published,English,English proficiency is required; whether the completed U.S. bachelor's will produce an exemption must be confirmed,3.5/4.0 is expected for bachelor's-entry PhD applicants; lower GPAs may be eligible with outstanding strengths,Applicant 3.35 is below the expected figure and depends on discretionary review of other strengths,"Two programming courses including object orientation, data structures, operating systems, hardware/software interface, and supporting mathematics",Departmental holistic review; GRE is not required but may support admission and assistantship consideration,Prior major-professor commitment is not stated for the on-campus PhD; research assistants are selected by faculty,"February 1, 2027 inferred from the recurring primary Fall deadline; funding files should be complete by February 15 under current guidance",Recurring current dates; Fall 2027 year must be confirmed,80,USD,No applicant-specific waiver verified,Multiple applications are permitted only as separately completed applications under the reviewed FAQ,Yes — the Graduate School FAQ states that each application requires a fee,A qualifying teaching assistantship covers tuition and fees; research-assistant terms are award-specific,Covered with the published teaching assistantship; otherwise not established,Competitive teaching or research assistantship,"All admits are considered, but few new students receive teaching assistantships and funding is not guaranteed",Teaching assistantships may be renewed for a second year; later support is expected to transition to research funding,"Department need, faculty selection, available grants, performance, and appointment duties",No nationality exclusion is published; employment eligibility applies,Not published as one current department-wide amount,USD,100% tuition and fees for the published teaching assistantship,Covered for the published teaching assistantship,Not verified,Not verified,Teaching assistantship and faculty-funded research assistantship,Funding review begins March 15; the department recommends completion by February 15,Will the department admit the applicant below its expected bachelor's-entry GPA and issue a continuous funded offer beyond the first two teaching-assistantship years?,pass,resolvable_question,resolvable_inquiry,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.cse.msstate.edu/grad/phd-cs/,stage3src:a788445d3439b9c28452,stage3src:9a3a3f25652d37a43685|stage3src:9163f63ec05fabed0601|stage3src:8ea3a99dc87b630dcf45,stage3src:9163f63ec05fabed0601,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,us:ipeds:106397:program:phd:ph-d-in-computer-science,us:ipeds:106397:program:phd:ph-d-in-computer-science,us:ipeds:106397,University of Arkansas,United States,us,advance_to_stage_3,monitor,"The applicant clears the 3.0 GPA floor and relevant-degree gate, but the current catalog requires a satisfactory GRE that is not established and all assistantships and fellowships remain competitive.",Doctor of Philosophy in Engineering with a concentration in Computer Science,PhD,Seventy-two-hour doctorate including at least 30 dissertation hours and original research,"Department of Computer Science and Computer Engineering, College of Engineering",Current catalog route; Fall 2027 dates are not posted,Yes — a bachelor's degree in computer science or a closely related field is accepted,Yes — international deadlines and English-evaluation rules are published,English,"English proficiency applies; the general policy exempts qualifying U.S. bachelor's degrees, subject to official review",3.0/4.0,"Applicant 3.35 clears the published floor, subject to recalculation",Computer-science preparation; deficiency courses may be assigned after transcript review,"Departmental review requiring a satisfactory GRE, references, academic preparation, and research fit","Prior faculty commitment is not published as mandatory, though fellowship guidance encourages contact with relevant faculty or the coordinator",Not yet published; latest general international Fall deadline is April 1 and assistantship priority is February 1,Current recurring guidance checked 2026-09-11; Fall 2027 must be rechecked,75,USD,"Limited to qualifying full-time employees, a University of Arkansas summer REU, and specified senior Arkansas residents; no applicant-specific waiver established",Not verified in reviewed official evidence,The published fee schedule assesses the graduate application fee per application,Qualifying graduate assistantships can carry tuition waivers subject to appointment limits,Discounted health coverage is described; remaining mandatory-fee coverage is award-specific,"Competitive graduate assistantship, Distinguished Doctoral Fellowship, or Doctoral Academy Fellowship",Assistantships and multi-year fellowships are available competitively; no universal funding guarantee is published,DDF and DAF support may continue up to four years with a qualifying 50% assistantship,"Nomination, competitive selection, qualifying assistantship, satisfactory progress, and available funds",No nationality exclusion is published for departmental consideration,"CS PhD assistantship base is published as 1,915 per month; fellowships add published supplements",USD,Tuition waiver available with a qualifying assistantship and subject to minimum-hour rules,Not verified as fully covered,Discounted coverage is described for qualifying appointments,Not verified as universal,Distinguished Doctoral Fellowship and Doctoral Academy Fellowship,February 1 assistantship and fellowship priority guidance,"Can the applicant satisfy the GRE gate and secure a renewable assistantship or fellowship covering tuition, residual fees, insurance, and summers?",pass,resolvable_question,resolvable_inquiry,pass,pass,no,Monitor — Not Faculty-Review Ready,https://catalog.uark.edu/graduatecatalog/programsofstudy/computerscienceandcomputerengineeringcsce/,stage3src:cffac88b066ffb5912cb,stage3src:cffac88b066ffb5912cb|stage3src:bc6bdc2d3d2a410bb264|stage3src:c84a41a76663ec217d15,stage3src:c84a41a76663ec217d15,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663:program:phd:ph-d-in-computer-science,us:ipeds:100663,University of Alabama at Birmingham,United States,us,advance_to_stage_3,conditional,"UAB has no hard GPA cutoff and admits directly from a relevant bachelor's, but its official page says only a majority of admitted doctoral students receive assistantships; require a complete written funding offer.",Ph.D. in Computer Science,PhD,"Doctoral research, dissertation, and defense in computer science","Department of Computer Science, College of Arts and Sciences",Current; recurring Fall application deadline is published,Yes — a master's is not required and relevant bachelor's preparation is accepted,Yes — international fee and English requirements are published,English,"TOEFL 100 or IELTS 7 is published for foreign students; only native-English waiver language was found, so the U.S.-degree treatment must be confirmed",No hard cutoff; a typical admitted student has about a 3.5 GPA in the undergraduate computer-science major,Applicant is not barred by a numeric floor; the 3.35 cumulative record remains subject to holistic review and major-GPA context,Strong computer-science and mathematics background,Holistic departmental review with no GRE requirement,Applicants name one or two research areas or faculty in the statement; UAB says not to contact faculty about admission or funding,"January 15, 2027 inferred from the recurring Fall deadline; year must be confirmed",Recurring January 15 deadline; Fall 2027 is not explicitly labeled,60,USD,No fee waiver established for this applicant,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Assistantship and fellowship offers may include tuition support; individual offer controls,Not verified as universally covered,"Research assistantship, teaching assistantship, or Blazer Graduate Research Fellowship","The majority of admitted doctoral students receive RA or TA support, but support is not universal",RA support may cover the calendar year; the Blazer fellowship is described for four academic terms; longer duration is offer-specific,"Admission, faculty or department selection, funds, appointment duties, and satisfactory progress",No nationality exclusion is stated for departmental doctoral support,Not published as one universal CS doctoral amount,USD,Available through qualifying assistantship or fellowship; exact extent is offer-specific,Not verified,Blazer fellowship includes insurance; not verified for every assistantship,RA support may be calendar-year; not universal,Blazer Graduate Research Fellowship,No separate applicant deadline verified beyond the January 15 program deadline,"Will a Fall 2027 offer guarantee renewable stipend, full tuition, mandatory fees, health insurance, and summer support?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://www.uab.edu/cas/computerscience/graduate-programs/doctoral-program,stage3src:be56556f4cffbe139ebc,stage3src:5065660ed38a58088448|stage3src:1c65897cea61f9ea6783|stage3src:0c2c1d9127c9dea8af4a,stage3src:0c2c1d9127c9dea8af4a,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19359011007,Concordia University,Canada,canada,advance_to_stage_3,conditional,"Concordia's thesis MASc accepts a relevant bachelor's and the applicant has a viable English-exemption route, but funding is described as generally available to most thesis students rather than guaranteed; require a written net package.",Master of Applied Science in Software Engineering,MASc,Forty-five-credit thesis program with supervised software-engineering research and thesis defense,"Department of Computer Science and Software Engineering, Gina Cody School",Current; recurring U.S. and international Fall deadline is published,"Yes — software engineering, computer science, computer engineering, and related bachelor's preparation is accepted","Yes — U.S. and international deadlines, fees, and English-exemption countries are published",English,Three full years at an institution in the United States or Nigeria can qualify for exemption; Concordia retains discretion to request proof,Very high standing is required; no numeric minimum is published on the program page,"No published numeric floor bars the applicant, but very-high-standing competitiveness remains selective","Relevant bachelor's preparation in software engineering, computer science, computer engineering, or a related discipline",Departmental thesis-program review of preparation and research alignment,Supervisor fit is material for thesis work; a prior written supervisor commitment is not stated as an application prerequisite,"March 1, 2027 inferred from the recurring U.S. and international Fall deadline; year must be confirmed",Recurring deadline; Fall 2027 is not explicitly labeled,100,CAD,No fee waivers are offered under the reviewed application instructions,Each selected program requires a complete application,Yes — a separate fee is required for each program application,Program-specific international tuition must be calculated with Concordia's estimator; no stable exact amount was published on the reviewed page,Not separately quantified in reviewed official evidence,"Admission-time package combining entrance awards, teaching assistantship, and/or research assistantship","Packages are generally available and offered to most research and thesis students, but not promised to every admit",Not published as a universal duration,"Eligibility, admission, merit, supervisor or department resources, and written offer terms",International thesis students are considered; award-specific rules apply,Not published as one universal MASc amount,CAD,Not guaranteed; offer and award terms control,Not verified,Not verified,Not verified,Automatic entrance graduate awards and thesis-program funding packages,Automatic entrance-award consideration occurs with the program application; no separate application is required,"What guaranteed stipend, tuition offset, mandatory-fee, health-insurance, and summer support will the admission offer provide?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://www.concordia.ca/academics/graduate/software-engineering-masc.html,stage3src:8c35d0d7476d9d8f8e18,stage3src:8c35d0d7476d9d8f8e18|stage3src:6cc2ddd9a51c3365d685|stage3src:afd4e8ca2c53991adfd3,stage3src:8c35d0d7476d9d8f8e18|stage3src:d4f95245456911dfb067,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19395535729,McMaster University,Canada,canada,advance_to_stage_3,retained,"The exact research route is current, the applicant meets the verified formal entry gate, and official evidence establishes a credible funding route; offer-specific terms remain explicit.",Master of Applied Science in Software Engineering,MASc,Research-intensive master's with supervised thesis,"Department of Computing and Software, Faculty of Engineering",Current; latest international application date is published,"Yes — a four-year honours degree in engineering, science, or an equivalent computing field is accepted","Yes — international deadline, fee, and English rules are published",English,TOEFL 88 or IELTS 6.5 with no section below 5.5; prior English-medium study may qualify with official institutional evidence,"B+ minimum, described as approximately 77–79%","Applicant 3.35 is plausibly above the formal B+ threshold, subject to McMaster's credential conversion and transcript review",Four-year honours preparation in engineering or science with appropriate computing background,Departmental academic review plus supervisor acceptance,A supervisor must accept the applicant for admission; research alignment and supervisor availability are decisive,"February 28, 2027 inferred from the latest published international date; cycle year must be confirmed",Latest department information checked 2026-09-11; Fall 2027 is not explicitly labeled,150,CAD,No applicant-specific waiver verified,Not verified in reviewed official evidence,Not verified in reviewed official evidence,International research-master's tuition is published by student status and term; exact Fall 2027 amount is not yet available,Health and dental and other supplementary fees apply; exact Fall 2027 total is not yet available,Department and supervisor scholarships and teaching-assistantship support,The department states that full-time MASc and MSc students receive funding,Twenty months,"Full-time registration, supervisor acceptance, satisfactory progress, duties where appointed, and written offer terms",The published full-time MASc funding statement does not exclude international students,Not published as one universal amount in the reviewed official FAQ,CAD,Net tuition coverage is not separately promised; package amount and charges must be reconciled in the offer,Not verified,Not verified as funded; health and dental charges may be opt-out eligible under plan rules,"Twenty-month funding duration implies multi-term support, but summer treatment must be confirmed in the offer",Department and supervisor scholarships and teaching assistantships,No separate scholarship deadline verified; funding is tied to admission and supervisor acceptance,"What is the guaranteed twenty-month net package after international tuition, mandatory fees, health coverage, and summer registration costs?",pass,pass,pass,pass,pass,yes,Funded Application Candidate,https://www.eng.mcmaster.ca/cas/degree-options/software-engineering-masc/,stage3src:b302b7449763760c3bcc,stage3src:b302b7449763760c3bcc|stage3src:53bafd2cc8a6106c5b1d|stage3src:d2cd46fc25cf84160527|stage3src:9225f496c15a03f7a612,stage3src:53bafd2cc8a6106c5b1d|stage3src:9225f496c15a03f7a612,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-thesis-based-in-computer-science-software-engineering-specialization,ca:dli:O18886830282:program:thesis-or-research-master-s:msc-thesis-based-in-computer-science-software-engineering-specialization,ca:dli:O18886830282,University of Calgary,Canada,canada,advance_to_stage_3,monitor,"The exact specialization requires at least three years of relevant software-industry experience after the bachelor's degree; an applicant graduating in May 2027 cannot meet that requirement for Fall 2027, despite a verified two-year funding floor.",MSc (Thesis-based) in Computer Science — Software Engineering specialization,MSc,Thesis-based computer-science master's with supervised software-engineering research,"Department of Computer Science, Faculty of Science",Current exact specialization and admissions requirements are published,A four-year computer-science bachelor's is accepted only with at least three years of relevant industry experience after the degree for this specialization,"Yes — international deadlines, fees, and funding treatment are published",English,Graduate English-proficiency policy applies; the applicant's U.S. bachelor's exemption must be confirmed,3.0/4.0 over the final two full-time years,"Applicant's recent two-year GPA above 3.5 appears to clear the numeric floor, subject to official calculation",Four-year computer-science degree plus the specialization's post-degree software-industry experience requirement,Departmental review with supervisor capacity and exact specialization requirements,Supervisor review is part of the admissions process; applicant should establish research alignment,"July 1, 2027 inferred from the current international final deadline, with documents due July 15; year must be confirmed",Current recurring dates checked 2026-09-11; Fall 2027 is not explicitly labeled,145,CAD,No applicant-specific waiver verified,Not verified in reviewed official evidence,Not verified in reviewed official evidence,International thesis-program tuition is charged separately from the funding floor; exact Fall 2027 amount is not yet published,Not separately quantified for Fall 2027,Departmental minimum funding plus international differential-fee award,"The department guarantees at least CAD 24,000 per year for two years to thesis MSc students and states an international differential-fee award",Two years,"Thesis admission, satisfactory progress, supervisor and program terms, and continued eligibility",International thesis students are included and receive the stated differential-fee award,24000 per year minimum,CAD,International differential-fee award stated; complete tuition offset must be confirmed,Not verified,Not verified,"Annual two-year minimum suggests year-round support, but payment schedule must be confirmed",International tuition differential-fee award,Most funding decisions are made in February and March; no separate automatic-award application deadline was found,This route is ineligible for Fall 2027 because the required three years of post-bachelor's industry experience cannot be completed in time.,pass,not_met,pass,pass,pass,no,Monitor — Not Faculty-Review Ready,https://calendar.ucalgary.ca/programs/CPSCSEMSCT/admissions-cMwRI,stage3src:a7c707415b241cf5feca,stage3src:a7c707415b241cf5feca|stage3src:dea07178ae7a3ae596f8,stage3src:dea07178ae7a3ae596f8,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,ca:dli:O19425660270:program:thesis-or-research-master-s:master-of-applied-science-in-software-systems-engineering,ca:dli:O19425660270:program:thesis-or-research-master-s:master-of-applied-science-in-software-systems-engineering,ca:dli:O19425660270,University of Regina,Canada,canada,advance_to_stage_3,monitor,"The GPA route is viable, but every MASc applicant needs an identified accredited Software Systems Engineering supervisor and an engineering-background/WES review; the official pages list support mechanisms without guaranteeing a package.",Master of Applied Science in Software Systems Engineering,MASc,Thirty-credit research master's with thesis,"Software Systems Engineering, Faculty of Engineering and Applied Science",Current research MASc route,"Yes — a four-year bachelor's is required, subject to engineering background and deficiency review",Yes — international credentials and English routes are published; engineering applicants with international credentials require WES ICAP,English,English evidence is required unless prior university instruction satisfies the published exemption route; applicant-specific confirmation remains necessary,70% or 2.67/4.0 overall; a 75% final-two-year route may also qualify,"Applicant 3.35 clears the stated overall floor, subject to WES and university conversion",Four-year degree with preparation acceptable to Software Systems Engineering; deficiencies may be assigned,Faculty review requiring an identified accredited Software Systems Engineering supervisor,Mandatory — all MASc applicants must identify an accredited Software Systems Engineering supervisor willing to supervise,"January 31, 2027 inferred from the current Engineering Fall deadline; year must be confirmed",Recurring current date; Fall 2027 not explicitly labeled,125,CAD,No applicant-specific waiver verified,Not verified in reviewed official evidence,Not verified in reviewed official evidence,International graduate tuition applies; exact Fall 2027 thesis-program amount was not verified,Not separately quantified in reviewed official evidence,"Competitive scholarships, teaching assistantships, and supervisor research grants","Support mechanisms are listed, but no MASc-wide funding guarantee is published",Award- and appointment-specific,"Supervisor and faculty selection, merit, grant availability, duties, and satisfactory progress",International applicants may be considered subject to award and employment rules,Not published as one guaranteed MASc amount,CAD,Not verified,Not verified,Not verified,Not verified,"Graduate Scholarship Base Fund, entrance awards, teaching assistantships or fellowships, and supervisor research grants","Graduate Awards Portal competitions run September 1–29, February 1–28, and May 1–30; award-specific rules control","Will an accredited SSE supervisor accept the applicant and fund a package that covers international tuition, fees, health insurance, and summers?",pass,resolvable_question,resolvable_inquiry,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.uregina.ca/academics/programs/engineering/masters-phd-software-systems-engineering.html,stage3src:b1edff79caedcd3c3060|stage3src:92789141eba20c247379,stage3src:92789141eba20c247379|stage3src:d4e7578f18e441fb588a|stage3src:fc78c37180f4387d9b33|stage3src:3ceab1d962e42bfa063b,stage3src:b1edff79caedcd3c3060|stage3src:3ceab1d962e42bfa063b,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,ror:01c1w6d29:program:thesis-or-research-master-s:m-sc-international-software-systems-science,ror:01c1w6d29:program:thesis-or-research-master-s:m-sc-international-software-systems-science,ror:01c1w6d29,University of Bamberg,Germany,europe,advance_to_stage_3,monitor,"Eligibility depends on German-grade conversion, a detailed 115-ECTS subject map, B2 English, and possibly GRE or GATE thresholds; no program-level living-cost funding route was verified.",M.Sc. International Software Systems Science,MSc,"Research-oriented 120-ECTS master's including seminar, project, and master's thesis",Faculty of Information Systems and Applied Computer Sciences,Current English-taught master's route,Yes — a relevant 180-ECTS bachelor's may qualify after detailed subject-credit assessment,"Yes — non-EU evaluation, fee, and longer processing guidance are published",English,"B2 English, including IELTS 6.5 or TOEFL 90 routes; applicant's exact evidence path must be confirmed",German grade 2.0 or better; some foreign credentials with converted grade worse than 1.5 also trigger GRE or GATE thresholds,Applicant's 3.35 cannot be classified until Bamberg converts the credential to the German scale,"At least 115 ECTS across specified mathematics, programming, systems, and computer-science areas","Formal credential, grade, subject-credit, language, and conditional standardized-test assessment",No prior supervisor commitment is published as mandatory for application,"July 15, 2027 inferred from the recurring winter-semester deadline; allow at least ten weeks for non-EU evaluation",Recurring deadline; Winter 2027/28 is not explicitly labeled,60,EUR,No exceptions or discounts are published for the non-EU evaluation fee,Multiple applications in the same semester incur the fee only once,No — one evaluation fee covers multiple applications in the same semester; a later-semester reapplication requires payment again,No tuition fees are charged,A semester contribution applies; exact future amount was not verified,No program-level stipend or living-cost package was verified,Unverified for general international master's living support,Not applicable for an unverified package,External scholarship rules would control,No applicant-eligible program package established,No verified program stipend,EUR,No tuition is charged; this is not a living-cost award,No verified coverage,No verified coverage,No verified coverage,No applicant-eligible program scholarship verified,Not applicable for an unverified program package,"Will Bamberg accept the converted grade and 115-ECTS subject map without an unattainable GRE or GATE condition, and how will living costs be funded?",pass,resolvable_question,unverified,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.uni-bamberg.de/en/ma-isosysc/,stage3src:aefa6180d7bb6c3ceef4,stage3src:f12bb7ef37b805709ef7|stage3src:15a48dc3a83d77bd17c6|stage3src:9448bfbbe58b2e0190db,stage3src:9448bfbbe58b2e0190db,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
2.0,ror:05n911h24:program:thesis-or-research-master-s:m-sc-computer-science,ror:05n911h24:program:thesis-or-research-master-s:m-sc-computer-science,ror:05n911h24,Technische Universität Darmstadt,Germany,europe,advance_to_stage_3,monitor,"Admission requires a 60-ECTS competence match and may require an entrance examination, while C1 English or the U.S. bachelor's evidence still needs formal confirmation; no general program living-cost funding was verified.",M.Sc. Computer Science,MSc,English-taught 120-CP research master's with a 30-CP master's thesis,Department of Computer Science,Current English-taught master's route,Yes — a 180-CP computer-science-related bachelor's may qualify after competence mapping,Yes — international master's application requirements are published,English,"C1 English, including TOEFL 95 or IELTS 7; a fully English-taught bachelor's can satisfy the requirement if officially documented",No GPA cutoff is used on the reviewed department admissions page,Applicant is not barred by a published GPA floor; curriculum equivalency controls,At least 60 ECTS equivalent to specified Darmstadt computer-science competencies,Formal competence assessment with a possible entrance examination; professional experience is not substituted,No prior supervisor commitment is published as mandatory,"July 15, 2027 inferred from the recurring winter-semester deadline; hard-copy documents must arrive by the deadline",Current recurring deadline; Winter 2027/28 is not explicitly labeled,Not verified in reviewed official evidence,EUR,Not verified in reviewed official evidence,Only one of the department's English-taught computer-science master's programs may be selected per admission period,Not verified in reviewed official evidence,No program tuition amount was established on the reviewed official pages,EUR 402.68 semester contribution for Winter 2026/27; future amount may change,No general Computer Science MSc stipend was verified; limited university scholarships have separate eligibility,Unverified for general international master's living support,Not applicable for an unverified program package,Any external or limited university scholarship has its own eligibility and selection rules,No general applicant-eligible program package established,No verified program stipend,EUR,No verified award coverage,No verified coverage,No verified coverage,No verified coverage,A limited equal-opportunity international scholarship is published but is not a general admission package,Not applicable to a general unverified program package,"Will the 60-ECTS competence map and English-medium U.S. bachelor's satisfy admission without an entrance exam, and how will living costs be funded?",pass,resolvable_question,unverified,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.informatik.tu-darmstadt.de/studium_fb20/im_studium/studiengaenge_liste/computer_science_msc.en.jsp,stage3src:5bd33a80f9e58fa64365,stage3src:5bd33a80f9e58fa64365|stage3src:e6d89a5f2f1150e7cc7f|stage3src:bedc19d74a370aca6a2b,stage3src:11a8d58da705205ab6a6,high,data/processed/pass2/stage_02_reentry_05_candidates.csv|data/processed/pass2/stage_02_reentry_05_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_05.json,2026-09-10
