schema_version,candidate_program_id,verified_program_id,institution_id,institution_name,country,region,candidate_funnel_status,verification_status,status_reason,exact_degree_program_name,degree_type,research_requirement,department,current_program_status,bachelors_entry_eligibility,international_student_eligibility,language_of_instruction,english_requirement_and_waiver,minimum_gpa,minimum_gpa_application,prerequisite_coursework,admissions_model,faculty_contact_expectation,fall_2027_deadline,deadline_cycle_label,application_fee,fee_currency,fee_waiver_rules,simultaneous_application_rules,separate_fees_required,tuition,mandatory_fees,funding_model,funding_status,funding_duration,funding_conditions,funding_international_eligibility,stipend_amount,stipend_currency,tuition_coverage,mandatory_fee_coverage,health_insurance_coverage,summer_coverage,named_scholarships,scholarship_deadlines,largest_unresolved_question,relevant_route_gate,eligibility_gate,funding_gate,degree_structure_gate,same_university_dominance_gate,faculty_review_ready,application_positioning,official_program_url,program_source_ids,admissions_source_ids,funding_source_ids,evidence_confidence,source_record_paths,verified_at
2.0,us:ipeds:183044:program:phd:computer-science-ph-d,us:ipeds:183044:program:phd:computer-science-ph-d,us:ipeds:183044,University of New Hampshire-Main Campus,United States,us,advance_to_stage_3,conditional,"The applicant's U.S. computer science bachelor's satisfies the published degree route, but the program's full-funding consideration language does not establish an award or its net coverage.","Computer Science, Ph.D.",PhD,Faculty-mentored doctoral research producing original publications and a dissertation,"Department of Computer Science, College of Engineering and Physical Sciences",Current official program and faculty pages checked 2026-09-11,Yes — the doctoral route is available to appropriately prepared bachelor's graduates,"Yes, subject to graduate credential and English requirements",English,International English rules apply; treatment of the applicant's U.S. bachelor's must be confirmed by Graduate Admissions,No separate numeric doctoral floor was published on the official pages checked,The applicant's 3.35 GPA proceeds to holistic review; no published numeric conflict was found,Computer science preparation is expected; exact transcript and breadth mapping remain admission-specific,Graduate application and department review followed by faculty mentorship,A prior supervisor commitment is not published as mandatory; research alignment is expected,"Recurring program page lists January 1 for special funding, March 1 for full funding, and April 1 final Fall consideration; confirm the 2027 cycle",Recurring dates on current page checked 2026-09-11; Fall 2027 not explicitly labeled,Not published on the official program pages checked,USD,Not published on the official program pages checked,Not published,Not published,Exact Fall 2027 doctoral tuition not verified,Not verified as covered,Competitive full-funding opportunities associated with the doctoral admissions cycle,"Full-funding consideration dates are published, but no program-wide award guarantee or package was found",Not published,Competitive selection and continued satisfactory progress; exact duties and renewal rules not published,No categorical international exclusion was found,Not published,USD,Full-funding opportunity referenced; exact remission not published,Not published,Not published,Not published,Program full-funding opportunities; specific award names not published,January 1 and March 1 recurring funding-consideration dates; confirm Fall 2027,"Will UNH offer this applicant renewable year-round support covering tuition, mandatory fees, insurance, stipend, and summer?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://www.unh.edu/program/doctor-philosophy/computer-science,stage3src:88e8a9ccb667b43562e5,stage3src:88e8a9ccb667b43562e5,stage3src:88e8a9ccb667b43562e5,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,us:ipeds:178396:program:phd:phd-in-computer-science,us:ipeds:178396:program:phd:phd-in-computer-science,us:ipeds:178396,University of Missouri-Columbia,United States,us,advance_to_stage_3,conditional,"The applicant has the relevant bachelor's preparation, but official language says assistantships are available rather than guaranteed and omits offer-level net coverage.",PhD in Computer Science,PhD,Computer science doctoral study with advanced research and dissertation work,David L. Payne Department of Electrical Engineering and Computer Science,"Current official catalog, degree, and research pages checked 2026-09-11",Yes — the PhD is an available graduate route for relevant computer science preparation,"Yes, subject to university credential and English requirements",English,International English rules apply; waiver treatment of the applicant's U.S. degree requires confirmation,No separate numeric PhD floor was verified on the captured official pages,The applicant's 3.35 GPA has no verified formal conflict and remains subject to holistic review,"Foundational algorithms, systems, programming, and computing preparation are expected; exact transcript mapping remains unresolved",Departmental PhD review through the graduate application,No prior faculty commitment was published as mandatory; advisor fit matters for research and RA support,Not yet published on the official pages checked,Current catalog checked 2026-09-11; Fall 2027 date unresolved,Not verified on the official department pages checked,USD,Not verified,Not verified,Not verified,Exact Fall 2027 doctoral tuition not verified,Not verified as covered,"Department teaching assistantships and faculty research assistantships, especially for PhD students","Official assistantship routes exist, but selection and coverage are not guaranteed",Not published,"Department or faculty selection, duties, available funds, and satisfactory progress",No categorical international exclusion was found for ordinary TA/RA support; citizenship-limited CyberCorps is not relied upon,Not published for ordinary assistantships,USD,Not published for ordinary assistantships on the pages checked,Not published,Not published,Not published,EECS Fellowship and assistantships; citizenship-limited CyberCorps excluded from the applicant's route,Not verified for Fall 2027,"Will Mizzou issue an international-eligible assistantship with renewable tuition, fee, insurance, stipend, and summer coverage?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://catalog.missouri.edu/collegeofengineering/computerscience/,stage3src:f3af282002e310037f4f,stage3src:f3af282002e310037f4f,stage3src:f3af282002e310037f4f,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,us:ipeds:240453:program:phd:computer-science-phd,us:ipeds:240453:program:phd:computer-science-phd,us:ipeds:240453,University of Wisconsin-Milwaukee,United States,us,advance_to_stage_3,conditional,"The applicant fits the related bachelor's entry route, but merit-based assistantships are decided after admission and the page says many, not all, doctoral students receive them.",Computer Science PhD,PhD,"Flexible doctoral study with research proposal, original dissertation, and defense","Department of Computer Science, College of Engineering and Applied Science","Current official program, catalog, and research pages checked 2026-09-11",Yes — related bachelor's and master's applicants have published entry avenues,"Yes, subject to Graduate School credential and English requirements",English,International English requirements apply; U.S.-degree waiver treatment requires confirmation,No separate numeric program floor was verified on the official pages checked,The applicant's 3.35 GPA has no published formal conflict and remains subject to merit review,Related computing preparation and an appropriate study plan are required; exact transcript mapping remains unresolved,"Program merit admission rather than direct advisor admission, followed by major-professor selection","No pre-admission professor commitment is required, but a qualified major professor must become available",Not yet published on the official pages checked,Current pages checked 2026-09-11; Fall 2027 date unresolved,Not verified on the official program pages checked,USD,Not verified,Not verified,Not verified,Exact Fall 2027 tuition not verified,Not verified as covered,"Merit-based teaching assistantships, research assistantships, and fellowships decided after admission","Many doctoral students receive support, but there is no universal published guarantee",Continued support requires good standing and at least six credits; total duration is not published,"Post-admission merit decision, good academic standing, minimum enrollment, and assigned duties",No categorical international exclusion was found; TA English-employment conditions may apply,Not published,USD,Assistantships help fund study; exact remission was not published on the current page,Not published,Not published,Not published,"Teaching assistantships, research assistantships, and fellowships",Not verified for Fall 2027,"Will UWM award and renew an assistantship that covers full tuition, fees, insurance, stipend, and summer for this applicant?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://uwm.edu/engineering/academics/computer-science-phd/,stage3src:8bb37dedcf26df8c72d7,stage3src:8bb37dedcf26df8c72d7,stage3src:8bb37dedcf26df8c72d7,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,us:ipeds:145725:program:phd:computer-science-ph-d,us:ipeds:145725:program:phd:computer-science-ph-d,us:ipeds:145725,Illinois Institute of Technology,United States,us,advance_to_stage_3,conditional,"The applicant meets the published computer science bachelor's and F-1 route, while the current tuition-and-stipend opportunity is competitive, faculty-controlled, and not confirmed for Fall 2027.",Computer Science (Ph.D.),PhD,Qualifying and comprehensive examinations followed by original dissertation research and defense,"Department of Computer Science, College of Computing",Current official 2026-27 program and February 2026 faculty funding pages checked 2026-09-11,Yes — a bachelor's-entry doctoral structure is published,Yes — the on-campus program states that it meets F-1 visa requirements,English,"Published TOEFL, PTE, or IELTS route applies unless an institutional waiver is granted; U.S.-degree treatment requires confirmation",No separate numeric GPA floor was verified on the program page,The applicant's 3.35 GPA has no published formal conflict; holistic committee review still applies,"Computer science bachelor's preparation or related graduate preparation; exact algorithms, systems, and theory mapping remains unresolved",Department admissions committee; faculty interest may inform later funded-lab consideration,Prior contact is welcomed for the current faculty opportunity but does not control committee admission,Faculty page lists recurring January 31 for Fall starts; confirm the 2027 cycle and funding slot,Recurring faculty-page dates checked 2026-09-11; program Fall 2027 cycle not yet labeled,Not verified on the official pages checked,USD,Not verified,Not verified,Not verified,Exact Fall 2027 tuition not verified,Not verified as covered,Competitive faculty-funded PhD position plus other possible department assistantships,"A current faculty opportunity covers tuition and stipend for domestic and international students, but Fall 2027 availability is unconfirmed",Not published,"Program admission, faculty selection, research fit, technical preparation, and available funding",The current faculty page explicitly includes international applicants,Not published,USD,Tuition covered under the current faculty opportunity,Not published,Not published,Not published,Nik Sultana funded PhD opportunity,Recurring January 31 for Fall; confirm 2027 availability,"Will the advertised faculty funding slot remain open for Fall 2027 with renewable stipend, tuition, fees, insurance, and summer coverage?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://www.iit.edu/academics/programs/computer-science-phd,stage3src:5a88c160514d43563197,stage3src:5a88c160514d43563197|stage3src:0552edc102af627e0322,stage3src:0552edc102af627e0322,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,us:ipeds:185828:program:phd:ph-d-computer-science,us:ipeds:185828:program:phd:ph-d-computer-science,us:ipeds:185828,New Jersey Institute of Technology,United States,us,advance_to_stage_3,retained,"The exact research route is current, the applicant meets the verified formal entry gate, and official evidence establishes a credible funding route; offer-specific terms remain explicit.",Ph.D. Computer Science,PhD,"Research-oriented qualifying examination, dissertation committee and proposal, sustained original research, and defense","Department of Computer Science, Ying Wu College of Computing",Current official degree and department funding pages checked 2026-09-11,Yes — a relevant accredited bachelor's degree is a published entry route,"Yes, subject to credential and English requirements",English,English proficiency is required; treatment of the applicant's U.S. bachelor's requires confirmation,No separate numeric program floor was published on the pages checked,The applicant's 3.35 GPA has no verified formal conflict and remains subject to superior-background committee review,A superior background in computer science theory and practice or a closely related area is expected; exact transcript mapping remains unresolved,Department committee admission followed by sustained advisor-supervised research,No prior advisor commitment is published as mandatory; research fit is part of doctoral review,December 15 recurring deadline for Fall funding consideration; confirm the Fall 2027 cycle,Recurring funding deadline on current page checked 2026-09-11; Fall 2027 not explicitly labeled,Not verified on the official department pages checked,USD,Not verified,Not verified,Not verified,Exact Fall 2027 tuition not verified,Not itemized on the department funding page,Competitive research or teaching assistantships with stipend and tuition support,The department reports that nearly all enrolled PhD students are fully supported,Not published on the current pages,"Timely funding consideration, department or faculty selection, duties, and satisfactory progress",International applicants are eligible for admission and no assistantship citizenship exclusion is published,Competitive stipend; exact current amount not published,USD,Full support is described for nearly all enrolled PhD students; exact remission terms require the offer,Not published,Not published,Not published,Research assistantships and teaching assistantships,December 15 recurring Fall funding-consideration deadline,"What exact duration, stipend, tuition, mandatory-fee, health-insurance, and summer terms would NJIT put in this applicant's offer?",pass,pass,pass,pass,pass,yes,Funded Application Candidate,https://www.njit.edu/academics/degree/phd-computer-science,stage3src:f3431faa468ee81c003d,stage3src:f3431faa468ee81c003d|stage3src:ccb9f08b14e470d16eff,stage3src:f3431faa468ee81c003d|stage3src:ccb9f08b14e470d16eff,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,us:ipeds:129020:program:phd:computer-science-and-engineering-phd,us:ipeds:129020:program:phd:computer-science-and-engineering-phd,us:ipeds:129020,University of Connecticut,United States,us,advance_to_stage_3,conditional,"The applicant has the relevant bachelor's background and an explicit English route, but RA, TA, and fellowship mechanisms are competitive and no program-wide package is guaranteed.",Computer Science and Engineering (PhD),PhD,Doctoral coursework and research culminating in an original dissertation,"School of Computing, College of Engineering",Current official graduate catalog and School of Computing funding page checked 2026-09-11,Yes — the doctorate does not publish a master's as mandatory for entry,"Yes, subject to credential and English requirements",English,The program publishes B2-level English evidence routes; waiver treatment of a U.S. bachelor's requires confirmation,No separate numeric program floor was verified on the official pages checked,The applicant's 3.35 GPA has no published formal conflict and remains subject to committee review,Computer science and engineering foundations are expected; exact transcript and security/systems breadth mapping remain unresolved,School doctoral admissions followed by faculty-mentored research,No prior faculty commitment was published as mandatory; faculty grant fit controls many RAs,Not yet published on the official pages checked,Current catalog checked 2026-09-11; Fall 2027 date unresolved,Not verified on the official school pages checked,USD,Not verified,Not verified,Not verified,Exact Fall 2027 tuition not verified,Not verified as covered,"Faculty-grant research assistantships, teaching assistantships, and competitive school fellowships","RAs are described as the most common support, but availability and an individual package are not guaranteed",Not published,"Faculty grant availability, research fit, TA English eligibility, duties, and satisfactory progress",No general citizenship exclusion is published; specific fellowships may impose separate conditions,Not published on the School page,USD,Not published on the School page,Not published,Not published,Not published,"Research assistantships, teaching assistantships, Taylor L. Booth Fellowship, predoctoral fellowships",Not verified for Fall 2027,"Can a verified-fit UConn advisor or the School confirm a renewable international package covering tuition, fees, insurance, stipend, and summer?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://catalog.uconn.edu/graduate/degree-programs/computer-science-engineering-phd/,stage3src:e9d67b6f9dffdf55241a,stage3src:e9d67b6f9dffdf55241a|stage3src:61ca48715dbc67e830a2,stage3src:61ca48715dbc67e830a2,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,ca:dli:O19359201210:program:thesis-or-research-master-s:ma-trise-en-g-nie-logiciel-profil-avec-m-moire,ca:dli:O19359201210:program:thesis-or-research-master-s:ma-trise-en-g-nie-logiciel-profil-avec-m-moire,ca:dli:O19359201210,École de technologie supérieure,Canada,canada,advance_to_stage_3,monitor,"The research profile is relevant, but English-based admission requires a supervisor commitment and French-course condition, while the limited tuition exemption leaves base tuition and living costs uncovered.",Maîtrise en génie logiciel — profil avec mémoire (M.Sc.A.),Thesis or research master's,Full-time 45-credit research profile with a 30-credit supervised thesis,Département de génie logiciel et des technologies de l'information,Current official program and international tuition-exemption pages checked 2026-09-11,"Potentially — computing, engineering, applied-science, or otherwise relevant preparation may qualify; formal equivalency remains unresolved",Yes — an international admission and exemption route is published,"French and English for the M.Sc.A. research profile, subject to supervisor and language conditions","English-based admission requires English evidence, a professor's agreement to supervise, and completion of a three-credit university French course",3.0 on the ÉTS 4.3 scale or equivalent,Applicant GPA is on a 4.0 scale; no unsupported conversion to the 4.3 threshold was made,"Engineering, computer science, applied science with computing, or sufficient relevant knowledge; bridging may be imposed","Program admission with supervisor-dependent research profile, especially for English-based admission",A supervisor must be secured for English-based admission and a research topic must be identified early,Program page lists recurring Autumn admission and directs international applicants to separate deadlines; exact Fall 2027 date not verified,Current page checked 2026-09-11; Fall 2027 international date unresolved,Not verified,CAD,Limited supplemental-tuition exemption is automatically considered; no application and no guarantee,Not verified,Not verified,International tuition applies unless a limited supplemental-fee exemption is awarded,Not verified,Potential supervisor support and limited international supplemental-tuition exemption,No credible full tuition-and-living package was verified,Exemption follows institutional quota and study eligibility; support duration not established,"Admission, international fee-paying status, institutional selection, available quota, and research supervision",International master's students may be considered for the exemption,No program-wide stipend verified,CAD,Possible exemption from supplemental international tuition only; base tuition remains,Not published,Not published,Not published,MES supplemental-tuition exemption; professor bursaries may exist,Automatic institutional consideration; Fall 2027 timing not published,"Can an eligible software-engineering supervisor accept the applicant and provide a package that covers base tuition, fees, insurance, and living costs beyond the limited exemption?",pass,resolvable_question,unverified,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.etsmtl.ca/programmes-formations/maitrise-genie-logiciel,stage3src:6da7d308d651ed2d78a0,stage3src:6da7d308d651ed2d78a0|stage3src:a0ed5916e21706f6273a,stage3src:a0ed5916e21706f6273a,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,ca:dli:O19359011159:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-avec-m-moire,ca:dli:O19359011159:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-avec-m-moire,ca:dli:O19359011159,Université du Québec à Rimouski,Canada,canada,advance_to_stage_3,monitor,"The international-open thesis route is current, but degree, language, and supervisor details remain unresolved and the CAD 5,000 award cannot establish full tuition-and-living viability.",Maîtrise en informatique — profil recherche avec mémoire,Thesis or research master's,Research profile culminating in a supervised master's thesis,Unité départementale des sciences exactes et appliquées,Current official program and graduate research scholarship pages checked 2026-09-11,Potentially — a relevant first-cycle degree route exists; exact credential and coursework equivalency remain unresolved,Yes — the program is explicitly open to international applications,French unless an approved arrangement states otherwise; exact completion-language rule not verified,English-only completion was not established; French-language evidence may be required,Not verified on the official program page captured,Applicant GPA cannot be mapped until the program publishes or confirms its applicable scale and threshold,Relevant computing preparation expected; exact course mapping not published on the captured page,Program admission to professional or research profile; supervisor process for the thesis route requires confirmation,A thesis supervisor is expected; whether agreement is required before application was not verified,"Not yet published; the program lists Autumn, Winter, and Summer admission",Current page checked 2026-09-11; exact Fall 2027 deadline unresolved,Not verified,CAD,No application-fee waiver rule verified,Not verified,Not verified,International tuition not verified,Not verified,Competitive graduate research awards and possible limited supplemental-tuition exemption,Only partial competitive support was verified; no full net-cost route was established,"CAD 5,000 award timing and any renewal beyond the competition are not established","Full-time thesis or substantial research registration, academic merit, research proposal, and competitive selection","The research award considers external transcripts, but exact international eligibility and exemption rules require confirmation","CAD 5,000 research excellence award when selected",CAD,No full tuition coverage verified,Not published,Not published,Not published,Bourses d'excellence en recherche (maîtrise) de l'UQAR,Competition timing listed as to be determined on the page checked,"Can UQAR confirm French/English completion rules, supervisor entry requirements, and a funding package sufficient for international tuition and living costs?",pass,resolvable_question,unverified,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.uqar.ca/programmes-domaines-detudes/maitrise-en-informatique/,stage3src:b65e4f74949f41ae1486,stage3src:b65e4f74949f41ae1486,stage3src:558f9d56ef066f3f00d5,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,ca:dli:O19021279692:program:thesis-or-research-master-s:msc-in-applied-science-computing-science-research-field,ca:dli:O19021279692:program:thesis-or-research-master-s:msc-in-applied-science-computing-science-research-field,ca:dli:O19021279692,Saint Mary’s University,Canada,canada,advance_to_stage_3,conditional,"The thesis program publishes a typical full-time MSc stipend range, but the applicant must first identify a suitable Computing Science supervisor and confirm degree eligibility and net international coverage.",MSc in Applied Science — Computing Science research field,Thesis or research master's,"Two-year thesis-based degree with coursework, supervised research, committee review, thesis, and defense","Faculty of Science, Applied Science Graduate Program with Mathematics and Computing Science field",Current official prospective-student page and program guide checked 2026-09-11,Potentially — relevant science or computing preparation may qualify; exact degree and course mapping require program confirmation,No categorical international exclusion was published; university international requirements apply,English,University graduate English rules apply; treatment of the applicant's U.S. bachelor's requires confirmation,No exact program admission floor was verified on the pages checked; a separate provincial scholarship uses 3.7/4.3 and is not treated as the program floor,The applicant's 3.35 GPA needs program-specific admissibility review; no unsupported scale conversion was made,Relevant computing/science preparation and an approved research plan; exact course prerequisites require supervisor and program review,Supervisor-first research admission; applicants should not apply until a faculty member agrees to supervise,Mandatory — a willing supervisor must be identified before application,Not yet published on the official pages checked,Current program page and September 2024 guide checked 2026-09-11; Fall 2027 date unresolved,Not verified,CAD,Not verified,Not verified,Not verified,International tuition and its deduction from support require confirmation,Not itemized in the program guide excerpt,"Graduate-school allocation, supervisor research funds, and teaching assistantships for full-time MSc students","Official guide reports typical full-time MSc stipends of CAD 18,600 to 25,000 per year; individual composition and net value require confirmation",Typical annual support; exact two-year renewal and conditions must be confirmed,"Full-time status, supervisor funding, assigned TA work, satisfactory progress, and program allocations",No categorical international exclusion was identified; exact international tuition deduction and employment eligibility remain unresolved,"Typical CAD 18,600 to 25,000 per year for full-time MSc students",CAD,Tuition remission is not separately guaranteed; tuition may be charged against the support package,Not published,Not published,"Annual stipend range is published, but summer payment schedule requires confirmation","Applied Science program funding, supervisor research support, and teaching assistantships",Not verified for Fall 2027,Will a Computing Science supervisor accept the applicant and confirm a two-year international package whose post-tuition value is adequate?,pass,resolvable_question,pass,pass,pass,yes,Outreach Before Decision,https://www.smu.ca/faculty-of-science/master-in-applied-science-future-students.html,stage3src:782a3a1eba10f5352357|stage3src:d3401a948cc812bc0781,stage3src:782a3a1eba10f5352357|stage3src:d3401a948cc812bc0781,stage3src:d3401a948cc812bc0781,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
2.0,ror:033vfbz75:program:thesis-or-research-master-s:master-s-programme-in-software-engineering,ror:033vfbz75:program:thesis-or-research-master-s:master-s-programme-in-software-engineering,ror:033vfbz75,Mälardalen University,Sweden,europe,advance_to_stage_3,monitor,"The exact English two-year thesis route is strong, but the applicant's mathematics and computing credits require formal mapping and the selective tuition-only scholarship leaves living costs unfunded.",Master's Programme in Software Engineering,Thesis or research master's,Two-year 120-credit program with research methods and a 30-credit master's thesis,"School of Innovation, Design and Engineering",Autumn 2026 official program page and Autumn 2027 scholarship notice checked 2026-09-11,"Potentially — a three-year bachelor's with specified computer science/computer engineering, programming, and mathematics credits is required",Yes — international fee-paying admission and scholarship routes are published,English,English 6 or published TOEFL/IELTS equivalents are required; U.S.-degree treatment requires confirmation,No numeric GPA floor published; selection is by university credits,Applicant GPA is not the only gate; exact subject-credit eligibility controls formal admission,"At least 60 credits in computer science or computer engineering including 15 programming credits, plus 22.5 mathematics/applied-mathematics credits",Central Swedish master's application with program eligibility and university-credit selection,No prior thesis supervisor commitment is published as an admission requirement,Autumn 2027 scholarship application opens mid-October 2026; program application deadline must be confirmed when the cycle opens,Autumn 2026 program and Autumn 2027 scholarship pages checked 2026-09-11,Swedish central application fee not verified on the program page,SEK,No application-fee waiver verified,Swedish central application permits ranked choices; exact choice limits and fee treatment require confirmation,Not verified,"SEK 135,000 annually and SEK 270,000 total on the Autumn 2026 program page",Not separately itemized,Limited Mälardalen University first-choice scholarship covering tuition only,"Potential 100% tuition scholarship, but competitive selection and no living-cost support prevent a credible full-cost finding",Program duration if normal study progress is maintained,"Fee-paying status, MDU as first choice, complete documents, scholarship selection, and minimum study progress",Fee-paying international master's applicants may compete,No living stipend,SEK,Up to 100% tuition when selected,Not published,Not published,No living support,Mälardalen University scholarship programme,Autumn 2027 competition opens mid-October 2026; exact closing date not yet published,"Does the applicant meet the exact mathematics and computing-credit gate, and how would living costs be funded even if the full-tuition scholarship is won?",pass,resolvable_question,unverified,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.mdu.se/en/malardalen-university/education/international/programme/masters-programme-in-software-engineering,stage3src:86d8a39fa660d0f7cfa7,stage3src:86d8a39fa660d0f7cfa7|stage3src:27cecfa8ff06e5b49e1c,stage3src:27cecfa8ff06e5b49e1c,high,data/processed/pass2/stage_02_reentry_15_candidates.csv|data/processed/pass2/stage_02_reentry_15_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_15.json,2026-09-11
