schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:18f66c1876f4ff8d8753,ca:dli:O19361109242:program:thesis-or-research-master-s:computer-science-msc-thesis-option,ca:dli:O19361109242,York University,admissions|eligibility|language|deadline|program,"Five-term thesis/project MSc, B+ requirement, language scores, and December 1, 2026 Fall deadline.",Electrical Engineering & Computer Science,York University Future Students,https://futurestudents.yorku.ca/graduate/programs/electrical-engineering-and-computer-science,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Fall 2027,high,official page checked,stage3re02:york:admissions,
2.0,stage3src:31597ca2de9d5cf35f12,ca:dli:O19361109242:program:thesis-or-research-master-s:computer-science-msc-thesis-option,ca:dli:O19361109242,York University,funding|fees,Full-time non-AI thesis/project MSc students are automatically considered for a five-term package with four TA terms and one summer RA; the package table includes international students and health benefits.,Financial Information & Awards,York University Electrical Engineering and Computer Science,https://lassonde.yorku.ca/eecs/academics/financial-information-awards/,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:york:funding,
2.0,stage3src:d7e1c056d945abf36d07,ca:dli:O19361109242:program:thesis-or-research-master-s:computer-science-msc-thesis-option,ca:dli:O19361109242,York University,program|admissions|eligibility|funding,"Current MSc thesis route, B+ last-two-years criterion, faculty-supervised research, guaranteed qualified-student funding language, and average international package.",Graduate Program in Computer Science,York University Lassonde School of Engineering,https://lassonde.yorku.ca/academics/graduate-program-in-computer-science,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:york:program,
2.0,stage3src:e21f40d4681839486eaf,ca:dli:O19361109242:program:thesis-or-research-master-s:computer-science-msc-thesis-option,ca:dli:O19361109242,York University,admissions|fees,Online graduate admission application fee is CAD 130.,Apply Now,York University Registrar's Office,https://www.registrar.yorku.ca/graduate/apply-now/,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:york:fee,
2.0,stage3src:3a0093b8c3b3180fc4ef,ca:dli:O19425660270:program:thesis-or-research-master-s:computer-science-msc-thesis-based,ca:dli:O19425660270,University of Regina,admissions|fees,CAD 125 fee for all applicants and separate application/fee for each program.,Graduate Studies Application Guide,University of Regina Faculty of Graduate Studies and Research,https://www.uregina.ca/graduate-studies-research/future-students/how-to-apply.html,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:regina:fee,
2.0,stage3src:90da65cdf60f02b26bad,ca:dli:O19425660270:program:thesis-or-research-master-s:computer-science-msc-thesis-based,ca:dli:O19425660270,University of Regina,funding|tuition|fees,"Internal award levels and durations, TA conditions, nationality limits on NSERC, and explicit non-guarantee/non-continuation of supervisor research support.",Financial Support and Tuition,University of Regina Department of Computer Science,https://www.uregina.ca/science/computer-science/graduate-programs/financial-support-and-tuition.html,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:regina:funding,
2.0,stage3src:c3d36b0185d61f4d771b,ca:dli:O19425660270:program:thesis-or-research-master-s:computer-science-msc-thesis-based,ca:dli:O19425660270,University of Regina,admissions|eligibility|deadline,"Four-year CS degree, 70/75 percent averages, ten-course equivalency, required willing supervisor, and February 15 Fall deadline.",Application Process,University of Regina Department of Computer Science,https://www.uregina.ca/science/computer-science/graduate-programs/application-process.html,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:regina:admissions,
2.0,stage3src:c9d15121cccb0e1e35d9,ca:dli:O19425660270:program:thesis-or-research-master-s:computer-science-msc-thesis-based,ca:dli:O19425660270,University of Regina,program,"Current thirty-credit thesis route, coursework, research, seminar, and defense requirements.",MSc in Computer Science (Thesis),University of Regina Department of Computer Science,https://www.uregina.ca/science/computer-science/graduate-programs/msc-cs-thesis.html,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:regina:program,
2.0,stage3src:500dc7afc9e0246d556c,ror:006hf6230:program:thesis-or-research-master-s:computer-science-msc-software-technology,ror:006hf6230,University of Twente,program|tuition|deadline,"September 2027 non-EU application deadline and EUR 22,320 non-EU 2027-2028 tuition.",Computer Science factsheet,University of Twente,https://www.utwente.nl/en/education/master/programmes/computer-science/masters-structure/factsheet/,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,September 2027,high,official page checked,stage3re02:twente:factsheet,
2.0,stage3src:671c6ecec64fccd5482a,ror:006hf6230:program:thesis-or-research-master-s:computer-science-msc-software-technology,ror:006hf6230,University of Twente,admissions|eligibility|language|fees|deadline,"International-degree eligibility, 60/20/15 ECTS prerequisites, English rules, required documents, e-check, and EUR 100 fee.",Applying with an international degree,University of Twente,https://www.utwente.nl/en/education/master/programmes/computer-science/admission/admission-international/,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,September 2027,high,official page checked,stage3re02:twente:admissions,
2.0,stage3src:9f84ba8abeb76731c82f,ror:006hf6230:program:thesis-or-research-master-s:computer-science-msc-software-technology,ror:006hf6230,University of Twente,program,Two-year 120 EC structure and 40 EC thesis block.,Master's structure,University of Twente,https://www.utwente.nl/en/education/master/programmes/computer-science/masters-structure/,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:twente:structure,
2.0,stage3src:a6e85357c4dc1c3a8b56,ror:006hf6230:program:thesis-or-research-master-s:computer-science-msc-software-technology,ror:006hf6230,University of Twente,funding|tuition|fees,"UTS value, separate application, top-5-10-percent condition, second-year continuation, April 1, 2027 deadline, and explicit statement that it is not full-cost.",University of Twente Scholarship,University of Twente,https://www.utwente.nl/en/itc/education/study-costs/scholarships/scholarship-finder/university-of-twente-scholarship/,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,2027-2028,high,official page checked,stage3re02:twente:funding,
2.0,stage3src:b7681aff0a599016cc86,ror:006hf6230:program:thesis-or-research-master-s:computer-science-msc-software-technology,ror:006hf6230,University of Twente,program,"Current Software Technology specialisation emphasizing software engineering, formal methods, verification, and a research orientation.",Software Technology,University of Twente,https://www.utwente.nl/en/education/master/programmes/computer-science/specialisation/software-technology/,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:twente:program,
2.0,stage3src:0cb95b6c6b17534e884f,ror:016xsfp80:program:thesis-or-research-master-s:computing-science-msc-software-science,ror:016xsfp80,Radboud University Nijmegen,admissions|eligibility|language|deadline,"Research-university equivalency, 12-credit mathematics and theory gates, ten-EC bachelor's thesis, U.S.-degree English exemption, and September 2027 non-EU deadlines.",Admission and application,Radboud University,https://www.ru.nl/en/education/masters/software-science/admission-and-application,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,September 2027,high,official page checked,stage3re02:radboud:admissions,
2.0,stage3src:2a1c6a508abc800dd933,ror:016xsfp80:program:thesis-or-research-master-s:computing-science-msc-software-science,ror:016xsfp80,Radboud University Nijmegen,funding|tuition|fees,"Highly selective 2027-2028 Radboud award count, tuition reduction, insurance/visa coverage, living-cost exclusion, eligibility, and application method.",Radboud Scholarship Programme,Radboud University,https://www.ru.nl/en/education/scholarships/radboud-scholarship-programme,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,2027-2028,high,official page checked,stage3re02:radboud:funding,
2.0,stage3src:31c85ad39ebf8af3eff4,ror:016xsfp80:program:thesis-or-research-master-s:computing-science-msc-software-science,ror:016xsfp80,Radboud University Nijmegen,admissions|fees,"Non-EU handling fee is EUR 75, applies once rather than per application, and has limited exemption/refund rules.",Handling fee,Radboud University,https://www.ru.nl/en/education/studying-at-radboud-university/finances/handling-fee,data/raw/pass2/stage_03_reentry_02.json,official web page,official,2026-09-10,Current page checked 2026-09-10,high,official page checked,stage3re02:radboud:fee,
