schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:1975377867f1e52759ab,ca:dli:O19361109242:program:thesis-or-research-master-s:masc-in-electrical-and-computer-engineering,ca:dli:O19361109242,York University,funding|duration|international|summer,"Automatic five-term funding consideration for full-time thesis/project master's students, four TA terms, summer RA term, and international support components.",Financial Information and Awards,York University Department of Electrical Engineering and Computer Science,https://lassonde.yorku.ca/eecs/academics/financial-information-awards/,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,Current funding page checked 2026-09-11,high,official page checked,stage3re16:york:funding,
2.0,stage3src:30f4de2da0961f24bc5c,ca:dli:O19361109242:program:thesis-or-research-master-s:masc-in-electrical-and-computer-engineering,ca:dli:O19361109242,York University,admissions|eligibility|prerequisites|faculty,"EE, CE, SE or equivalent degree rule, senior project or thesis expectation, and supervisor-before-admission requirement.",Electrical and Computer Engineering MASc,York University Lassonde School of Engineering,https://lassonde.yorku.ca/eecs/academics/electrical-and-computer-engineering-masc/,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,Current requirements checked 2026-09-11,high,official page checked,stage3re16:york:masc,
2.0,stage3src:bad9d53e2380b3517e2b,ca:dli:O19361109242:program:thesis-or-research-master-s:masc-in-electrical-and-computer-engineering,ca:dli:O19361109242,York University,program|research|structure|gpa|language|deadline,"Current five-term thesis MASc, B+ threshold, English requirements, research structure, and December 1 Fall deadline.",Electrical Engineering and Computer Science Graduate Programs,York University,https://futurestudents.yorku.ca/graduate/programs/electrical-engineering-and-computer-science,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,2027-28 program view checked 2026-09-11,high,official page checked,stage3re16:york:program,
2.0,stage3src:6793ffd88595ffbcba0d,ca:dli:O19375892122:program:thesis-or-research-master-s:master-of-engineering-science-mesc-in-electrical-and-computer-engineering,ca:dli:O19375892122,Western University,admissions|faculty|funding|duration|tuition|fees|international,"Supervisor approval, six-term structure, international eligibility, minimum $14,200 plus tuition, two-year duration, 78 percent continuation rule, and exclusion of ancillary fees.",MESc Program,Western University Department of Electrical and Computer Engineering,https://www.eng.uwo.ca/electrical/graduate/current_students/mesc_program.html,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,Current program and funding rules checked 2026-09-11,high,official page checked,stage3re16:western:mesc,
2.0,stage3src:9bab19ae6b3cbc4aa6d3,ca:dli:O19375892122:program:thesis-or-research-master-s:master-of-engineering-science-mesc-in-electrical-and-computer-engineering,ca:dli:O19375892122,Western University,program|research|eligibility|gpa,"Current thesis-based ECE MESc, engineering-or-similar four-year degree rule, 78 percent threshold, and research areas.",Electrical and Computer Engineering Graduate Degree Programs,Western University Faculty of Engineering,https://www.eng.uwo.ca/graduate/future-students/Graduate-Degree-Programs/electrical-computer.html,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,Current program page checked 2026-09-11,high,official page checked,stage3re16:western:program,
2.0,stage3src:e066ac2fdc740cb6580f,ca:dli:O19375892122:program:thesis-or-research-master-s:master-of-engineering-science-mesc-in-electrical-and-computer-engineering,ca:dli:O19375892122,Western University,tuition|fees,2026-27 full-time international ECE MESc per-term tuition and ancillary-fee totals.,Fall 2026 Graduate Fee Schedule — Full-Time International,Western University Office of the Registrar,https://www.registrar.uwo.ca/student_finances/fees_refunds/Fall-2026-Graduate-Fee-Schedules---FT-International.pdf,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,2026-27 fee schedule checked 2026-09-11,high,official page checked,stage3re16:western:fees,
2.0,stage3src:90cd9b219df592ca9088,ca:dli:O19425660421:program:thesis-or-research-master-s:electrical-engineering-master-of-science-m-sc-thesis,ca:dli:O19425660421,University of Saskatchewan,program|research|eligibility|gpa|faculty|fee|tuition|fees|funding,"Current thesis MSc, two-year length, relevant four-year degree and 70 percent rules, supervisor approval, $145 fee, international tuition and fees, and typical competitive funding range.",Electrical and Computer Engineering Graduate Programs,University of Saskatchewan College of Graduate and Postdoctoral Studies,https://grad.usask.ca/programs/electrical-computer-engineering.php,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,Current program and cost data checked 2026-09-11; Fall 2027 not published,high,official page checked,stage3re16:sask:program,
2.0,stage3src:d1fa552ef4cacc77940e,ca:dli:O19425660421:program:thesis-or-research-master-s:electrical-engineering-master-of-science-m-sc-thesis,ca:dli:O19425660421,University of Saskatchewan,program|research|structure,2026-27 Electrical Engineering MSc thesis degree and program structure.,Electrical Engineering M.Sc. Thesis,University of Saskatchewan Course and Program Catalogue,https://programs.usask.ca/grad-studies/electrical-engineering/electrical-eng-msc-thesis.php,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,2026-27 catalogue checked 2026-09-11,high,official page checked,stage3re16:sask:catalog,
2.0,stage3src:07a6508c8800ac3b8c33,ror:01nffqt88:program:thesis-or-research-master-s:master-s-degree-in-computer-science-and-engineering,ror:01nffqt88,Politecnico di Milano,program|research|structure|eligibility|language|prerequisites,"Current English Computer Science and Engineering master's, two-year 120-credit structure, 20-credit thesis, and foreign CS or engineering background guidance.",Computer Science and Engineering,Politecnico di Milano,https://www.polimi.it/en/education/laurea-programmes/programme-detail/computer-science-and-engineering,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,Current program page checked 2026-09-11,high,official page checked,stage3re16:polimi:program,
2.0,stage3src:a026da540f6979b0b44e,ror:01nffqt88:program:thesis-or-research-master-s:master-s-degree-in-computer-science-and-engineering,ror:01nffqt88,Politecnico di Milano,admissions|deadline|fee|simultaneous_application,"2026-27 September-intake calls, €50 and €150 fees, and the at-most-two-programme/one-acceptance rule.",Foreign Qualification Application Deadlines,Politecnico di Milano,https://www.polimi.it/en/prospective-students/how-to-apply/admission-to-laurea-magistrale/foreign-qualification/deadlines,data/raw/pass2/stage_03_reentry_16.json,official web page,official,2026-09-11,2026-27 cycle checked 2026-09-11; Fall 2027 not published,high,official page checked,stage3re16:polimi:deadlines,
