schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:782a3a1eba10f5352357,ca:dli:O19021279692:program:thesis-or-research-master-s:msc-in-applied-science-computing-science-research-field,ca:dli:O19021279692,Saint Mary’s University,program|research|admissions|eligibility|language,"Current two-year thesis-based MSc in Applied Science, Computing Science research field, and mandatory supervisor-first admission model.",Info for Future Students,Saint Mary’s University,https://www.smu.ca/faculty-of-science/master-in-applied-science-future-students.html,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current page checked 2026-09-11; Fall 2027 deadline unresolved,high,official page checked,stage3re15:smu:program,
2.0,stage3src:d3401a948cc812bc0781,ca:dli:O19021279692:program:thesis-or-research-master-s:msc-in-applied-science-computing-science-research-field,ca:dli:O19021279692,Saint Mary’s University,program|research|funding|tuition|fees,"Thesis program structure and typical full-time MSc funding range from graduate-school, supervisor, and TA components.",MSc in Applied Science Program Guide,Saint Mary’s University,https://www.smu.ca/webfiles/MSc_APSC_ProgramGuide_20240909.pdf,data/raw/pass2/stage_03_reentry_15.json,official PDF,official,2026-09-11,September 2024 guide checked 2026-09-11,high,official page checked,stage3re15:smu:guide,
2.0,stage3src:558f9d56ef066f3f00d5,ca:dli:O19359011159:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-avec-m-moire,ca:dli:O19359011159,Université du Québec à Rimouski,funding|tuition,"Competitive CAD 5,000 research excellence award for master's students completing a substantial research report or thesis.",Bourses d'excellence en recherche (maîtrise) de l'UQAR,Université du Québec à Rimouski,https://etudes.uqar.ca/bourse/141,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,2025-26 competition page checked 2026-09-11,high,official page checked,stage3re15:uqar:scholarship,
2.0,stage3src:b65e4f74949f41ae1486,ca:dli:O19359011159:program:thesis-or-research-master-s:ma-trise-en-informatique-profil-recherche-avec-m-moire,ca:dli:O19359011159,Université du Québec à Rimouski,program|research|admissions|eligibility|language|deadline,"Current computer science master's with a research-thesis profile, international application availability, and multi-term admission.",Maîtrise en informatique,Université du Québec à Rimouski,https://www.uqar.ca/programmes-domaines-detudes/maitrise-en-informatique/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current page checked 2026-09-11; Fall 2027 date unresolved,high,official page checked,stage3re15:uqar:program,
2.0,stage3src:6da7d308d651ed2d78a0,ca:dli:O19359201210:program:thesis-or-research-master-s:ma-trise-en-g-nie-logiciel-profil-avec-m-moire,ca:dli:O19359201210,École de technologie supérieure,program|research|admissions|eligibility|language|deadline,"Current M.Sc.A. research profile, 30-credit thesis, software-engineering areas, entry threshold, English-based admission conditions, and supervisor requirement.",Maîtrise en génie logiciel,École de technologie supérieure,https://www.etsmtl.ca/programmes-formations/maitrise-genie-logiciel,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current page checked 2026-09-11; Fall 2027 international date unresolved,high,official page checked,stage3re15:ets:program,
2.0,stage3src:a0ed5916e21706f6273a,ca:dli:O19359201210:program:thesis-or-research-master-s:ma-trise-en-g-nie-logiciel-profil-avec-m-moire,ca:dli:O19359201210,École de technologie supérieure,funding|tuition|fees,"Limited automatic institutional consideration for exemption from supplemental international master's tuition, with no award guarantee.",Exemption des frais majorés à la maîtrise,École de technologie supérieure,https://www.etsmtl.ca/experience-etudiante/bourses-finance-et-budget/bourses/exemption-mees-maitrise,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re15:ets:exemption,
2.0,stage3src:32a516884ab2cc3e9000,ror:00j9qag85:program:thesis-or-research-master-s:software-technology-master-programme-120-credits,ror:00j9qag85,Linnaeus University,funding|tuition|deadline|fees,General international master's scholarships covering up to 75% of tuition and the current application and fee timeline.,Study at Linnaeus University,Linnaeus University,https://www.lnu.se/en/education/study-at-linnaeus-university/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current international-study guidance checked 2026-09-11; Fall 2027 dates unresolved,high,official page checked,stage3re15:lnu:scholarship,
2.0,stage3src:96bfcd87bdfafe1663f0,ror:00j9qag85:program:thesis-or-research-master-s:software-technology-master-programme-120-credits,ror:00j9qag85,Linnaeus University,program|research|admissions|eligibility|language|deadline|fees|tuition,"Exact English 120-credit route, Computer Science bachelor's requirement, Autumn 2026 dates and tuition, research methods, project work, and thesis.","Software Technology, Master Programme",Linnaeus University,https://www.lnu.se/en/programme/software-technology-master-programme-nada2/vaxjo-international-autumn/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Autumn 2026 page checked 2026-09-11,high,official page checked,stage3re15:lnu:program,
2.0,stage3src:27cecfa8ff06e5b49e1c,ror:033vfbz75:program:thesis-or-research-master-s:master-s-programme-in-software-engineering,ror:033vfbz75,Mälardalen University,funding|tuition|deadline,Limited first-choice scholarship covering 100% tuition through normal program progress but excluding living expenses; Autumn 2027 cycle opens October 2026.,Mälardalen University scholarship programme,Mälardalen University,https://www.mdu.se/en/malardalen-university/education/international/application-and-admission/malardalen-university-scholarship-programme,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Autumn 2027 scholarship notice checked 2026-09-11,high,official page checked,stage3re15:mdu:scholarship,
2.0,stage3src:86d8a39fa660d0f7cfa7,ror:033vfbz75:program:thesis-or-research-master-s:master-s-programme-in-software-engineering,ror:033vfbz75,Mälardalen University,program|research|admissions|eligibility|language|deadline|fees|tuition,"English two-year 120-credit program, subject-credit entry rules, software verification/security/distributed-systems curriculum, 30-credit thesis, and Autumn 2026 tuition.",Master's Programme in Software Engineering,Mälardalen University,https://www.mdu.se/en/malardalen-university/education/international/programme/masters-programme-in-software-engineering,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Autumn 2026 page checked 2026-09-11,high,official page checked,stage3re15:mdu:program,
2.0,stage3src:250f82da3bfd0d2b3fe7,ror:04z8k9a98:program:thesis-or-research-master-s:master-in-informatics-engineering,ror:04z8k9a98,University of Coimbra,program|research|admissions|eligibility|language|deadline,"Current two-year 120-ECTS program, software engineering and cybersecurity specializations, foreign-degree route, 42-ECTS dissertation/internship, and 2026-27 application phases.",Master in Informatics Engineering,University of Coimbra,https://www.uc.pt/en/fctuc/dei/education/masters/master-in-informatics-engineering/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,2026-27 page checked 2026-09-11,high,official page checked,stage3re15:coimbra:program,
2.0,stage3src:96912dbc5ee300b0d011,ror:04z8k9a98:program:thesis-or-research-master-s:master-in-informatics-engineering,ror:04z8k9a98,University of Coimbra,funding|tuition|fees,"EUR 2,000 tuition-support scholarship for admitted full-time international master's students through the normal program duration.",Incentive Scholarship for Master’s Degree Research and Scientific Production,University of Coimbra,https://www.uc.pt/en/academic-services/awards-scholarships-uc/incentive-masters-research/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current scholarship regulation page checked 2026-09-11,high,official page checked,stage3re15:coimbra:scholarship,
2.0,stage3src:61ca48715dbc67e830a2,us:ipeds:129020:program:phd:computer-science-and-engineering-phd,us:ipeds:129020,University of Connecticut,funding|tuition|fees,Faculty-grant RAs as the most common support plus TA and competitive fellowship mechanisms.,Graduate Fellowships & Assistantships,University of Connecticut School of Computing,https://computing.engineering.uconn.edu/graduate-studies/grad-fellowships-assistantships/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re15:uconn:funding,
2.0,stage3src:e9d67b6f9dffdf55241a,us:ipeds:129020:program:phd:computer-science-and-engineering-phd,us:ipeds:129020,University of Connecticut,program|research|admissions|eligibility|language,"Current CSE PhD, security and cryptography breadth, and explicit international English evidence route.",Computer Science and Engineering (PhD),University of Connecticut Graduate Catalog,https://catalog.uconn.edu/graduate/degree-programs/computer-science-engineering-phd/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current catalog checked 2026-09-11,high,official page checked,stage3re15:uconn:catalog,
2.0,stage3src:0552edc102af627e0322,us:ipeds:145725:program:phd:computer-science-ph-d,us:ipeds:145725,Illinois Institute of Technology,research|faculty|funding|tuition|deadline,"Competitive international-eligible faculty PhD opportunity covering tuition and stipend, with recurring application dates and systems/security research scope.",Funded PhD Opportunities in Computer Science,Illinois Institute of Technology Department of Computer Science,https://cs.iit.edu/~nsultana1/student_projects/phd.html,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Page updated 2026-02-20; Fall 2027 availability unresolved,high,official page checked,stage3re15:iit:sultana,
2.0,stage3src:5a88c160514d43563197,us:ipeds:145725:program:phd:computer-science-ph-d,us:ipeds:145725,Illinois Institute of Technology,program|research|admissions|eligibility|language,"Current research PhD, bachelor's-entry structure, F-1 compatibility, English thresholds, and software, security, systems, and programming-languages breadth.",Computer Science (Ph.D.),Illinois Institute of Technology,https://www.iit.edu/academics/programs/computer-science-phd,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,2026-27 program page checked 2026-09-11,high,official page checked,stage3re15:iit:program,
2.0,stage3src:815271fb52614a9bd1fe,us:ipeds:178396:program:phd:phd-in-computer-science,us:ipeds:178396,University of Missouri-Columbia,research|faculty,"Current software engineering, programming languages, formal-methods, cybersecurity, cloud, and open-source research breadth.",Computer Science Research at Mizzou Engineering,University of Missouri College of Engineering,https://engineering.missouri.edu/departments/eecs/eecs-research/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current research page checked 2026-09-11,high,official page checked,stage3re15:mizzou:research,
2.0,stage3src:f3af282002e310037f4f,us:ipeds:178396:program:phd:phd-in-computer-science,us:ipeds:178396,University of Missouri-Columbia,program|research|admissions|eligibility|funding,"Current Computer Science PhD, computing research breadth, and department TA/faculty RA availability especially at doctoral level.",Computer Science,University of Missouri Academic Catalog,https://catalog.missouri.edu/collegeofengineering/computerscience/,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current catalog checked 2026-09-11,high,official page checked,stage3re15:mizzou:catalog,
2.0,stage3src:88e8a9ccb667b43562e5,us:ipeds:183044:program:phd:computer-science-ph-d,us:ipeds:183044,University of New Hampshire-Main Campus,program|research|admissions|eligibility|language|deadline|funding,"Current Computer Science PhD, bachelor's-entry pathway, faculty-mentored dissertation research, topic breadth, and recurring funding consideration deadlines.","Computer Science, Ph.D.",University of New Hampshire,https://www.unh.edu/program/doctor-philosophy/computer-science,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current recurring dates checked 2026-09-11; Fall 2027 requires confirmation,high,official page checked,stage3re15:unh:program,
2.0,stage3src:e32c56e6b68f3cde8593,us:ipeds:183044:program:phd:computer-science-ph-d,us:ipeds:183044,University of New Hampshire-Main Campus,research|faculty,"Current program-analysis, software-testing, software-security, and model-checking research adjacency.",Dongpeng Xu,University of New Hampshire,https://ceps.unh.edu/person/dongpeng-xu,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current faculty page checked 2026-09-11,high,official page checked,stage3re15:unh:xu,
2.0,stage3src:ccb9f08b14e470d16eff,us:ipeds:185828:program:phd:ph-d-computer-science,us:ipeds:185828,New Jersey Institute of Technology,admissions|eligibility|language|deadline|funding|tuition,"Relevant bachelor's entry, English requirement, recurring funding deadline, and competitive TA/RA support for nearly all enrolled PhD students.",Admission Requirements and Financial Support for the PhD in Computer Science Program,New Jersey Institute of Technology Department of Computer Science,https://cs.njit.edu/admission-requirements-and-financial-support-phd-computer-science-program,data/raw/pass2/stage_03_reentry_15.json,official web page,official,2026-09-11,Current page checked 2026-09-11; Fall 2027 date requires confirmation,high,official page checked,stage3re15:njit:admission-funding,
