schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry18:asu-cs:program,us:ipeds:104151,"Computer Science, PhD",official_program_or_department_signal,"exact doctorate, bachelor's-entry exception, requirements, and research areas","Computer Science, PhD",Arizona State University Campus Immersion,https://degrees.asu.edu/masters-phd/major/ASU00/ESCOMSCPHD/computer-science-phd/,2026-09-11,"Official ASU degree page confirms the research doctorate, distributed systems, security, and AI areas, and the exceptional bachelor's-entry route with a 3.50 last-60-hour threshold.","It does not establish the applicant's official GPA calculation, admission, advisor availability, or funding."
2.0,reentry18:asu-cs:funding,us:ipeds:104151,"Computer Science, PhD",research_masters_or_scholarship_search,doctoral assistantship and fellowship policy,"Teaching and Research Assistantships, Fellowships and Awards",Arizona State University Campus Immersion,https://scai.engineering.asu.edu/teaching-research-assistantships-fellowships-awards/,2026-09-11,Official school page documents assistantships and states that supported doctoral students receive the applicable doctoral stipend.,Only a limited number receive written aid before entry; support is not universal and exact coverage requires an offer.
2.0,reentry18:portland-cs:program,us:ipeds:209807,Doctoral Degree in Computer Science (Ph.D.),official_program_or_department_signal,"exact doctorate, research curriculum, and supervision structure",Doctoral Degree in Computer Science (Ph.D.),Portland State University,https://web.cs.pdx.edu/phd-doctoral-degree-in-cs/,2026-09-11,"Official department page confirms the doctorate, research milestones, systems/security and programming breadth, dissertation, and eligible research-active faculty-advisor structure.","It does not establish admission, a particular advisor's availability, or multi-year support."
2.0,reentry18:portland-cs:handbook,us:ipeds:209807,Doctoral Degree in Computer Science (Ph.D.),research_masters_or_scholarship_search,current admissions and guaranteed-funding consideration boundary,CS Graduate Student Handbook 2026-27,Portland State University,https://web.cs.pdx.edu/cs-graduate-student-handbook-2026-27/,2026-09-11,"Official current handbook confirms bachelor's entry, a 3.0 minimum, English evidence, and the December 15 doctorate deadline for consideration for one year of guaranteed funding.","The next cycle, selection, later-year support, stipend, insurance, and net cost remain unverified."
2.0,reentry18:rpi-cs:program,us:ipeds:194824,Ph.D. in Computer Science,official_program_or_department_signal,"exact doctorate, entry structure, original research, and department funding statement",Ph.D. in Computer Science,Rensselaer Polytechnic Institute,https://compsci.rpi.edu/programs/phd-computer-science,2026-09-11,"Official department page confirms direct or post-MS entry, original research milestones, and tuition-and-stipend assistantships that most CS graduate students receive with duration language.",Most is not all; an individual offer and advisor availability remain unverified.
2.0,reentry18:rpi-cs:funding,us:ipeds:194824,Ph.D. in Computer Science,research_masters_or_scholarship_search,institute assistantship benefits and current stipend floor,Internal Funding,Rensselaer Polytechnic Institute,https://graduate.rpi.edu/funding-fellowships/internal-funding,2026-09-11,Official graduate page documents tuition-waiver assistantships and lists the 2026-27 academic-year and summer stipend minimums.,"It does not prove an award to this applicant or resolve fees, insurance, renewal conditions, and net cost."
2.0,reentry18:smu-cs:program,us:ipeds:228246,Ph.D. in Computer Science,official_program_or_department_signal,exact doctorate and dissertation structure,Computer Science Doctoral Programs,Southern Methodist University,https://www.smu.edu/lyle/departments/cs/doctoral-programs,2026-09-11,"Official Lyle page confirms the Computer Science PhD, qualifying exam, thesis proposal, and dissertation route.","Eligibility details, advisor availability, admission, and funding are not established."
2.0,reentry18:smu-cs:funding,us:ipeds:228246,Ph.D. in Computer Science,research_masters_or_scholarship_search,international doctoral fellowship and assistantship mechanisms,The International Applicant's Guide to a Ph.D.,Southern Methodist University,https://grad.smu.edu/the-international-applicants-guide-to-a-phd,2026-09-11,Official SMU graduate page documents competitive tuition fellowships and departmental teaching and research assistantships for international doctoral students.,It does not guarantee a Computer Science award or specify the complete current package.
2.0,reentry18:tamu-cs:program,us:ipeds:228723,Doctor of Philosophy in Computer Science,official_program_or_department_signal,"exact doctorate, pre-master's route, research credits, and software/systems breadth",Doctor of Philosophy - Computer Science,Texas A&M University-College Station,https://engineering.tamu.edu/cse/academics/degrees/graduate/phd-cs.html,2026-09-11,"Official CSE page confirms the Computer Science PhD, 96-credit route without a prior master's, research requirement, and software and systems breadth.","It does not establish admission, applicant-specific eligibility, advisor capacity, or funding."
2.0,reentry18:tamu-cs:funding,us:ipeds:228723,Doctor of Philosophy in Computer Science,research_masters_or_scholarship_search,"department assistantship tuition, fees, and insurance mechanism",CSE Graduate Programs Frequently Asked Questions,Texas A&M University-College Station,https://engineering.tamu.edu/cse/academics/degrees/graduate/faq.html,2026-09-11,Official department FAQ states that CSE PhD assistantships pay full-time resident tuition and required fees and confer partial employer-paid health coverage.,"Assistantships are not guaranteed and nonresident tuition, stipend, duration, summer support, and net cost require an offer."
