schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry07:baylor:program,us:ipeds:223232,Ph.D. in Computer Science,official_program_or_department_signal,exact doctorate and preliminary support package,Ph.D. in Computer Science,Baylor University,https://www.ecs.baylor.edu/students-academics/degree-programs/graduate/phd-cs,2026-09-10,"Official program page confirms the Computer Science PhD, research structure, related-field entry route, software-engineering preparation, and typical tuition, health-insurance, and stipend support.","Typical support is not an applicant-specific offer, and the Fall 2027 cycle remains unverified."
2.0,reentry07:baylor:fit,us:ipeds:223232,Ph.D. in Computer Science,current_faculty_topic_signal,current software-engineering research fit,"Mengfei Ren, Ph.D.",Baylor University,https://www.ecs.baylor.edu/person/mengfei-ren-phd,2026-09-10,"Official faculty page identifies active software-engineering research in fuzz testing, IoT protocol testing, compiler and decompiler analysis, correctness, and robustness.",A faculty profile does not establish supervision availability or admission.
2.0,reentry07:rice:program,us:ipeds:227757,Ph.D. in Computer Science,official_program_or_department_signal,exact Computer Science research doctorate,PhD Program,Rice University,https://cs.rice.edu/academics/graduate-programs/phd-program,2026-09-10,"Official department page confirms the Computer Science PhD, full-time research structure, dissertation, and faculty-directed research.",The overview does not establish applicant admission or a current supervisor commitment.
2.0,reentry07:rice:admission-funding,us:ipeds:227757,Ph.D. in Computer Science,research_masters_or_scholarship_search,"software-engineering fit, related-field entry, and doctoral support",Graduate Admission,Rice University,https://compsci.rice.edu/academics/graduate-programs/graduate-admission,2026-09-10,"Official admissions page identifies programming languages and software engineering research, encourages related-discipline applicants, and states that PhD students are fully supported.",Stage 3 must verify the Fall 2027 requirements and complete package conditions.
2.0,reentry07:wsu:program,us:ipeds:236939,Doctor of Philosophy in Computer Science,official_program_or_department_signal,"exact doctorate, research structure, and published program metrics",Doctor of Philosophy in Computer Science,Washington State University,https://gradschool.wsu.edu/degrees/doctor-of-philosophy-computer-science/,2026-09-10,"Official Graduate School page confirms the Computer Science PhD, research-credit structure, application requirements, and that 47 of 52 current students receive assistantships.",Program-level counts do not guarantee an assistantship or admission.
2.0,reentry07:wsu:handbook,us:ipeds:236939,Doctor of Philosophy in Computer Science,research_masters_or_scholarship_search,software-engineering area and assistantship conditions,Graduate Student Handbook 2025-2027,Washington State University,https://school.eecs.wsu.edu/academics/graduate-program/current-students/graduate-student-handbook-2025-2027/,2026-09-10,"Official handbook lists Software Engineering as an area and explains automatic incoming assistantship consideration, stipends, tuition waivers, fees, and renewal conditions.","Assistantships are competitive, funding-dependent, and renewed by semester."
2.0,reentry07:usf:program,us:ipeds:137351,Ph.D. in Computer Science and Engineering,official_program_or_department_signal,exact doctoral route and international application boundary,Prospective Graduate Students,University of South Florida,https://www.usf.edu/ai-cybersecurity-computing/academics/graduate/prospective-students.aspx,2026-09-10,Official college page lists the PhD in Computer Science and Engineering and publishes graduate and international application guidance.,The page does not promise funding or establish applicant-specific eligibility.
2.0,reentry07:usf:research,us:ipeds:137351,Ph.D. in Computer Science and Engineering,lab_or_center_signal,"software, security, and trustworthy-systems research fit",Research Overview,University of South Florida,https://www.usf.edu/ai-cybersecurity-computing/research/index.aspx,2026-09-10,"Official research page documents active funded work in cybersecurity, privacy, trust, edge technologies, and complex software systems in the program's college.",Research breadth does not establish a supervisor opening or funding package.
2.0,reentry07:waterloo-ece:program,ca:dli:O19305471522,Master of Applied Science in Electrical and Computer Engineering,official_program_or_department_signal,exact research MASc and supervision structure,Master of Applied Science (MASc),University of Waterloo,https://uwaterloo.ca/electrical-computer-engineering/master-applied-science-masc,2026-09-10,"Official department page confirms a two-year MASc with original research, thesis, and required faculty supervision.",Published cycle details are not yet the Fall 2027 terms.
2.0,reentry07:waterloo-ece:funding-fit,ca:dli:O19305471522,Master of Applied Science in Electrical and Computer Engineering,research_masters_or_scholarship_search,guaranteed minimum support and software-engineering fit,Thinking of Applying,University of Waterloo,https://uwaterloo.ca/electrical-computer-engineering/thinking-applying,2026-09-10,Official FAQ permits related undergraduate backgrounds and states that admitted international and domestic MASc students receive minimum funding; linked research groups include software-engineering work.,"The minimum may not cover international tuition and living costs, and admission still requires supervisor support."
2.0,reentry07:queens-ece:program,ca:dli:O19376023352,Master of Applied Science in Electrical and Computer Engineering,official_program_or_department_signal,exact thesis-based MASc,Electrical and Computer Engineering Graduate Calendar,Queen’s University,https://www.queensu.ca/academic-calendar/graduate-studies/programs-study/electrical-computer-engineering/,2026-09-10,Official graduate calendar identifies the ECE MASc as a thesis and research-based master's with graduate coursework and a seminar requirement.,"Applicant equivalency, supervisor approval, and the Fall 2027 cycle require Stage 3 review."
2.0,reentry07:queens-ece:fit,ca:dli:O19376023352,Master of Applied Science in Electrical and Computer Engineering,lab_or_center_signal,safety-critical software research and active MASc route,Join CritLab,Queen’s University,https://critlab.smithengineering.queensu.ca/join/,2026-09-10,Official Queen's laboratory page identifies MASc positions and research aimed at safer software within Electrical and Computer Engineering.,Position availability is dynamic and the page is not an admission or funding guarantee.
2.0,reentry07:alberta-ece:program,ca:dli:O19257171832,Master of Science in Electrical and Computer Engineering,official_program_or_department_signal,exact research MSc and degree requirements,ECE Graduate Student Handbook,University of Alberta,https://www.ualberta.ca/en/engineering/media-library/dept-electrical-computer-engineering/graduate/grad-docs/graduate-student-handbook-fall-2024.pdf,2026-09-10,Official handbook confirms the Electrical and Computer Engineering MSc and its supervised thesis-research requirements.,The handbook predates the target cycle and does not establish applicant eligibility.
2.0,reentry07:alberta-ece:fit-funding,ca:dli:O19257171832,Master of Science in Electrical and Computer Engineering,research_masters_or_scholarship_search,software-engineering research area and support mechanisms,Graduate Programs in Engineering Viewbook,University of Alberta,https://www.ualberta.ca/en/engineering/media-library/study-with-us/graduates/enggradviewbookcomplete.pdf,2026-09-10,"Official viewbook lists the ECE research MSc, Software Engineering and Intelligent Systems, and departmental assistantship and tuition-scholarship mechanisms.","Automatic consideration does not establish an award, package duration, or net-cost coverage."
