schema_version,stage3_source_id,candidate_program_id,institution_id,institution_name,claim_categories,exact_claim_supported,source_title,publisher,url,source_path,source_type,official_or_secondary,date_accessed,admissions_cycle,confidence,verification_status,original_source_id,access_note
2.0,stage3src:40d49d33ecfaa70987cf,ca:dli:O18781994282:program:thesis-or-research-master-s:master-of-applied-science-in-engineering-science,ca:dli:O18781994282,Simon Fraser University,funding|stipend|tuition|fees|health|summer,"School support framework for thesis MASc students through supervisor funding, TA work, awards, and fellowships subject to satisfactory progress.",Engineering Science Financial Support,Simon Fraser University,https://www.sfu.ca/content/sfu/fas/study/current-students/school-of-engineering-science/graduates/financial-support.html,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current funding policy checked 2026-09-11,high,official page checked,stage3re18:sfu:funding,
2.0,stage3src:560ed447ace3f3f4a8d1,ca:dli:O18781994282:program:thesis-or-research-master-s:master-of-applied-science-in-engineering-science,ca:dli:O18781994282,Simon Fraser University,program|research|admissions|eligibility|language|funding|tuition,"Current two-year thesis MASc, related bachelor's route, supervisor-first admission, and two-year research-funding statement.",Master of Applied Science in Engineering Science,Simon Fraser University,https://www.sfu.ca/fas/study/future-graduates/programs/master-applied-science.html,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re18:sfu:program,
2.0,stage3src:1626489b2d8086a2fece,ca:dli:O19315945002:program:thesis-or-research-master-s:electrical-and-computer-engineering-masc,ca:dli:O19315945002,Ontario Tech University,program|research|admissions|eligibility|language|deadline|funding|tuition,"Current two-year thesis ECE MASc, Software Systems field, admission standards, supervisor dependence, and automatic internal-funding consideration.",Electrical and Computer Engineering Master's Programs,Ontario Tech University,https://gradstudies.ontariotechu.ca/future_students/programs/masters_programs/electrical_and_computer_engineering/index.php,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current page checked 2026-09-11; Fall 2027 not published,high,official page checked,stage3re18:ontario-tech:program,
2.0,stage3src:8ed7effc5d1df2834ccf,ca:dli:O19315945002:program:thesis-or-research-master-s:electrical-and-computer-engineering-masc,ca:dli:O19315945002,Ontario Tech University,funding|tuition|fees|health|summer,"MASc access to scholarships, TA and RA mechanisms normally included in guaranteed funding packages when awarded.",Financial Aid,Ontario Tech University,https://engineering.ontariotechu.ca/future-students/graduate/unpublished-financial-aid.php,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current page checked 2026-09-11,high,official page checked,stage3re18:ontario-tech:funding,
2.0,stage3src:89333df2a98a6ec2e93c,ca:dli:O19359011007:program:thesis-or-research-master-s:electrical-and-computer-engineering-masc,ca:dli:O19359011007,Concordia University,program|research|admissions|eligibility|language|deadline|funding|tuition,"Current two-year thesis ECE MASc, international deadlines, degree route, and generally available package language for most thesis students.",Electrical and Computer Engineering (MASc),Concordia University,https://www.concordia.ca/academics/graduate/electrical-engineering-masc.html,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current recurring deadlines checked 2026-09-11,high,official page checked,stage3re18:concordia:program,
2.0,stage3src:a568177c12ece33a47af,ca:dli:O19359011007:program:thesis-or-research-master-s:electrical-and-computer-engineering-masc,ca:dli:O19359011007,Concordia University,funding|admissions|tuition|fees|health|summer,Competitive admission-time packages and automatic entrance-award consideration without a universal route-specific minimum.,Funding,Concordia University,https://www.concordia.ca/gradstudies/funding.html,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current funding page checked 2026-09-11,high,official page checked,stage3re18:concordia:funding,
2.0,stage3src:63935f26278a69d3bc9d,ror:01jdpyv68:program:thesis-or-research-master-s:computer-science-m-sc,ror:01jdpyv68,Saarland University,funding|tuition|fees|health|summer,State-funded tuition for consecutive master's programs and competitive scholarship pathways without a universal living-cost guarantee.,Financing Your Studies,Saarland University,https://www.uni-saarland.de/fileadmin/upload/studium/flyer/sprachen/financing-your-studies.pdf,data/raw/pass2/stage_03_reentry_18.json,official university PDF,official,2026-09-11,Current guide checked 2026-09-11,high,official page checked,stage3re18:saarland:funding,
2.0,stage3src:91805b3b4ba6c463a213,ror:01jdpyv68:program:thesis-or-research-master-s:computer-science-m-sc,ror:01jdpyv68,Saarland University,program|research|admissions|eligibility|language|deadline,"Current research-driven English MSc, foreign bachelor's route, merit review, and C1 English rule excluding MOI-only evidence.",Computer Science (M.Sc.),Saarland University,https://www.uni-saarland.de/en/study/programmes/master/informatics.html,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current requirements checked 2026-09-11,high,official page checked,stage3re18:saarland:program,
2.0,stage3src:05cbbc91f0f5b81a30a7,ror:0208vgz68:program:thesis-or-research-master-s:erasmus-mundus-joint-master-s-programme-software-engineers-for-green-deal-se4gd,ror:0208vgz68,Lappeenranta-Lahti University of Technology,program|research|admissions|eligibility|language|deadline,"Current SE4GD programme identity, joint-university structure, and software-engineering focus, without a published Fall 2027 call.",Erasmus Mundus Master's Programme Software Engineers for Green Deal,LUT University,https://www.lut.fi/en/studies/tekniikka/erasmus-mundus-masters-programme-software-engineers-green-deal,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,Current page checked 2026-09-11; Fall 2027 call absent,high,official page checked,stage3re18:se4gd:program,
2.0,stage3src:80045b06344f852093e7,ror:0208vgz68:program:thesis-or-research-master-s:erasmus-mundus-joint-master-s-programme-software-engineers-for-green-deal-se4gd,ror:0208vgz68,Lappeenranta-Lahti University of Technology,program|research|status|funding|tuition|fees|summer,"Active 2026-27 SE4GD+ 120-ECTS curriculum, compulsory mobility, and advanced software-engineering outcomes; no Fall 2027 funding commitment.",SE4GD+ Curriculum 2026-2027,LUT University,https://forms.lut.fi/opinto-opas/Tutkinto.aspx?id=otm-a9416a4a-33bc-459c-a0cb-00ebdb7e6be6&lang=en-US&period=lut-curriculum-period-2026-2027,data/raw/pass2/stage_03_reentry_18.json,official web page,official,2026-09-11,2026-27 curriculum checked 2026-09-11,high,official page checked,stage3re18:se4gd:curriculum,
