schema_version,program_id,institution_id,institution_name,country,region,regional_admissions_model,program_name,degree_type,relevant_degree_route,discovery_paths,research_topic_clusters,exact_research_fit_signal,preliminary_international_eligibility,preliminary_funding_signal,official_program_url,official_institution_url,evidence_confidence,affiliation_normalization_status,seed_adjacency,funnel_status,proposed_next_action,exclusion_reason,unresolved_fields,source_record_paths,source_ids,reentry_id
2.0,us:ipeds:200332:program:phd:ph-d-in-software-and-security-engineering,us:ipeds:200332,North Dakota State University-Main Campus,United States,us,US program or committee admission; faculty role requires program-specific verification,Ph.D. in Software and Security Engineering,PhD,Research doctorate in software and security engineering with advanced coursework and 30-48 credits of supervised dissertation research,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|software_quality,"The doctorate explicitly integrates disciplined software design, software quality, cybersecurity, vulnerability analysis, and research supervised by Computer Science graduate faculty.",The published route welcomes international applicants and permits entry from a four-year bachelor's with program-specific GPA and computing preparation; exact transcript and English mapping remain for Stage 3.,"Selected graduate assistants can receive a stipend and full base-tuition waiver at a 20-hour appointment, but differential tuition, fees, award probability, and renewal are unresolved.",https://www.ndsu.edu/programs/graduate/software-and-security-engineering,https://www.ndsu.edu/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|transcript and prerequisite equivalency|English requirement|assistantship award and renewal|differential tuition and fees|current faculty supervision,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:ndsu:program|reentry06:ndsu:catalog|reentry06:ndsu:funding,stage_02_reentry_06
2.0,us:ipeds:142115:program:phd:computing-phd-computer-science-or-cybersecurity-emphasis,us:ipeds:142115,Boise State University,United States,us,US program or committee admission; faculty role requires program-specific verification,Computing PhD — Computer Science or Cybersecurity Emphasis,PhD,Interdisciplinary computing doctorate with selectable Computer Science or Cybersecurity emphasis and original supervised research,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|ai_for_se,"The Computing PhD supports Computer Science and Cybersecurity emphases, while current graduate offerings include software security, advanced software quality, verification, program analysis, automated debugging, and software evolution.","A bachelor's degree is sufficient for application, subject to emphasis-specific algorithms or systems prerequisites, GPA review, international transcript review, and English proof.","A limited first-year graduate assistantship publishes a $28,000 stipend, fall/spring tuition, and full-year health insurance; continuation depends on securing an advisor-funded plan.",https://www.boisestate.edu/computing/academics/doctoral-program/,https://www.boisestate.edu/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 deadline and emphasis availability|prerequisite mapping|English requirement|first-year assistantship competition|post-year-one funding|current advisor fit,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:boise:program|reentry06:boise:admission|reentry06:boise:funding,stage_02_reentry_06
2.0,us:ipeds:100751:program:phd:ph-d-in-computer-science,us:ipeds:100751,The University of Alabama,United States,us,US program or committee admission; faculty role requires program-specific verification,Ph.D. in Computer Science,PhD,"Computer Science research doctorate with software, systems, theory, dissertation, and selectable software-engineering or cybersecurity focus",official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|ai_for_se,"The doctorate includes software-engineering and cybersecurity focus areas, and the department identifies empirical software engineering, software modeling, software security, collaborative software, cloud, edge, and distributed systems research.","The official doctorate is available after relevant prior study, but exact bachelor's-entry treatment, GPA, prerequisites, foreign equivalency, and English proof require Stage 3 review.",All applicants are automatically considered for competitive departmental assistantships; GTA and faculty-funded GRA mechanisms exist but are not universal awards.,https://eng.ua.edu/majors/computer-science-ph-d/,https://www.ua.edu/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,direct bachelor's entry|Fall 2027 cycle|GPA and prerequisite mapping|English treatment|assistantship package and duration|current supervisor capacity,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:alabama:program|reentry06:alabama:research|reentry06:alabama:funding,stage_02_reentry_06
2.0,us:ipeds:133951:program:phd:doctor-of-philosophy-in-computer-science,us:ipeds:133951,Florida International University,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctor of Philosophy in Computer Science,PhD,Research doctorate accepting qualified bachelor's entrants and culminating in original dissertation research,official_program_or_department_signal|lab_or_center_signal|recognized_institution_record|underrepresented_route_search,repair_analysis|systems_security|ai_for_se,"Current official materials identify automated software testing, model-driven engineering, formal methods, software verification, cybersecurity, highly reliable systems, and reconfigurable software research.","Applicants without a master's may apply with a relevant bachelor's and published upper-division GPA and mathematics preparation, subject to foreign credential and English review.","Only the most qualified applicants receive a first-year teaching assistantship with stipend, tuition waiver, and subsidized health insurance; later funding depends on a major advisor or competitive fellowship.",https://www.cis.fiu.edu/degree/doctor-of-philosophy-in-computer-science/,https://www.fiu.edu/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|upper-division GPA calculation|mathematics prerequisites|English requirement|first-year award probability|advisor-funded continuation,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:fiu:program|reentry06:fiu:research|reentry06:fiu:handbook,stage_02_reentry_06
2.0,ca:dli:O19315945002:program:thesis-or-research-master-s:software-engineering-masc,ca:dli:O19315945002,Ontario Tech University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Software Engineering (MASc),Thesis or research master's,Twenty-four-month research MASc with intensive software-engineering study and a supervised research thesis,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record,repair_analysis|systems_security|ai_for_se,"The MASc explicitly covers software verification and validation, software testing and quality assurance, software security and dependability, cloud and edge computing, embedded systems, and AI.","A four-year honours degree in software engineering, computer science, or a relevant engineering field with a B minimum can qualify, but supervisor agreement and equivalency remain unresolved.","Full-time research applicants are automatically considered for entrance awards, minimum funding packages, and TA/RA/GRA support, but award composition and international net cost require verification.",https://gradstudies.ontariotechu.ca/future_students/programs/masters_programs/software_engineering/index.php,https://ontariotechu.ca/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree equivalency|supervisor commitment|English treatment|minimum package amount and duration|international tuition differential,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:ontario-tech:program|reentry06:ontario-tech:research|reentry06:ontario-tech:funding,stage_02_reentry_06
2.0,ca:dli:O19332687812:program:thesis-or-research-master-s:electrical-and-computer-engineering-masc-software-engineering-concentration,ca:dli:O19332687812,Carleton University,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Electrical and Computer Engineering (MASc) — Software Engineering Concentration,Thesis or research master's,Research-thesis MASc in the joint Ottawa-Carleton ECE institute with an explicit Software Engineering concentration,official_program_or_department_signal|lab_or_center_signal|research_masters_or_scholarship_search|recognized_institution_record,repair_analysis|systems_security|software_quality,"The concentration and current research inventory include software evolution, testing, verification and validation, quality assurance, model-driven engineering, cyber-security assurance, cloud, and distributed systems.","A bachelor's in electrical engineering, computer science, systems, software engineering, or a close field with roughly B+ standing can support application; exact equivalency remains for Stage 3.","Applicants are automatically considered for possible admissions funding, including scholarships and assistantships, but international availability, amount, duration, and net cost are not guaranteed.",https://graduate.carleton.ca/program/electrical-and-computer-engineering-masters-programs/,https://carleton.ca/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|concentration availability|degree equivalency and GPA|English treatment|supervisor requirement|international funding package,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:carleton:program|reentry06:carleton:research|reentry06:carleton:funding,stage_02_reentry_06
2.0,ca:dli:O19397188593:program:thesis-or-research-master-s:master-of-applied-science-in-electrical-and-computer-engineering,ca:dli:O19397188593,University of Ottawa,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Master of Applied Science in Electrical and Computer Engineering,Thesis or research master's,Two-year research MASc in the joint Ottawa-Carleton institute with supervised thesis work in computer and software engineering,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record,repair_analysis|systems_security|distributed_systems,"The program names computer and software engineering, computer communications, distributed systems, and systems intelligence as primary research themes and requires a research thesis.","A relevant four-year engineering or computing bachelor's can support application, subject to academic-equivalency, prerequisite, language, and supervisor review.","The university lists admission scholarships plus teaching and research assistantships for international master's students, but no route-wide minimum or complete net package is established.",https://www.uottawa.ca/faculty-engineering/graduate-studies/programs/electrical-computer-engineering,https://www.uottawa.ca/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|degree and prerequisite equivalency|English treatment|supervisor and thesis placement|funding amount and duration|international net cost,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:uottawa:program|reentry06:uottawa:catalog|reentry06:uottawa:funding,stage_02_reentry_06
2.0,ca:dli:O19358946722:program:thesis-or-research-master-s:electrical-engineering-masc,ca:dli:O19358946722,University of Windsor,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,Electrical Engineering (MASc),Thesis or research master's,Two-year research-based Electrical and Computer Engineering MASc with four graduate courses and a supervised thesis,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record,systems_security|software_quality|cyber_physical_systems,"The research route supports computer-engineering work involving fault detection, system safeguarding, CAD-backed simulation and verification, embedded and cyber-physical systems, and software-dependent engineering.","A relevant engineering or computing background may support application, but the applicant's Computer Science degree equivalency, advisor match, GPA, and language evidence require Stage 3 review.","Research MASc applicants can compete for entrance scholarships, graduate assistantships, and research assistantships; no minimum package or complete international net-cost coverage is promised.",https://www.uwindsor.ca/graduate-studies/320/electrical-engineering,https://www.uwindsor.ca/,medium,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,computer-science degree equivalency|Fall 2027 cycle|advisor match|English treatment|competitive scholarship and assistantship package|international tuition and living cost,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:windsor:program|reentry06:windsor:research|reentry06:windsor:funding,stage_02_reentry_06
2.0,ror:01jdpyv68:program:thesis-or-research-master-s:m-sc-cybersecurity,ror:01jdpyv68,Saarland University,Germany,europe,"European program, supervisor, studentship, or employed-position model; verify by country",M.Sc. Cybersecurity,Thesis or research master's,English-taught research-oriented cybersecurity MSc with specialization and thesis work connected to university and CISPA research,official_program_or_department_signal|lab_or_center_signal|research_masters_or_scholarship_search|recognized_institution_record,systems_security|formal_verification|software_quality,"The degree explicitly covers software security, systems and networks, formal methods, privacy, and cryptography, with research-driven study connected to CISPA.","A strong relevant bachelor's and C1 English are required; curriculum equivalency, grade conversion, documentation, and the target admissions cycle remain for Stage 3.","The program charges no tuition, but semester contributions, living costs, and a viable scholarship or employment path remain unresolved.",https://www.uni-saarland.de/en/study/programmes/master/cybersecurity.html,https://www.uni-saarland.de/en/home.html,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|curriculum equivalency|grade conversion|C1 English proof|semester contribution|living-cost funding,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:saarland:program|reentry06:saarland:research|reentry06:saarland:funding,stage_02_reentry_06
2.0,ror:05ydjnb78:program:thesis-or-research-master-s:m-sc-computer-science,ror:05ydjnb78,University of Passau,Germany,europe,"European program, supervisor, studentship, or employed-position model; verify by country",M.Sc. Computer Science,Thesis or research master's,"English-study-capable, two-year research-oriented Computer Science MSc with specialization and a final research thesis",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,repair_analysis|systems_security|formal_verification,"Programming and Software Systems teaches software construction, generation, analysis, optimization, static and dynamic analysis, testing, automated debugging, fault localization, and formal verification; IT Security and Reliability is a separate focus.",A three-year related bachelor's with at least 110 ECTS of computer science and a qualifying grade or cohort rank can support application; transcript mapping and language proof remain unresolved.,"The degree has no tuition beyond university contributions, but living costs and a sustainable scholarship or employment route are not established.",https://www.uni-passau.de/en/msc-computer-science,https://www.uni-passau.de/en/,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|110-ECTS subject mapping|German grade conversion or cohort rank|English evidence|semester contribution|living-cost funding,data/processed/pass2/stage_02_reentry_06_candidates.csv|data/processed/pass2/stage_02_reentry_06_sources.csv,reentry06:passau:program|reentry06:passau:curriculum|reentry06:passau:funding,stage_02_reentry_06
