schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry17:drexel-cs:program,us:ipeds:212054,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, research areas, and dissertation route",Computer Science & Information Science PhD Programs,Drexel University,https://drexel.edu/cci/academics/doctoral-programs/,2026-09-11,"Official SCIS page confirms the Computer Science PhD and names software engineering, security, networks, and AI among the program's research areas.","The page does not establish applicant eligibility, advisor capacity, or Fall 2027 admission for this applicant."
2.0,reentry17:drexel-cs:funding,us:ipeds:212054,PhD in Computer Science,research_masters_or_scholarship_search,program-level doctoral assistantship coverage,Doctoral Admissions,Drexel University,https://drexel.edu/cci/admissions/doctoral/,2026-09-11,Official admissions page states that all Computer Science and Information Science PhD students are fully supported with an assistantship carrying a stipend and tuition remission.,"Offer value, duration, summer coverage, fees, insurance, conditions, and Fall 2027 terms require Stage 3 verification."
2.0,reentry17:lehigh-cs:program,us:ipeds:213543,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, coursework, research, and dissertation route",PhD in Computer Science,Lehigh University,https://engineering.lehigh.edu/academics/graduate/phd/phd-computer-science,2026-09-11,"Official Rossin College page confirms the Computer Science PhD, research preparation, original dissertation route, and advanced programming and software-engineering coursework.","The page does not establish this applicant's equivalency, admission, advisor availability, or offer-specific support."
2.0,reentry17:lehigh-cs:funding,us:ipeds:213543,PhD in Computer Science,research_masters_or_scholarship_search,college-level full doctoral funding commitment,Computer Science and Engineering Graduate Study,Lehigh University,https://global.lehigh.edu/sites/global.lehigh.edu/files/cse-grad-onesheet.pdf,2026-09-11,Official Lehigh CSE material states 100 percent funding for PhD tuition and stipend and identifies systems and algorithms research.,"Exact duration, summer coverage, fees, insurance, satisfactory-progress terms, and Fall 2027 offer conditions remain unresolved."
2.0,reentry17:gwu-cs:program,us:ipeds:131469,PhD in Computer Science,official_program_or_department_signal,exact doctorate and research-area alignment,Ph.D. in Computer Science,George Washington University,https://graduate.engineering.gwu.edu/phd-computer-science,2026-09-11,"Official program page confirms the research doctorate and lists software engineering, systems, distributed systems, security, privacy, cryptography, and AI research.","Applicant eligibility, advisor capacity, admission, and individual funding are not established."
2.0,reentry17:gwu-cs:funding,us:ipeds:131469,PhD in Computer Science,research_masters_or_scholarship_search,doctoral research and teaching assistantship mechanism,Doctoral Funding Information,George Washington University,https://graduate.engineering.gwu.edu/doctoral-funding-information,2026-09-11,Official engineering page states that selected GRAs and GTAs receive 18 academic-year tuition credits and a monthly stipend and that doctoral applicants are generally considered without a separate application.,"Funding is selective; amount, full cost coverage, renewal, summer support, fees, and international teaching eligibility require verification."
2.0,reentry17:ualbany-cs:program,us:ipeds:196060,Doctor of Philosophy in Computer Science,official_program_or_department_signal,"exact doctorate, research fields, and assistantship consideration route",PhD Computer Science,University at Albany,https://www.albany.edu/computer-science/programs/phd-computer-science,2026-09-11,"Official page confirms the Computer Science PhD, original-dissertation requirement, software engineering, cybersecurity, network and AI research, international application information, and an assistantship-consideration deadline.","It does not state the number, value, tuition coverage, duration, or guarantee of assistantships."
2.0,reentry17:ualbany-cs:research,us:ipeds:196060,Doctor of Philosophy in Computer Science,lab_or_center_signal,current departmental lab and systems-security research signal,Computer Science Research,University at Albany,https://www.albany.edu/computer-science/research,2026-09-11,"Official department page identifies active privacy and security, data-management, intelligent-systems, and networking research laboratories.","A lab listing does not establish current supervision capacity, recruiting, admission, or funding."
2.0,reentry17:wpi-cs:program,us:ipeds:168421,PhD in Computer Science,official_program_or_department_signal,"exact doctorate and software, security, and distributed-systems research fit",PhD in Computer Science,Worcester Polytechnic Institute,https://www.wpi.edu/academics/study/computer-science-phd,2026-09-11,"Official program page confirms the Computer Science PhD and identifies software engineering, security, AI, database, and distributed-systems research groups.","The page does not establish applicant eligibility, supervisor capacity, admission, or a funding offer."
2.0,reentry17:wpi-cs:funding,us:ipeds:168421,PhD in Computer Science,research_masters_or_scholarship_search,research and teaching assistantship mechanism,Graduate Funding Opportunities,Worcester Polytechnic Institute,https://www.wpi.edu/academics/graduate/graduate-student-experience/funding-opportunities,2026-09-11,"Official WPI page documents research and teaching assistantships and explains that RA cost support depends on department, project, faculty funding, and student status.","Assistantships are not guaranteed and exact stipend, tuition, fees, international eligibility, renewal, and summer coverage require Stage 3 review."
2.0,reentry17:oakland-csi:program,us:ipeds:171571,Doctor of Philosophy in Computer Science and Informatics,official_program_or_department_signal,exact doctorate and specialization structure,Doctoral Programs,Oakland University,https://www.oakland.edu/secs/doctoral-programs/,2026-09-11,"Official school page confirms the Computer Science and Informatics PhD and its computer science and software/information-technology specializations, including formal methods, programming languages, networking, embedded systems, and parallel processing.","It does not establish this applicant's eligibility, admission, supervision, or funding."
2.0,reentry17:oakland-csi:funding,us:ipeds:171571,Doctor of Philosophy in Computer Science and Informatics,research_masters_or_scholarship_search,current funded software-engineering doctoral position signal,Graduate Resources,Oakland University,https://www.oakland.edu/secs/student-resources/graduate-resources/,2026-09-11,"Official school page advertises a funded full-time PhD position in software engineering, programming languages, or formal methods in the Computer Science department.","The listing does not state a Fall 2027 intake, stipend, tuition coverage, duration, international eligibility, or whether the position remains open."
2.0,reentry17:ubc-ece:program,ca:dli:O19330231062,Master of Applied Science in Electrical and Computer Engineering,official_program_or_department_signal,"exact thesis route, duration, 2027 intake, and computer/software systems field",Master of Applied Science,University of British Columbia,https://ece.ubc.ca/graduate/programs/master-applied-science/,2026-09-11,"Official ECE page confirms the approximately 24-month MASc, thesis and public examination, Computer and Software Systems research area, and that September 2027 applications open in October 2026.","The page does not establish credential equivalency, admission, supervisor capacity, or an individual funding package."
2.0,reentry17:ubc-ece:funding,ca:dli:O19330231062,Master of Applied Science in Electrical and Computer Engineering,research_masters_or_scholarship_search,MASc research-assistantship and graduate-award mechanisms,"Scholarships, Awards and Funding",University of British Columbia,https://engineering.ubc.ca/admissions/graduate/scholarships-awards-funding,2026-09-11,"Official UBC Engineering page states that most MASc and PhD students without major scholarships receive supervisor-funded RAs and describes entrance, multi-year, tuition, and top-up awards through the Graduate Support Initiative.","No individual award is guaranteed; international tuition, stipend value, duration, supervisor funding, fees, and net sufficiency require verification."
2.0,reentry17:utoronto-ece:program,ca:dli:O19332746152,Master of Applied Science in Electrical and Computer Engineering,official_program_or_department_signal,exact two-year research master's and thesis route,Master of Applied Science,University of Toronto,https://www.ece.utoronto.ca/graduates/degree-programs/masc/,2026-09-11,"Official ECE page confirms a two-year, department-funded research MASc combining graduate coursework with a supervised thesis proposal, research, and oral examination.","Applicant equivalency, admission, exact research match, supervisor capacity, and Fall 2027 terms remain unresolved."
2.0,reentry17:utoronto-ece:funding,ca:dli:O19332746152,Master of Applied Science in Electrical and Computer Engineering,research_masters_or_scholarship_search,two-year guaranteed MASc funding package,MASc & PhD Guaranteed Funding,University of Toronto,https://www.ece.utoronto.ca/graduates/financial-support/package/,2026-09-11,"Official department page guarantees satisfactory-progress MASc students two years of funding and explains the supervisor research fellowship, TA income, department fellowship, and international-tuition adjustment components.","The 2027-28 amount, fees, insurance, living-cost sufficiency, TA conditions, supervisor capacity, and offer-specific terms require Stage 3 review."
2.0,reentry17:mcgill-ece:program,ca:dli:O19359011033,Electrical Engineering (Thesis) (M.Sc.),official_program_or_department_signal,"exact thesis route, research fields, and preliminary eligibility",Electrical Engineering (M.Sc.),McGill University,https://www.mcgill.ca/gradapplicants/program/electrical-engineering-msc,2026-09-11,"Official graduate-admissions page confirms the research-intensive ECE MSc thesis route, software engineering and intelligent-systems research areas, bachelor's and GPA baseline, English evidence, and international deadlines.","Exact credential equivalency, admission, supervision, and Fall 2027 dates are not established."
2.0,reentry17:mcgill-ece:funding,ca:dli:O19359011033,Electrical Engineering (Thesis) (M.Sc.),research_masters_or_scholarship_search,departmental graduate-assistantship mechanism,Funding Opportunities,McGill University,https://www.mcgill.ca/ece/graduate/fellowshipsandawards,2026-09-11,Official ECE page states that the department awards many research-grant-funded graduate assistantships to qualified full-time students and considers applicants who request support.,"Awards are competitive and the page does not guarantee selection, full tuition coverage, stipend value, duration, international eligibility, or net sufficiency."
2.0,reentry17:cybersure:program,ror:05xg72x27,Erasmus Mundus Joint Master in Cybersecurity and Assurance (CYBERSURE),official_program_or_department_signal,"exact 2027 joint route, coordinator, curriculum, and eligibility",Cybersecurity and Assurance,Norwegian University of Science and Technology,https://www.ntnu.edu/studies/mscybsure,2026-09-11,"Official NTNU page confirms the two-year English CYBERSURE joint degree, November 2026 application opening, computing-related bachelor's route, and specializations in distributed security and software assurance.","Exact transcript eligibility, English evidence, admission, scholarship outcome, mobility, and thesis allocation remain unresolved."
2.0,reentry17:cybersure:scholarship,ror:05xg72x27,Erasmus Mundus Joint Master in Cybersecurity and Assurance (CYBERSURE),research_masters_or_scholarship_search,Fall 2027 international eligibility and full scholarship coverage,CYBERSURE Admission,Norwegian University of Science and Technology,https://www.cybersure-master.eu/admission,2026-09-11,"Official consortium page publishes the November 16, 2026 to January 4, 2027 application window, worldwide eligibility, and competitive full scholarships covering tuition, travel, and a monthly allowance.","The scholarship is highly competitive; exact award count, selection, travel sufficiency, visa, insurance, and applicant eligibility require Stage 3 verification."
2.0,reentry17:cyberus:program,ror:01r9htc13,Erasmus Mundus Joint Master in Cybersecurity (CYBERUS),official_program_or_department_signal,"current English joint route, secure-software curriculum, and dissertation",Master in Cybersecurity with focus Erasmus Mundus Joint Master in Cybersecurity,Université Libre de Bruxelles,https://www.ulb.be/en/programme/m-secum,2026-09-11,"Official ULB page confirms the 2026-27 English 120-credit CYBERUS route, secure software engineering and systems content, long placement, and researcher-supervised master's dissertation.","The page does not yet confirm Fall 2027 dates, applicant equivalency, admission, scholarship availability, or an assigned supervisor."
2.0,reentry17:cyberus:funding,ror:01r9htc13,Erasmus Mundus Joint Master in Cybersecurity (CYBERUS),research_masters_or_scholarship_search,joint-master scholarship mechanism and coverage model,Erasmus Mundus Joint Masters,Université Libre de Bruxelles,https://erasmus-plus.ec.europa.eu/opportunities/individuals/students/erasmus-mundus-joint-masters,2026-09-11,"The European Commission states that Erasmus Mundus joint masters can offer full scholarships worldwide covering participation costs and contributing to travel, visa, and living allowances.","This is the scheme-level funding model, not confirmation that CYBERUS will award scholarships for Fall 2027 or that this applicant will receive one."
2.0,reentry17:ediss:program,ror:029pk6x14,Erasmus Mundus Joint Master in Engineering of Data-intensive Intelligent Software Systems (EDISS),official_program_or_department_signal,exact joint software-systems route and research fit,Engineering of Data-intensive Intelligent Software Systems,Åbo Akademi University,https://www.master-ediss.eu/,2026-09-11,"Official consortium site confirms the EDISS joint master's and its software-engineering, data-intensive systems, software architecture, DataOps, intelligent-systems, and research orientation.","The home page does not establish a Fall 2027 intake, exact applicant eligibility, specialization placement, or a scholarship award."
2.0,reentry17:ediss:scholarship,ror:029pk6x14,Erasmus Mundus Joint Master in Engineering of Data-intensive Intelligent Software Systems (EDISS),research_masters_or_scholarship_search,current Erasmus Mundus and program scholarship mechanisms,Scholarships and Fees,Åbo Akademi University,https://www.master-ediss.eu/scholarship/,2026-09-11,"Official consortium material documents Erasmus Mundus, EDISS, and tuition-waiver scholarship routes for recent intakes and current EU support for the program.","Fall 2027 scholarship availability, award count, monthly support, selection, fees, mobility costs, and net sufficiency are not yet confirmed."
