schema_version,program_id,institution_id,institution_name,country,region,regional_admissions_model,program_name,degree_type,relevant_degree_route,discovery_paths,research_topic_clusters,exact_research_fit_signal,preliminary_international_eligibility,preliminary_funding_signal,official_program_url,official_institution_url,evidence_confidence,affiliation_normalization_status,seed_adjacency,funnel_status,proposed_next_action,exclusion_reason,unresolved_fields,source_record_paths,source_ids,reentry_id
2.0,us:ipeds:195030:program:phd:phd-program-in-computer-science,us:ipeds:195030,University of Rochester,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD Program in Computer Science,PhD,Direct-entry research doctorate accepting applicants with either a bachelor's or master's degree,official_program_or_department_signal|recognized_institution_record|underrepresented_route_search,repair_analysis|systems_security|trustworthy_ai,The official doctorate has systems and artificial-intelligence focus areas and requires an original body of research; its application asks applicants to describe research experience and faculty or lab alignment.,"Applicants may hold either a bachelor's or master's degree, and the department publishes English-language testing and waiver routes; the applicant's U.S. bachelor's may support a waiver, but target-cycle treatment remains unverified.","The department states that PhD students in good academic standing receive tuition, a stipend, and health insurance.",https://www.cs.rochester.edu/graduate/phd-program.html,https://www.rochester.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|admission plausibility|English waiver application|offer-specific funding duration and fees|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:rochester:program|reentry04:rochester:admission-funding,stage_02_reentry_04
2.0,us:ipeds:163268:program:phd:phd-in-computer-science,us:ipeds:163268,University of Maryland-Baltimore County,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,"Research doctorate with coursework, dissertation research, a portfolio, preliminary examination, and dissertation defense",official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,systems_security|repair_analysis|trustworthy_ai,"UMBC lists systems, distributed and cloud computing, system security, code and malware analysis, privacy, machine learning, semantic representations, and reasoning under uncertainty as current graduate research areas.","The department publishes computer-science and mathematics prerequisites, requires the GRE for PhD applicants, and waives English testing for graduates of U.S. universities; transcript-level prerequisite coverage remains unverified.","The department supports some graduate students through teaching and research assistantships and says strong newly admitted students may be considered, but it makes no universal guarantee.",https://www.csee.umbc.edu/graduate/computer-science-m-s-ph-d/,https://umbc.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|prerequisite equivalency|GRE performance|assistantship probability and renewal|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:umbc:program-fit|reentry04:umbc:funding,stage_02_reentry_04
2.0,us:ipeds:110671:program:phd:phd-in-computer-science,us:ipeds:110671,University of California-Riverside,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,Research doctorate open to applicants with substantial mathematics and computer-science preparation,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|trustworthy_ai,"The program evaluates research experience and faculty-interest alignment and recommends preparation in software engineering, operating systems, security, distributed systems, artificial intelligence, machine learning, and programming languages.","International applicants are accepted; a 3.2 GPA in the last two years is described as desirable, while applicants need substantial mathematics and computer-science preparation.","PhD applicants are automatically considered for merit funding by the fellowship deadline, but the department explicitly says not all PhD applicants receive a package.",https://www1.cs.ucr.edu/graduate/programs/computer-science-phd,https://www.ucr.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|last-two-year GPA calculation|course equivalency|funding package probability and duration|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:ucr:program|reentry04:ucr:admission-fit|reentry04:ucr:funding,stage_02_reentry_04
2.0,us:ipeds:225511:program:phd:phd-in-computer-science,us:ipeds:225511,University of Houston,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,Research doctorate requiring original dissertation research and early research-advisor selection,official_program_or_department_signal|recognized_institution_record|underrepresented_route_search,repair_analysis|systems_security|ai_for_se,"The department publishes computing and software systems, security, distributed systems, natural-language processing, AI, and data-mining research and asks PhD applicants to identify research areas and faculty fit.","The department accepts international applicants, publishes a 3.0 competitive example profile and English-score routes, and gives additional consideration to prior research experience for PhD applicants.","The department says PhD students are typically admitted with an assistantship, tuition fellowship, and nonresident tuition waiver, but terms are controlled by the offer letter.",https://www.uh.edu/nsm/computer-science/graduate/phd/index.php,https://www.uh.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|prerequisite mapping|admission calibration|offer-specific stipend and renewal|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:houston:program-admission|reentry04:houston:funding-fit,stage_02_reentry_04
2.0,us:ipeds:228769:program:phd:doctoral-degree-in-computer-science-computer-engineering,us:ipeds:228769,The University of Texas at Arlington,United States,us,US program or committee admission; faculty role requires program-specific verification,Doctoral Degree in Computer Science/Computer Engineering,PhD,"Research doctorate admitting applicants with an undergraduate CS, computer-engineering, or closely related degree",official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|trustworthy_ai,"UTA identifies software engineering, computer security, AI, high-performance computing, and independent dissertation research and explicitly evaluates research experience and publications.",The program publishes a 3.0 overall and 3.2 last-two-years GPA expectation plus international English thresholds; applicant-specific calculation remains unverified.,"The department selects financial-aid candidates early, and university policy provides tuition support to qualifying doctoral GTAs and GRAs; no universal assistantship is promised.",https://www.uta.edu/academics/schools-colleges/engineering/academics/departments/cse/phd,https://www.uta.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|last-two-year GPA calculation|English waiver or testing|assistantship award and coverage|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:uta:program-admission|reentry04:uta:fit-funding,stage_02_reentry_04
2.0,us:ipeds:229027:program:phd:phd-in-computer-science,us:ipeds:229027,The University of Texas at San Antonio,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,Direct-entry research doctorate accepting a bachelor's degree or equivalent foreign training,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,systems_security|repair_analysis|trustworthy_ai,"The doctorate sits in the College of AI, Cyber and Computing and is supported by active research in artificial intelligence, cybersecurity, computing, and data science.",The official Fall 2027 page accepts an accredited U.S. bachelor's or equivalent foreign training and publishes a common international deadline.,"The program states that all full-time admitted PhD students receive a GTA or GRA appointment with tuition waiver, stipend, and health insurance; current published support starts at USD 24,000.",https://future.utsa.edu/programs/doctoral/computer-science/,https://www.utsa.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,applicant-specific admission calibration|foreign equivalency despite expected U.S. bachelor's|assistantship renewal conditions|fee and living-cost residuals|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:utsa:program-funding|reentry04:utsa:doctoral-funding,stage_02_reentry_04
2.0,us:ipeds:153658:program:phd:phd-in-computer-science,us:ipeds:153658,University of Iowa,United States,us,US program or committee admission; faculty role requires program-specific verification,PhD in Computer Science,PhD,Terminal research doctorate involving close work with a faculty advisor,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|trustworthy_ai,"The department publishes formal methods and programming languages, systems, algorithms, and AI as current research areas and describes the PhD as preparation for research and development.","The official graduate inventory confirms the research doctorate; applicant-specific degree, GPA, English, and application requirements need Stage 3 verification.","Most departmental graduate support comes from teaching or research assistantships, with doctoral departmental support limited to four years and renewed subject to performance and funding availability.",https://cs.uiowa.edu/graduate/phd-computer-science,https://uiowa.edu,medium,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|formal entry requirements|English waiver or testing|initial assistantship probability and renewal|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:iowa:program-fit|reentry04:iowa:funding,stage_02_reentry_04
2.0,us:ipeds:217882:program:phd:computer-science-phd,us:ipeds:217882,Clemson University,United States,us,US program or committee admission; faculty role requires program-specific verification,Computer Science PhD,PhD,Research doctorate with a defined bachelor's-entry curriculum and original dissertation research,official_program_or_department_signal|underrepresented_route_search|recognized_institution_record,repair_analysis|systems_security|ai_for_se,"Clemson publishes PhD core areas in software engineering and networks, systems and security, plus current research in software engineering, cloud computing, cybersecurity, AI, and distributed computing.",The program explicitly defines a bachelor's-entry route and publishes international English testing; preparation deficiencies may require extra coursework.,"All qualified PhD applicants are considered for competitive assistantships carrying reduced tuition and a stipend, but funding availability is not guaranteed.",https://www.clemson.edu/cecas/departments/computing/academics/graduates/degrees/phd-cs.html,https://www.clemson.edu,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|prerequisite equivalency|English waiver or testing|assistantship probability and net cost|current faculty supervision,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:clemson:program-fit|reentry04:clemson:funding,stage_02_reentry_04
2.0,ca:dli:O19283889692:program:thesis-or-research-master-s:msc-in-computer-science-thesis-option,ca:dli:O19283889692,University of Northern British Columbia,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,MSc in Computer Science - Thesis Option,Thesis or research master's,"Two-year research master's requiring an original research program, thesis, defense, and faculty supervisor",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,systems_security|repair_analysis|trustworthy_ai,The thesis option is explicitly designed for research and further academic study and includes original research under a supervisory committee; exact current faculty topic fit remains to be established.,"International applications are accepted, but the program is highly competitive, capacity-constrained, and contingent on securing a faculty supervisor.",Qualified graduate students may receive teaching assistantships and research-intensive entrants can be considered for merit entrance awards; no program-wide full-funding guarantee was found.,https://www.unbc.ca/calendar/graduate/computer-science-msc-program,https://www.unbc.ca,medium,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|specific research fit|supervisor commitment|award or assistantship amount and duration|net international cost,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:unbc:program-admission|reentry04:unbc:funding,stage_02_reentry_04
2.0,ca:dli:O19091528512:program:phd:phd-in-computer-science,ca:dli:O19091528512,University of Manitoba,Canada,canada,Canadian program admission with potentially supervisor-dependent research route,PhD in Computer Science,PhD,"Research doctorate normally requiring an MSc, with rare direct admission from an exceptional honours bachelor's or equivalent",official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,systems_security|repair_analysis|trustworthy_ai,"The official program publishes security and privacy, data-driven software engineering, distributed algorithms, autonomous agents, and an intensive research thesis.","The normal route requires a master's, but university regulations allow rare direct admission from an outstanding honours bachelor's or equivalent; supervisor support is mandatory, so the applicant's route is exceptional and unresolved.","The department states that newly admitted PhD students receive a minimum CAD 23,000 per year for the first four years, contingent on satisfactory progress.",https://umanitoba.ca/graduate-studies/admissions/programs-of-study/computer-science-phd,https://umanitoba.ca,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,"rare direct-bachelor's exception|Fall 2027 cycle|degree and grade equivalency|confirmed supervisor|funding source, renewal, and net international cost",data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:manitoba:program-fit|reentry04:manitoba:direct-entry|reentry04:manitoba:funding,stage_02_reentry_04
2.0,ror:02crff812:program:thesis-or-research-master-s:msc-in-informatics-software-systems,ror:02crff812,University of Zurich,Switzerland,europe,"European program, supervisor, studentship, or employed-position model; verify by country",MSc in Informatics - Software Systems,Thesis or research master's,English-taught 120-ECTS Informatics MSc with a 90-ECTS Software Systems major and 30-ECTS master's thesis,official_program_or_department_signal|research_masters_or_scholarship_search|recognized_institution_record|underrepresented_route_search,repair_analysis|systems_security|ai_for_se,"Software Systems focuses on systematic development and maintenance of complex software systems and includes independent academic work, a master's project, and a 30-ECTS thesis supervised by informatics faculty.","Applicants from outside the EU, EFTA, and UK must submit a GRE, and curriculum review may impose up to 60 ECTS of additional requirements; exact course mapping is unresolved.","UZH states that it has no dedicated scholarship pool for international master's students and cannot provide its student financial support to entrants without a Swiss bachelor's, making external funding essential.",https://www.uzh.ch/en/studies/programs/master/software_systems.html,https://uzh.ch/de.html,high,canonical institution registry match,TerraProbe-adjacent|Evidex-adjacent,advance_to_stage_3,"verify current program, applicant eligibility, funding, faculty fit, and Fall 2027 cycle",,Fall 2027 cycle|GRE thresholds and timing|curriculum and ECTS mapping|external scholarship viability|thesis supervision fit,data/processed/pass2/stage_02_reentry_04_candidates.csv|data/processed/pass2/stage_02_reentry_04_sources.csv,reentry04:uzh:program-admission|reentry04:uzh:funding|reentry04:uzh:thesis,stage_02_reentry_04
