schema_version,candidate_program_id,verified_program_id,institution_id,institution_name,country,region,candidate_funnel_status,verification_status,status_reason,exact_degree_program_name,degree_type,research_requirement,department,current_program_status,bachelors_entry_eligibility,international_student_eligibility,language_of_instruction,english_requirement_and_waiver,minimum_gpa,minimum_gpa_application,prerequisite_coursework,admissions_model,faculty_contact_expectation,fall_2027_deadline,deadline_cycle_label,application_fee,fee_currency,fee_waiver_rules,simultaneous_application_rules,separate_fees_required,tuition,mandatory_fees,funding_model,funding_status,funding_duration,funding_conditions,funding_international_eligibility,stipend_amount,stipend_currency,tuition_coverage,mandatory_fee_coverage,health_insurance_coverage,summer_coverage,named_scholarships,scholarship_deadlines,largest_unresolved_question,relevant_route_gate,eligibility_gate,funding_gate,degree_structure_gate,same_university_dominance_gate,faculty_review_ready,application_positioning,official_program_url,program_source_ids,admissions_source_ids,funding_source_ids,evidence_confidence,source_record_paths,verified_at
2.0,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818:program:phd:computer-science-phd,us:ipeds:126818,Colorado State University-Fort Collins,United States,us,advance_to_stage_3,conditional,"The applicant meets the published bachelor's, GPA, and preparation route, but Colorado State describes PhD support as limited and highly competitive rather than guaranteed; require an adequate written funding offer.","Computer Science, Ph.D.",PhD,Doctoral research culminating in an original dissertation and defense,"Department of Computer Science, Walter Scott, Jr. College of Engineering","Current; Spring 2027 and Fall 2026 deadlines are published, while Fall 2027 is not yet posted",Yes — bachelor's in computer science or a closely related field,Yes — international credentials and English proficiency are addressed,English,Graduate School English policy applies; the effect of the applicant's U.S. bachelor's requires final central confirmation,Normally 3.0/4.0,Applicant 3.35 cumulative exceeds the stated normal minimum,"Calculus, statistics, linear algebra, discrete mathematics, object-oriented programming, data structures, algorithms, architecture, software engineering, and operating systems","Departmental holistic review based on preparation, merit, and research fit",Prior faculty agreement is not published as mandatory; faculty research fit affects admission and support,"Not yet published; latest Fall deadline is January 15, 2026 and Spring 2027 deadline is August 15, 2026",Latest published cycle; Fall 2027 must be rechecked,70,USD,Department publishes no program fee waiver; limited Graduate School categories may apply and applicant eligibility is not established,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Current program amount not captured; assistantship tuition treatment is offer-specific,Not separately published on the program funding page,"Competitive teaching assistantship, research assistantship, or fellowship","Financial support is available to many PhD students but is limited, highly competitive, and not guaranteed",Not published as a program-wide guarantee,"Academic merit, research fit, available funds, and appointment duties",No nationality exclusion is published; an individual offer and employment eligibility control,Not published as one program-wide amount,USD,Not guaranteed program-wide in the reviewed evidence,Not verified,Not verified,Not verified,Graduate School fellowships and departmental assistantships,No separate Fall 2027 fellowship deadline published,"Will a Fall 2027 offer guarantee adequate stipend, tuition, fees, health insurance, and summer support for the expected duration?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://graduateschool.colostate.edu/programs/computer-science-phd/,stage3src:dd7d6e907f878f561e4e,stage3src:3ec2a9ac2d69e231ea48|stage3src:2c1192bdc0c80b0c93bd,stage3src:3ec2a9ac2d69e231ea48,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903:program:phd:computer-science-phd,us:ipeds:132903,University of Central Florida,United States,us,advance_to_stage_3,conditional,"UCF permits direct doctoral entry from a bachelor's and the applicant clears the general route, but qualifying assistantship benefits require an appointment that is not guaranteed to every admit; require a written funded offer.",Computer Science PhD,PhD,"Advanced coursework, qualifying milestones, and original dissertation research","Department of Computer Science, College of Engineering and Computer Science",Current; Fall 2027 doctoral deadlines are published,Yes — outstanding applicants may enter directly from a bachelor's degree,Yes — international Fall 2027 requirements and deadline are published,English,UCF international English policy applies; U.S.-degree exemption requires central confirmation,Graduate minimum and competitive review apply; no higher CS PhD floor was captured,Applicant 3.35 is above the common graduate 3.0 threshold; competitiveness remains holistic,Computer science articulation and preparation are reviewed; deficiencies may require articulation coursework,Departmental competitive review; GRE is required on the current 2027 doctoral listing,Prior supervisor agreement is not published as mandatory,"December 1, 2026 for international applicants",Explicit Fall 2027 doctoral deadline listing,31,USD,No applicant-specific waiver verified,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Current amount not captured; qualifying assistantships include tuition remission,Local fees are not included in the standard qualifying assistantship benefits,Graduate teaching or research assistantship and competitive fellowships,"A qualifying 0.5 FTE assistantship provides stipend and tuition benefits, but an appointment is not guaranteed to every PhD admit",Appointment- and offer-specific,"Qualifying appointment, required workload, academic progress, and employment eligibility",International students may hold qualifying appointments subject to employment rules,Not published as one CS-wide amount,USD,Resident tuition remission plus out-of-state differential for qualifying appointments,Local fees excluded,Health-insurance benefit accompanies qualifying appointments,Not guaranteed program-wide,Graduate fellowships and assistantships,January 15 is the general Fall priority date for fellowship consideration,Will a Fall 2027 admission offer include a renewable qualifying assistantship and cover remaining local fees and summer living costs?,pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://www.ucf.edu/degree/computer-science-phd/,stage3src:496d40639633fcfd9518,stage3src:628e1cbffab15000cb98|stage3src:c55c21d17e7bdb3fb2ea|stage3src:a8ff3c18fd10b6d6b2b0,stage3src:c55c21d17e7bdb3fb2ea,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600:program:phd:phd-in-computer-science,us:ipeds:145600,University of Illinois Chicago,United States,us,advance_to_stage_3,retained,"The exact research route is current, the applicant meets the verified formal entry gate, and official evidence establishes a credible funding route; offer-specific terms remain explicit.",PhD in Computer Science,PhD,"Doctoral coursework, preliminary examination, dissertation research, and defense","Department of Computer Science, College of Engineering",Current; latest published Fall deadline is February 15 with December 15 recommended,Yes — bachelor's in computer science or a closely related field,Yes — international applicants are accepted,English,UIC Graduate College English policy applies; U.S.-degree exemption requires central confirmation,3.50/4.00 for the final 60 semester hours,"Applicant's recent two-year GPA above 3.5 is treated as meeting the final-60-hour floor, subject to official UIC recalculation",Substantial computer science preparation from a related bachelor's degree,Departmental doctoral admissions review; GRE not required,Prior faculty commitment is not published as mandatory,"February 15, 2027 final; December 15, 2026 recommended, inferred from the annual published schedule",Latest program schedule; Fall 2027 year not explicitly printed,100 international credential-evaluation fee; Fall 2026 USD 70 application fee was waived by the recommended date,USD,Latest CS page publishes a Fall 2026 application-fee promotion; Fall 2027 treatment is not yet published,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Qualifying first-five-year appointment includes full tuition waiver,Partial fee waiver; residual amount is not published on the CS page,Teaching or research assistantship or fellowship,The department guarantees a funded appointment for the first five years of the PhD,"First five years, Fall and Spring","Good academic standing, satisfactory progress, and appointment duties",The departmental guarantee is stated for admitted PhD students without a nationality exclusion,Not published as one CS-wide amount,USD,Full tuition waiver during qualifying appointment,Partial fee waiver; residual fees remain,Not explicitly quantified on the CS funding statement,Summer appointments may be available but are not part of the Fall/Spring guarantee,Graduate College fellowships and departmental assistantships,December 15 recommended application date,"What residual fees, health cost, summer stipend, and continuation terms will appear in the individual Fall 2027 offer?",pass,pass,pass,pass,pass,yes,Funded Application Candidate,https://catalog.uic.edu/gcat/colleges-schools/engineering/cs/phd/,stage3src:9508571e203f1a6f099d,stage3src:9508571e203f1a6f099d|stage3src:eff4e085335540565edd,stage3src:eff4e085335540565edd,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,us:ipeds:155317:program:phd:doctor-of-philosophy-in-computer-science,us:ipeds:155317:program:phd:doctor-of-philosophy-in-computer-science,us:ipeds:155317,University of Kansas,United States,us,advance_to_stage_3,conditional,"KU explicitly permits direct doctoral entry from a bachelor's, but EECS says assistantship funds are limited and competitive and does not guarantee support to every admit; require a funded offer.",Doctor of Philosophy in Computer Science,PhD,Doctoral study culminating in original dissertation research,"Department of Electrical Engineering and Computer Science, School of Engineering",Current; 2027 application is open,Yes — strong applicants may enter without an MS,Yes — international credentials and English requirements are supported,English,KU English policy applies; U.S.-degree exemption requires central confirmation,Graduate School and program holistic standards; no higher numeric program floor captured,Applicant 3.35 is not barred by a published CS-specific numeric floor,Strong computer science preparation; detailed equivalency is reviewed by the program,Departmental committee review; GRE is listed for the doctoral route,Prior advisor agreement is not published as mandatory,"December 17, 2026 priority; April 1, 2027 final, based on the published annual dates",Current recurring program dates; year must be reconfirmed,100,USD,Limited central fee-waiver requests and listed categories; applicant eligibility is not established,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Current amount not captured; assistantship remission depends on appointment,Not verified,Graduate research or teaching assistantship and fellowship,"More than 75 percent of EECS graduate students receive assistantship or fellowship support, but funds are limited and competitive",Appointment- and offer-specific,"Available funds, selection, satisfactory progress, and appointment duties",No program nationality exclusion is published; employment eligibility controls,Not published as one CS-wide amount,USD,Appointment-specific; no universal guarantee captured,Not verified,Not verified,Not verified,EECS assistantships and Graduate Studies fellowships,Priority application deadline December 17,"Will the Fall 2027 offer contain renewable full tuition, stipend, insurance, fees, and summer support?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://degrees.ku.edu/graduate/doctoral/computer-science/,stage3src:0b89e4bef0fb6ad6e2b8,stage3src:0b89e4bef0fb6ad6e2b8|stage3src:216fe236e6fdf6577aff|stage3src:46e9eeb653f3e4039c62,stage3src:216fe236e6fdf6577aff,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,us:ipeds:157085:program:phd:doctoral-degree-in-computer-science,us:ipeds:157085:program:phd:doctoral-degree-in-computer-science,us:ipeds:157085,University of Kentucky,United States,us,advance_to_stage_3,conditional,"The applicant meets the published 3.0 and CS preparation route, but the department's nearly-100-percent fully-funded description is not an unconditional guarantee to every admit; require a complete funded offer.",Doctoral Degree in Computer Science,PhD,"Doctoral coursework, qualifying requirements, dissertation research, and defense","Department of Computer Science, Stanley and Karen Pigman College of Engineering",Current; Fall 2027 deadlines are published,Yes — bachelor's-level applicants with appropriate preparation may apply,Yes — an explicit international Fall 2027 deadline is published,English,Graduate School English policy applies; effect of the U.S. bachelor's requires central confirmation,3.0/4.0,Applicant 3.35 exceeds the published floor,"Calculus, two programming courses, and relevant CS preparation; linear algebra recommended",Departmental review through the Graduate School,No prior advisor commitment is published as mandatory; faculty-supported RA can affect funding,"April 15, 2027 for international applicants; July 15, 2027 domestic",Explicit Fall 2027 deadline portal,Not separately captured in reviewed official evidence,USD,"Department lists a waiver for certain U.S.-degree applicants with at least 3.5 GPA; international waiver otherwise tied to secured RA or top TA candidacy, neither established",Not verified in reviewed official evidence,Not verified in reviewed official evidence,"Program page displays nonresident per-credit tuition, but a funded offer controls actual liability",Not separately verified,Teaching or research assistantship and competitive fellowship,Department states nearly 100 percent of PhD students are fully funded; individual admission support is not guaranteed,Offer- and appointment-specific,"Assistantship selection, duties, funding availability, and satisfactory progress",International students may receive RA or TA support subject to selection and employment rules,Not published as one CS-wide amount,USD,Described as full funding for nearly all current PhD students; individual offer controls,Not verified,Not verified,Not verified,Lyman T. Johnson Fellowship and departmental assistantships,"Admission and fellowship dates vary; Fall 2027 international deadline is April 15, 2027","Does a Fall 2027 offer guarantee year-round stipend, tuition, fees, and insurance for the expected duration?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://academics.uky.edu/programs/doctoral/computer-science,stage3src:5d7cfee15aaf2c885642,stage3src:f3a9ad0de37e4e904767|stage3src:6f79c7c7ec7dc4f655d4|stage3src:ab09639d58eb42d1b745,stage3src:ab09639d58eb42d1b745,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867:program:phd:phd-in-computer-science,us:ipeds:186867,Stevens Institute of Technology,United States,us,advance_to_stage_3,conditional,"Stevens states that all CS doctoral students receive support, but bachelor's-only PhD entry is reserved for exceptionally well-qualified applicants; obtain program confirmation that the applicant's record is eligible for direct doctoral review.",Ph.D. in Computer Science,PhD,"Advanced coursework, qualifying examination, original dissertation, and defense","Department of Computer Science, Charles V. Schaefer, Jr. School of Engineering and Science","Current; latest indexed application cycle is published, but Fall 2027 dates are not yet posted",Exceptionally well-qualified bachelor's holders may be considered; master's preparation is described as ideal,Yes — international English and credential rules are published,English,English test policy applies; U.S.-degree waiver requires central confirmation,3.0/4.0 bachelor's minimum,"Applicant exceeds 3.0, but the undefined exceptionally-qualified bachelor's standard remains unresolved",Strong computer science preparation appropriate for doctoral study,Departmental doctoral review,Research alignment is expected; prior advisor commitment is not published as mandatory,Not yet published; use the latest doctoral priority schedule only as a monitoring date,Latest published cycle; Fall 2027 must be rechecked,60,USD,No applicant-specific waiver verified,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Covered through the stated CS doctoral financial support; exact offer accounting is not published,Not separately verified,Research or teaching assistantship and fellowship,The program states all Computer Science doctoral students receive financial support,Expected doctoral duration; exact renewal terms are offer-specific,Satisfactory progress and assistantship or fellowship terms,No nationality exclusion is stated for CS doctoral support,Not published as one program-wide amount on the program page,USD,Financial support is stated for all CS doctoral students; exact tuition accounting is offer-specific,Not verified,Not verified,Not verified,Doctoral assistantships and fellowships,No Fall 2027 date yet published,"Will Stevens confirm direct PhD eligibility from this bachelor's record, and what exact support terms will the offer contain?",pass,resolvable_question,pass,pass,pass,yes,Outreach Before Decision,https://www.stevens.edu/program/computer-science-doctoral-program,stage3src:586992da46a00f282b34,stage3src:586992da46a00f282b34|stage3src:d96e288cd39c25c5cf00,stage3src:586992da46a00f282b34,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,us:ipeds:187985:program:phd:phd-in-computer-science,us:ipeds:187985:program:phd:phd-in-computer-science,us:ipeds:187985,University of New Mexico-Main Campus,United States,us,advance_to_stage_3,conditional,"The applicant is eligible for the current doctoral route, but UNM explicitly says TA and RA funds are limited and not all students receive support; require a complete written funding offer.",Ph.D. in Computer Science,PhD,"Doctoral coursework, comprehensive milestones, dissertation research, and defense","Department of Computer Science, School of Engineering",Current; department and international Fall application timelines are published,Yes — bachelor's-level graduate admission is supported; preparation is reviewed,Yes — international Fall applications are accepted,English,UNM international English policy applies; U.S.-degree exemption requires central confirmation,Graduate School and department standards apply; no higher current CS floor captured,Applicant is not barred by a captured numeric CS-specific floor,Substantial undergraduate computer science preparation,Departmental committee review; application identifies research interests and desired financial aid,"No prior commitment is stated as mandatory, but faculty research alignment is material to RA support","January 15, 2027 priority; February 15, 2027 international final, based on the current department schedule",Department recurring deadline plus explicit 2027 international application timeline; reconfirm program year,70,USD,No applicant-specific waiver verified,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Qualifying TA or RA includes tuition coverage; exact current price not captured,Not verified,Limited teaching and research assistantships,Support is competitive and limited; the department states not all students receive support,Appointment-specific,"Available funds, appointment selection and duties, and satisfactory progress",International students may hold appointments subject to employment and teaching-language rules,Not published as one CS-wide amount,USD,Full tuition for qualifying TA or RA appointment,Not verified,Not verified,Not verified,Teaching and research assistantships,Department financial-aid consideration date is April 1; this follows the admission priority date,"Will the offer include renewable tuition, stipend, fees, insurance, and summer support?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://www.cs.unm.edu/programs-and-degrees/ph.d./index.html,stage3src:19cde8a5153b985ac742,stage3src:f428dfbb710e6d58bafb|stage3src:03623db8d4cd68fbfea0|stage3src:fe13c56f05190f87992f,stage3src:03623db8d4cd68fbfea0,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759:program:phd:computer-science-phd,us:ipeds:221759,The University of Tennessee-Knoxville,United States,us,advance_to_stage_3,conditional,"The applicant meets the bachelor's route, but PhD admission requires establishing an advisor and GRA/GTA positions are competitive and faculty-controlled; require both advisor confirmation and a funded offer.","Computer Science, PhD",PhD,Research-intensive doctorate culminating in dissertation research and defense,"Min H. Kao Department of Electrical Engineering and Computer Science, Tickle College of Engineering",Current; program follows Graduate School deadlines,Yes — BS in computer science or closely related field,Yes — international English and credential requirements apply,English,TOEFL or IELTS may be required; Graduate School decides exemptions,Graduate School minimum for U.S. degree holders is 2.7/4.0; program review remains holistic,Applicant 3.35 exceeds the captured central floor,BS major or closely related preparation; deficiencies may require graded undergraduate courses,Departmental review after the applicant establishes a willing PhD advisor,Required — PhD applicants must establish an advisor before admission,Program-specific Fall 2027 date not published in reviewed evidence; PhD files are typically processed by April 15,Current process page; exact Fall 2027 submission deadline unresolved,60,USD,Current EECS page says the department does not provide admission fee waivers,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Qualifying GRA includes tuition coverage,"EECS handbook states GRA pays tuition and fees, except applicant-incurred penalties",Faculty-selected graduate research assistantship or committee-selected teaching assistantship,"EECS reports roughly 100 GRAs, but positions depend on faculty availability and are competitive, not guaranteed",Assistantship support may continue up to five years subject to appointment and progress,"Advisor selection, available funds, appointment duties, satisfactory progress, and employment eligibility",International students may hold GRA/GTA positions; teaching English thresholds apply,Monthly stipend; one CS-wide amount is not published in the reviewed handbook,USD,Tuition covered for qualifying GRA,Fees covered for qualifying GRA except penalties,Health insurance covered for qualifying GRA,Not guaranteed; depends on faculty appointment and funds,"GRA, GTA, and university fellowships",No separate Fall 2027 fellowship date verified,"Which faculty member will commit to advising and funding the applicant, and what Fall 2027 deadline and year-round package apply?",pass,pass,resolvable_inquiry,pass,pass,yes,Outreach Before Decision,https://tickle.utk.edu/academics/graduate-programs/computer-science-phd/,stage3src:16f1418e9ee96698eb85,stage3src:32dc0d6e15c65643396a|stage3src:4dab976768924a80e1cd,stage3src:32dc0d6e15c65643396a|stage3src:4dab976768924a80e1cd,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,ca:dli:O19209939282:program:thesis-or-research-master-s:master-of-computer-science,ca:dli:O19209939282:program:thesis-or-research-master-s:master-of-computer-science,ca:dli:O19209939282,Dalhousie University,Canada,canada,advance_to_stage_3,monitor,"The applicant is at or below Dalhousie's 3.4 marker where a faculty connection or relevant industry experience is generally needed, and typical five-to-six-term support is not guaranteed; both admission viability and net funding remain unresolved.",Master of Computer Science,Thesis or research master's,"Research proposal, faculty-supervised thesis research, thesis, and defense",Faculty of Computer Science,Current research master's route,Yes — equivalent four-year CS or related technical bachelor's,Yes — non-Canadian application deadlines are published,English,Dalhousie English policy applies; U.S.-degree exemption requires central confirmation,3.0 minimum; applicants at or below 3.4 generally need faculty connection or relevant industry experience,Applicant 3.35 clears 3.0 but falls within the faculty-connection or industry-experience caution band,Knowledge equivalent to Dalhousie's third-year core computer science curriculum,Graduate committee review with faculty research support material to success,"Not an absolute formal prerequisite, but generally needed at this GPA absent relevant industry experience","April 1, 2027 for non-Canadian September admission; funding review begins from the preceding November 30 on the current schedule",Current recurring September-entry deadline; Fall 2027 year inferred and must be reconfirmed,115,CAD,No applicant-specific waiver verified,Not verified in reviewed official evidence,Not verified in reviewed official evidence,Current international research-master's amount not captured,Not separately verified,"Supervisor grant, scholarship, teaching assignment, or combined individual offer","MCS students typically receive support for five to six terms, but every commitment is individual and offer-controlled",Typically five to six terms,"Individual admission or funding letter, supervisor resources, duties, and satisfactory progress",International MCS students may receive support; exact offer controls,Not published as one guaranteed program-wide amount,CAD,Not guaranteed as a separate full waiver,Not verified,Not verified,"Five-to-six-term typical duration may span summer, but exact payments are offer-specific",Faculty and university graduate scholarships,Funding consideration begins from November 30 on the current cycle,"Will a faculty member support admission at this GPA and provide a package adequate after international tuition, fees, insurance, and living costs?",pass,resolvable_question,resolvable_inquiry,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.dal.ca/faculty/computerscience/graduate-programs.html,stage3src:1eb9e83c5a2b057eaa2e,stage3src:0304d7f20cbbc419579c|stage3src:db7f10b3fd850affc3c6,stage3src:db7f10b3fd850affc3c6,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
2.0,ca:dli:O19348802512:program:phd:phd-in-computer-science,ca:dli:O19348802512:program:phd:phd-in-computer-science,ca:dli:O19348802512,University of New Brunswick,Canada,canada,advance_to_stage_3,monitor,"UNB normally requires a research-based master's with first-class standing and a confirmed supervisor for PhD admission; the bachelor's-only applicant does not meet the documented entry route, and admission itself does not imply funding.",PhD in Computer Science,PhD,"Original doctoral research, dissertation, and defense under a confirmed supervisor","Faculty of Computer Science, Fredericton",Current research doctorate,No documented direct route — a research-based master's with first-class standing is normally required,Yes — international applicants may apply,English,UNB English policy applies; effect of the U.S. bachelor's requires central confirmation,First-class standing in a research-based master's,Applicant has no master's and therefore does not meet the documented degree-level prerequisite,Research-based master's in computer science or a closely related area,Graduate committee review after a complete application and confirmed supervisor,Required — a confirmed research supervisor is part of the PhD route,"December 15, 2026 early; January 15, 2027 standard with currently published extension language to February 28",Current recurring Fall schedule; Fall 2027 year inferred and must be reconfirmed,125,CAD,No international applicant waiver verified,Applications are program-specific; exact simultaneous limit not verified,Yes — the international fee accompanies each application,Current research-PhD international amount not captured,Not separately verified,"Supervisor-initiated GRA, GTA, GAA, and scholarship support",Admission does not imply financial assistance; the faculty describes competitive support rather than a universal guarantee,"Initial awards may be twelve months and extended annually, with program-specific maximums","Supervisor resources, award selection, duties, and satisfactory progress",International students may be eligible for many support sources; individual terms control,"Faculty page describes approximately CAD 19,000 base support with PhD amounts modestly higher; not guaranteed",CAD,Not guaranteed program-wide,Not verified,Not verified,Depends on the individual award or supervisor,"GRA, GTA, GAA, and graduate scholarships",Funding-guaranteed-consideration date for some intakes is April 30; Fall dates follow the CS admission schedule,"Is any documented direct-bachelor's exception available, and if so will a supervisor provide adequate full-duration funding?",pass,not_met,resolvable_inquiry,pass,pass,no,Monitor — Not Faculty-Review Ready,https://www.unb.ca/fredericton/cs/grad/phd/index.html,stage3src:65bed810480a32a6f532,stage3src:65bed810480a32a6f532|stage3src:dc4fa88d91f540fec55c|stage3src:ba5f41866d2688b31cd3|stage3src:2d79ccfec01d8aeabce4,stage3src:65bed810480a32a6f532|stage3src:dc4fa88d91f540fec55c|stage3src:ba5f41866d2688b31cd3,high,data/processed/pass2/stage_02_reentry_03_candidates.csv|data/processed/pass2/stage_02_reentry_03_sources.csv|data/processed/pass2/candidate_program_funnel.csv|data/raw/pass2/stage_03_reentry_03.json,2026-09-10
