schema_version,source_id,institution_id,program_name,discovery_path,evidence_role,title,publisher,url,accessed_date,evidence_summary,limitations
2.0,reentry09:emory-csi:program,us:ipeds:139658,PhD in Computer Science and Informatics,official_program_or_department_signal,exact doctorate and research fit,Computer Science and Informatics PhD Overview,Emory University,https://computerscience.emory.edu/graduate-phd/index.html,2026-09-11,"Official department page confirms the CSI doctorate, research rotations, thesis sequence, and relevant systems, security, information-retrieval, and machine-learning research.",Research breadth does not establish applicant admission or a current advisor opening.
2.0,reentry09:emory-csi:admissions-funding,us:ipeds:139658,PhD in Computer Science and Informatics,research_masters_or_scholarship_search,current application and preliminary support signal,CSI PhD Applicants,Emory University,https://computerscience.emory.edu/graduate-phd/admissions/index.html,2026-09-11,Official applicant page describes the doctoral application and states that admitted students receive full tuition and competitive stipend support.,The published Fall 2026 terms are not an applicant-specific offer and must be refreshed for Fall 2027.
2.0,reentry09:northwestern-cs:program,us:ipeds:147767,PhD in Computer Science,official_program_or_department_signal,exact Computer Science doctorate and research structure,PhD in Computer Science,Northwestern University,https://www.mccormick.northwestern.edu/computer-science/academics/graduate/phd/,2026-09-11,Official department page confirms the PhD and its research-centered training across major computer-science areas.,The page does not establish applicant-specific admission or advisor capacity.
2.0,reentry09:northwestern-cs:funding,us:ipeds:147767,PhD in Computer Science,research_masters_or_scholarship_search,doctoral funding duration and mechanisms,PhD Student Resources,Northwestern University,https://www.mccormick.northwestern.edu/computer-science/resources/student/phd.html,2026-09-11,"Official resource page describes support through the fifth year and the fellowship, research, teaching, and external mechanisms used to fund students.","Stage 3 must confirm the guarantee's exact good-standing, summer, fee, and insurance conditions for a new admit."
2.0,reentry09:pitt-cs:graduate,us:ipeds:215293,PhD in Computer Science,official_program_or_department_signal,exact graduate research route and assistantship signal,Computer Science Graduate Programs,University of Pittsburgh-Pittsburgh Campus,https://intranet.cs.pitt.edu/grad/,2026-09-11,"Official department page identifies the Computer Science PhD, broad faculty research, and research assistantships supporting many graduate students.",Support for many students is not a commitment to every admitted doctoral student.
2.0,reentry09:pitt-cs:admissions,us:ipeds:215293,PhD in Computer Science,official_program_or_department_signal,international graduate application boundary,Graduate Admissions FAQs,University of Pittsburgh-Pittsburgh Campus,https://www.sci.pitt.edu/admissions/graduate-admissions-faqs,2026-09-11,Official school FAQ provides the controlled graduate application route and international applicant requirements.,"The FAQ does not establish program admission, advisor availability, or a funding package."
2.0,reentry09:brandeis-cs:handbook,us:ipeds:165015,Computer Science PhD,official_program_or_department_signal,exact doctoral research and advisor structure,Computer Science PhD Handbook,Brandeis University,https://www.brandeis.edu/computer-science/_pdfs/computer-science-phd-handbook.pdf,2026-09-11,"Official handbook confirms the Computer Science PhD, faculty-advised research, advisor-consent requirement, and named fellowship mechanisms.",The handbook is not a Fall 2027 funding offer and advisor consent remains applicant-specific.
2.0,reentry09:brandeis-cs:funding,us:ipeds:165015,Computer Science PhD,research_masters_or_scholarship_search,central doctoral funding boundary,Aid for Doctoral Students,Brandeis University,https://www.brandeis.edu/gsas/financing/doctoral/index.html,2026-09-11,"Official GSAS page says most doctoral students receive five years of funding including fellowship, full tuition, and health-insurance benefits, and international students are considered.",The statement applies to most doctoral students and does not prove the exact Computer Science package.
2.0,reentry09:msu-cs:program,us:ipeds:171100,Computer Science PhD,official_program_or_department_signal,"exact doctorate, research fit, and application boundary",Computer Science PhD,Michigan State University,https://engineering.msu.edu/academics/majors-degrees/computer-science-phd,2026-09-11,"Official program page confirms the PhD, relevant software and distributed-systems areas, international application requirements, and automatic consideration of strong applicants for support.",Automatic consideration is not an assistantship or fellowship award.
2.0,reentry09:msu-cs:research,us:ipeds:171100,Computer Science PhD,lab_or_center_signal,current departmental research breadth,Computer Science and Engineering Research,Michigan State University,https://engineering.msu.edu/departments/cse/research,2026-09-11,"Official department page lists active software engineering, formal methods, distributed systems, machine learning, and security research groups and labs.","An active group does not establish recruitment, supervision authority, or funding."
2.0,reentry09:syracuse-cise:program,us:ipeds:196413,Doctor of Philosophy in Computer/Information Science and Engineering,official_program_or_department_signal,exact doctoral route and research boundary,Doctor of Philosophy in Computer/Information Science and Engineering,Syracuse University,https://ecs.syracuse.edu/academics/electrical-engineering-and-computer-science/programs/computer-information-science-engineering-doctoral-program,2026-09-11,Official college page confirms the research doctorate and its fellowship-consideration application timing.,"Fellowship consideration is not an award, and the target Fall 2027 cycle is not yet verified."
2.0,reentry09:syracuse-cise:funding,us:ipeds:196413,Doctor of Philosophy in Computer/Information Science and Engineering,research_masters_or_scholarship_search,graduate funding mechanisms and departmental boundary,Financial Support,Syracuse University,https://graduateschool.syr.edu/prospective-students/financial-support/,2026-09-11,"Official Graduate School page identifies fellowships, graduate, teaching, and research assistantships while directing applicants to the admitting department for availability.","No CISE-specific guarantee, award value, or duration is established."
2.0,reentry09:jhu-cs:program,us:ipeds:162928,PhD in Computer Science,official_program_or_department_signal,"exact doctorate, advisor matching, and departmental support signal",Computer Science PhD Program,Johns Hopkins University,https://www.cs.jhu.edu/academic-programs/graduate-studies/phd-program/,2026-09-11,"Official department page confirms the PhD, independent research, faculty matching, Fall-only admission, and support for all students through stipend-bearing mechanisms.",The page does not state the complete duration and renewal conditions of every package.
2.0,reentry09:jhu-cs:funding,us:ipeds:162928,PhD in Computer Science,research_masters_or_scholarship_search,school-level doctoral funding duration and package,Financial Assistance and Support,Johns Hopkins University,https://engineering.jhu.edu/education/graduate-studies/graduate-financial-aid/financial-assistance-and-support/,2026-09-11,"Official Whiting page says most full-time PhD programs provide at least five years of support that may include stipend, full tuition, and health insurance.",The school-level statement allows program exceptions and requires confirmation against the CS offer terms.
2.0,reentry09:stfx-cs:program,ca:dli:O19391556899,Master of Science in Computer Science,official_program_or_department_signal,"exact thesis MSc, supervisor requirement, and preliminary package",Master of Science in Computer Science,St. Francis Xavier University,https://www.stfx.ca/programs-courses/programs/master-science-computer-science,2026-09-11,"Official program page confirms the thesis MSc, supervisor requirement, research structure, international application route, and that most accepted students receive tuition plus partial living support.","Most is not all, and the page does not establish applicant-specific funding or total net cost."
